Player,Club,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist
Bastos,Lazio,ANG,DF,27.0,3.7,,,,,,,,,
Marco Parolo,Lazio,ITA,MF,33.0,3.5,,,,,,,,,
Sergej Milinković-Savić,Lazio,SRB,MF,23.0,3.3,,,,,,,,,
Senad Lulić,Lazio,BIH,"DF,MF",32.0,4.2,,,,,,,,,
Adam Marušić,Lazio,MNE,"DF,FW",25.0,3.3,,,,,,,,,
Valon Berisha,Lazio,KVX,MF,25.0,3.2,,,,,,,,,
Ștefan Radu,Lazio,ROU,DF,31.0,3.0,,,,,,,,,
Lucas Leiva,Lazio,BRA,MF,31.0,2.7,,,,,,,,,
Alessandro Murgia,Lazio,ITA,MF,21.0,2.7,,,,,,,,,
Wallace,Lazio,BRA,DF,23.0,2.6,,,,,,,,,
Luis Alberto,Lazio,ESP,"FW,MF",25.0,2.4,,,,,,,,,
Milan Badelj,Lazio,CRO,MF,29.0,1.5,,,,,,,,,
Dušan Basta,Lazio,SRB,DF,33.0,1.5,,,,,,,,,
Patric,Lazio,ESP,DF,25.0,0.5,,,,,,,,,
Alessandro Rossi,Lazio,ITA,"MF,FW",21.0,0.5,,,,,,,,,
Rômulo,Lazio,ITA,"DF,MF",31.0,0.4,,,,,,,,,
Nicolò Armini,Lazio,ITA,FW,17.0,0.1,,,,,,,,,
Emil Audero,Sampdoria,ITA,GK,21.0,37.0,,,,,,,,,
Fabio Quagliarella,Sampdoria,ITA,FW,35.0,36.6,,,,,,,,,
Dennis Praet,Sampdoria,BEL,MF,24.0,35.4,,,,,,,,,
Nicola Murru,Sampdoria,ITA,DF,23.0,34.9,,,,,,,,,
Joachim Andersen,Sampdoria,DEN,DF,22.0,34.3,,,,,,,,,
Albin Ekdal,Sampdoria,SWE,MF,29.0,30.7,,,,,,,,,
Karol Linetty,Sampdoria,POL,MF,23.0,28.7,,,,,,,,,
Grégoire Defrel,Sampdoria,MTQ,"FW,MF",27.0,27.9,,,,,,,,,
Bartosz Bereszyński,Sampdoria,POL,DF,26.0,25.2,,,,,,,,,
Omar Colley,Sampdoria,GAM,DF,25.0,21.6,,,,,,,,,
Jacopo Sala,Sampdoria,ITA,DF,26.0,20.2,,,,,,,,,
Lorenzo Tonelli,Sampdoria,ITA,DF,28.0,19.7,,,,,,,,,
Gastón Ramírez,Sampdoria,URU,MF,27.0,19.4,,,,,,,,,
Jakub Jankto,Sampdoria,CZE,MF,22.0,13.3,,,,,,,,,
Gianluca Caprari,Sampdoria,ITA,"FW,MF",25.0,12.9,,,,,,,,,
Riccardo Saponara,Sampdoria,ITA,MF,26.0,11.5,,,,,,,,,
Édgar Barreto,Sampdoria,PAR,MF,34.0,9.7,,,,,,,,,
Manolo Gabbiadini,Sampdoria,ITA,FW,26.0,9.0,,,,,,,,,
Ronaldo Vieira,Sampdoria,ENG,MF,20.0,7.6,,,,,,,,,
Alex Ferrari,Sampdoria,ITA,DF,24.0,7.0,,,,,,,,,
Rafael Cabral,Sampdoria,BRA,GK,28.0,4.3,,,,,,,,,
Dawid Kownacki,Sampdoria,POL,FW,21.0,4.1,,,,,,,,,
Júnior Tavares,Sampdoria,BRA,DF,21.0,2.0,,,,,,,,,
Łukasz Skorupski,Bologna,POL,GK,27.0,39.0,,,,,,,,,
Danilo Larangeira,Bologna,BRA,DF,34.0,35.2,,,,,,,,,
Erick Pulgar,Bologna,CHI,MF,24.0,28.2,,,,,,,,,
Rodrigo Palacio,Bologna,ARG,FW,36.0,27.4,,,,,,,,,
Mitchell Dijks,Bologna,NED,DF,25.0,25.4,,,,,,,,,
Federico Santander,Bologna,PAR,FW,27.0,23.6,,,,,,,,,
Ibrahima Mbaye,Bologna,SEN,DF,23.0,23.4,,,,,,,,,
Andrea Poli,Bologna,ITA,MF,28.0,23.3,,,,,,,,,
Riccardo Orsolini,Bologna,ITA,"FW,MF",21.0,22.8,,,,,,,,,
Filip Helander,Bologna,SWE,DF,25.0,22.0,,,,,,,,,
Blerim Džemaili,Bologna,SUI,MF,32.0,20.7,,,,,,,,,
Arturo Calabresi,Bologna,ITA,DF,22.0,18.7,,,,,,,,,
Roberto Soriano,Bologna,ITA,MF,27.0,17.5,,,,,,,,,
Federico Mattiello,Bologna,ITA,"DF,FW",23.0,16.6,,,,,,,,,
Mattias Svanberg,Bologna,SWE,MF,19.0,13.7,,,,,,,,,
Nicola Sansone,Bologna,ITA,FW,26.0,13.7,,,,,,,,,
Lyanco,Bologna,BRA,DF,21.0,12.4,,,,,,,,,
Ádám Nagy,Bologna,HUN,MF,23.0,12.0,,,,,,,,,
Ladislav Krejčí,Bologna,CZE,"DF,MF",26.0,11.8,,,,,,,,,
Giancarlo González,Bologna,CRC,DF,30.0,10.3,,,,,,,,,
Diego Falcinelli,Bologna,ITA,FW,27.0,9.6,,,,,,,,,
Mattia Destro,Bologna,ITA,FW,27.0,6.3,,,,,,,,,
Sebastien De Maio,Bologna,FRA,DF,31.0,5.5,,,,,,,,,
Orji Okwonkwo,Bologna,NGA,FW,20.0,3.0,,,,,,,,,
Simone Edera,Bologna,ITA,FW,21.0,2.2,,,,,,,,,
Godfred Donsah,Bologna,GHA,MF,22.0,2.0,,,,,,,,,
Angelo da Costa Júnior,Bologna,BRA,GK,34.0,2.0,,,,,,,,,
Nehuén Paz,Bologna,ARG,DF,25.0,1.3,,,,,,,,,
Andrea Consigli,Sassuolo,ITA,GK,31.0,36.7,,,,,,,,,
Pol Lirola,Sassuolo,ESP,"DF,MF",20.0,35.3,,,,,,,,,
Domenico Berardi,Sassuolo,ITA,"FW,MF",23.0,33.9,,,,,,,,,
Gian Marco Ferrari,Sassuolo,ITA,DF,26.0,32.0,,,,,,,,,
Rogério,Sassuolo,BRA,"DF,MF",20.0,31.6,,,,,,,,,
Stefano Sensi,Sassuolo,ITA,MF,22.0,23.7,,,,,,,,,
Francesco Magnanelli,Sassuolo,ITA,MF,33.0,22.7,,,,,,,,,
Mehdi Bourabia,Sassuolo,MAR,MF,26.0,22.6,,,,,,,,,
Alfred Duncan,Sassuolo,GHA,MF,25.0,22.5,,,,,,,,,
Manuel Locatelli,Sassuolo,ITA,MF,20.0,22.5,,,,,,,,,
Giangiacomo Magnani,Sassuolo,ITA,DF,22.0,19.8,,,,,,,,,
Khouma Babacar,Sassuolo,SEN,FW,25.0,17.1,,,,,,,,,
Federico Peluso,Sassuolo,ITA,DF,34.0,16.8,,,,,,,,,
Marlon,Sassuolo,BRA,DF,22.0,16.8,,,,,,,,,
Jeremie Boga,Sassuolo,CIV,"FW,MF",21.0,16.6,,,,,,,,,
Filip Đuričić,Sassuolo,SRB,"FW,MF",26.0,15.4,,,,,,,,,
Merih Demiral,Sassuolo,TUR,DF,20.0,14.0,,,,,,,,,
Federico Di Francesco,Sassuolo,ITA,"FW,MF",24.0,12.9,,,,,,,,,
Kevin-Prince Boateng,Sassuolo,GHA,FW,31.0,11.9,,,,,,,,,
Alessandro Matri,Sassuolo,ITA,FW,33.0,7.6,,,,,,,,,
Gianluca Pegolo,Sassuolo,ITA,GK,37.0,4.3,,,,,,,,,
Claud Adjapong,Sassuolo,ITA,"MF,FW",20.0,3.0,,,,,,,,,
Mauricio Lemos,Sassuolo,URU,DF,22.0,3.0,,,,,,,,,
Enrico Brignola,Sassuolo,ITA,"FW,MF",19.0,2.9,,,,,,,,,
Cristian Dell'Orco,Sassuolo,ITA,DF,24.0,2.3,,,,,,,,,
Marcello Trotta,Sassuolo,ITA,MF,25.0,1.1,,,,,,,,,
Jens Odgaard,Sassuolo,DEN,FW,19.0,0.2,,,,,,,,,
Jens Stryger Larsen,Udinese,DEN,DF,27.0,37.0,,,,,,,,,
Rodrigo De Paul,Udinese,ARG,"MF,FW",24.0,36.8,,,,,,,,,
William Troost-Ekong,Udinese,NGA,DF,24.0,34.0,,,,,,,,,
Rolando Mandragora,Udinese,ITA,MF,21.0,33.8,,,,,,,,,
Seko Fofana,Udinese,CIV,MF,23.0,30.4,,,,,,,,,
Juan Musso,Udinese,ARG,GK,24.0,29.0,,,,,,,,,
Kevin Lasagna,Udinese,ITA,FW,25.0,28.6,,,,,,,,,
Ignacio Pussetto,Udinese,ARG,"FW,MF",22.0,24.8,,,,,,,,,
Bram Nuytinck,Udinese,NED,DF,28.0,23.6,,,,,,,,,
Samir Santos,Udinese,BRA,DF,23.0,21.3,,,,,,,,,
Marco D'Alessandro,Udinese,ITA,DF,27.0,16.6,,,,,,,,,
Valon Behrami,Udinese,SUI,MF,33.0,15.1,,,,,,,,,
Sebastien De Maio,Udinese,FRA,DF,31.0,13.0,,,,,,,,,
Hidde ter Avest,Udinese,NED,"DF,FW",21.0,11.1,,,,,,,,,
Stefano Okaka,Udinese,ITA,FW,28.0,10.8,,,,,,,,,
Marvin Zeegelaar,Udinese,NED,DF,27.0,10.6,,,,,,,,,
Nicholas Opoku,Udinese,GHA,DF,20.0,10.1,,,,,,,,,
Simone Scuffet,Udinese,ITA,GK,22.0,9.0,,,,,,,,,
Sandro,Udinese,BRA,MF,29.0,6.6,,,,,,,,,
Darwin Machís,Udinese,VEN,"FW,MF",25.0,6.5,,,,,,,,,
Łukasz Teodorczyk,Udinese,POL,FW,27.0,4.4,,,,,,,,,
Antonín Barák,Udinese,CZE,"MF,FW",23.0,4.4,,,,,,,,,
Giuseppe Pezzella,Udinese,ITA,DF,20.0,2.9,,,,,,,,,
Molla Wagué,Udinese,MLI,DF,27.0,2.4,,,,,,,,,
Ben Wilmot,Udinese,ENG,"DF,MF",18.0,2.2,,,,,,,,,
Emmanuel Agyemang-Badu,Udinese,GHA,MF,27.0,1.8,,,,,,,,,
Emil Hallfreðsson,Udinese,ISL,MF,34.0,1.5,,,,,,,,,
Nícolas Andrade,Udinese,BRA,GK,30.0,1.3,,,,,,,,,
Svante Ingelsson,Udinese,SWE,"DF,MF",20.0,1.1,,,,,,,,,
Andrija Balić,Udinese,CRO,"FW,MF",20.0,0.5,,,,,,,,,
Ali Adnan Kadhim,Udinese,IRQ,"DF,MF",24.0,0.5,,,,,,,,,
Andrea Petagna,SPAL,ITA,FW,23.0,34.4,,,,,,,,,
Mohamed Fares,SPAL,ALG,DF,22.0,33.8,,,,,,,,,
Manuel Lazzari,SPAL,ITA,DF,24.0,32.5,,,,,,,,,
Simone Missiroli,SPAL,ITA,MF,32.0,30.5,,,,,,,,,
Thiago Cionek,SPAL,POL,DF,32.0,30.2,,,,,,,,,
Jasmin Kurtić,SPAL,SVN,MF,29.0,28.6,,,,,,,,,
Felipe dal Belo,SPAL,BRA,DF,34.0,27.2,,,,,,,,,
Kevin Bonifazi,SPAL,ITA,DF,22.0,26.6,,,,,,,,,
Francesco Vicari,SPAL,ITA,DF,23.0,26.4,,,,,,,,,
Mirco Antenucci,SPAL,ITA,FW,33.0,24.7,,,,,,,,,
Pasquale Schiattarella,SPAL,ITA,MF,31.0,21.5,,,,,,,,,
Alfred Gomis,SPAL,SEN,GK,24.0,20.2,,,,,,,,,
Emiliano Viviano,SPAL,ITA,GK,32.0,16.9,,,,,,,,,
Mattia Valoti,SPAL,ITA,MF,24.0,14.4,,,,,,,,,
Alessandro Murgia,SPAL,ITA,MF,21.0,11.9,,,,,,,,,
Sergio Floccari,SPAL,ITA,FW,36.0,11.7,,,,,,,,,
Alberto Paloschi,SPAL,ITA,FW,28.0,10.8,,,,,,,,,
Mirko Valdifiori,SPAL,ITA,MF,32.0,8.4,,,,,,,,,
Filippo Costa,SPAL,ITA,"DF,FW",23.0,7.4,,,,,,,,,
Everton Luiz,SPAL,BRA,MF,30.0,5.5,,,,,,,,,
Johan Djourou,SPAL,SUI,DF,31.0,4.1,,,,,,,,,
Lorenzo Dickmann,SPAL,ITA,"DF,MF",21.0,2.9,,,,,,,,,
Vanja Milinković-Savić,SPAL,SRB,GK,21.0,2.8,,,,,,,,,
Lorenco Šimić,SPAL,CRO,DF,22.0,2.6,,,,,,,,,
Mattia Vitale,SPAL,ITA,MF,20.0,0.9,,,,,,,,,
Vasco Regini,SPAL,ITA,"DF,FW",27.0,0.9,,,,,,,,,
Marko Janković,SPAL,MNE,"DF,MF",23.0,0.6,,,,,,,,,
Sauli Väisänen,SPAL,FIN,DF,24.0,0.5,,,,,,,,,
Gabriele Moncini,SPAL,ITA,MF,22.0,0.2,,,,,,,,,
Simone Iacoponi,Parma,ITA,DF,31.0,38.2,,,,,,,,,
Luigi Sepe,Parma,ITA,GK,27.0,38.0,,,,,,,,,
Riccardo Gagliolo,Parma,SWE,DF,28.0,34.8,,,,,,,,,
Bruno Alves,Parma,POR,DF,36.0,32.5,,,,,,,,,
Antonino Barillà,Parma,ITA,MF,30.0,30.1,,,,,,,,,
Gervinho,Parma,CIV,FW,31.0,25.6,,,,,,,,,
Roberto Inglese,Parma,ITA,FW,26.0,21.8,,,,,,,,,
Luca Rigoni,Parma,ITA,MF,33.0,20.6,,,,,,,,,
Alessandro Bastoni,Parma,ITA,DF,19.0,18.8,,,,,,,,,
Luca Siligardi,Parma,ITA,FW,30.0,18.2,,,,,,,,,
Leo Štulac,Parma,SVN,MF,23.0,17.1,,,,,,,,,
Juraj Kucka,Parma,SVK,MF,31.0,17.1,,,,,,,,,
Matteo Scozzarella,Parma,ITA,MF,30.0,16.2,,,,,,,,,
Fabio Ceravolo,Parma,ITA,FW,31.0,14.2,,,,,,,,,
Massimo Gobbi,Parma,ITA,DF,37.0,14.1,,,,,,,,,
Jonathan Biabiany,Parma,FRA,FW,30.0,12.1,,,,,,,,,
Federico Dimarco,Parma,ITA,"DF,MF",20.0,10.7,,,,,,,,,
Marcello Gazzola,Parma,ITA,"DF,MF",33.0,10.2,,,,,,,,,
Antonio Di Gaudio,Parma,ITA,FW,28.0,8.4,,,,,,,,,
Mattia Sprocati,Parma,ITA,"FW,MF",25.0,7.2,,,,,,,,,
Alessandro Deiola,Parma,ITA,"MF,FW",22.0,6.1,,,,,,,,,
Alberto Grassi,Parma,ITA,MF,23.0,5.1,,,,,,,,,
Francisco Sierralta,Parma,CHI,DF,21.0,3.0,,,,,,,,,
Alessio da Cruz,Parma,,"FW,MF",21.0,1.9,,,,,,,,,
Amato Ciciretti,Parma,ITA,"FW,MF",24.0,1.5,,,,,,,,,
Jacopo Dezi,Parma,ITA,MF,26.0,1.0,,,,,,,,,
Pierluigi Frattali,Parma,ITA,GK,32.0,1.0,,,,,,,,,
Nicolás Schiappacasse,Parma,URU,"FW,MF",19.0,0.9,,,,,,,,,
Pepín,Parma,EQG,MF,21.0,0.9,,,,,,,,,
Cristian Galano,Parma,ITA,"FW,MF",27.0,0.8,,,,,,,,,
Yves Baraye,Parma,SEN,"FW,MF",26.0,0.2,,,,,,,,,
Alessio Cragno,Cagliari,ITA,GK,24.0,40.0,,,,,,,,,
Nicolò Barella,Cagliari,ITA,MF,21.0,37.5,,,,,,,,,
Artur Ioniță,Cagliari,MDA,MF,27.0,34.8,,,,,,,,,
Leonardo Pavoletti,Cagliari,ITA,FW,29.0,32.1,,,,,,,,,
João Pedro,Cagliari,ITA,"FW,MF",26.0,29.7,,,,,,,,,
Fabio Pisacane,Cagliari,ITA,DF,32.0,26.1,,,,,,,,,
Luca Ceppitelli,Cagliari,ITA,DF,28.0,24.8,,,,,,,,,
Darijo Srna,Cagliari,CRO,DF,36.0,24.2,,,,,,,,,
Simone Padoin,Cagliari,ITA,"DF,MF",34.0,22.4,,,,,,,,,
Paolo Faragò,Cagliari,ITA,"MF,DF",25.0,21.9,,,,,,,,,
Luca Cigarini,Cagliari,ITA,MF,32.0,21.4,,,,,,,,,
Filippo Romagna,Cagliari,ITA,DF,21.0,19.4,,,,,,,,,
Filip Bradarić,Cagliari,CRO,MF,26.0,16.9,,,,,,,,,
Ragnar Klavan,Cagliari,EST,DF,32.0,13.7,,,,,,,,,
Lucas Castro,Cagliari,ARG,MF,29.0,11.0,,,,,,,,,
Luca Pellegrini,Cagliari,ITA,DF,19.0,10.4,,,,,,,,,
Charalambos Lykogiannis,Cagliari,GRE,DF,24.0,10.2,,,,,,,,,
Diego Farias,Cagliari,BRA,FW,28.0,9.4,,,,,,,,,
Alberto Cerri,Cagliari,ITA,FW,22.0,8.5,,,,,,,,,
Marco Sau,Cagliari,ITA,"FW,MF",30.0,6.5,,,,,,,,,
Fabrizio Cacciatore,Cagliari,ITA,DF,31.0,6.4,,,,,,,,,
Alessandro Deiola,Cagliari,ITA,MF,22.0,5.0,,,,,,,,,
Daniele Dessena,Cagliari,ITA,MF,31.0,4.9,,,,,,,,,
Valter Birsa,Cagliari,SVN,"MF,FW",31.0,4.1,,,,,,,,,
Marco Andreolli,Cagliari,ITA,DF,32.0,2.2,,,,,,,,,
Marko Pajač,Cagliari,CRO,DF,25.0,2.0,,,,,,,,,
Cyril Théréau,Cagliari,FRA,FW,35.0,1.5,,,,,,,,,
Kiril Despodov,Cagliari,BUL,"FW,MF",21.0,1.2,,,,,,,,,
Rafael,Cagliari,BRA,GK,36.0,1.0,,,,,,,,,
Cristiano Biraghi,Fiorentina,ITA,DF,25.0,39.5,,,,,,,,,
Federico Chiesa,Fiorentina,ITA,FW,20.0,37.6,,,,,,,,,
Alban Lafont,Fiorentina,FRA,GK,19.0,37.5,,,,,,,,,
Nikola Milenković,Fiorentina,SRB,DF,20.0,37.4,,,,,,,,,
Jordan Veretout,Fiorentina,FRA,MF,25.0,36.7,,,,,,,,,
Germán Pezzella,Fiorentina,ARG,DF,27.0,34.7,,,,,,,,,
Vitor Hugo,Fiorentina,BRA,DF,27.0,29.7,,,,,,,,,
Marco Benassi,Fiorentina,ITA,MF,23.0,29.2,,,,,,,,,
Gerson,Fiorentina,BRA,"MF,FW",21.0,28.8,,,,,,,,,
Giovanni Simeone,Fiorentina,ARG,FW,23.0,28.1,,,,,,,,,
Edimilson Fernandes,Fiorentina,SUI,MF,22.0,24.4,,,,,,,,,
Luis Muriel,Fiorentina,COL,FW,27.0,19.5,,,,,,,,,
Kevin Mirallas,Fiorentina,BEL,"FW,MF",30.0,17.0,,,,,,,,,
Federico Ceccherini,Fiorentina,ITA,DF,26.0,12.9,,,,,,,,,
Vincent Laurini,Fiorentina,FRA,DF,29.0,11.1,,,,,,,,,
Bryan Dabo,Fiorentina,BFA,"MF,DF",26.0,10.4,,,,,,,,,
Marko Pjaca,Fiorentina,CRO,"FW,MF",23.0,8.3,,,,,,,,,
Valentin Eysseric,Fiorentina,FRA,"FW,MF",26.0,4.0,,,,,,,,,
Christian Nørgaard,Fiorentina,DEN,MF,24.0,3.6,,,,,,,,,
Dávid Hancko,Fiorentina,SVK,DF,20.0,3.1,,,,,,,,,
Bartłomiej Drągowski,Fiorentina,POL,GK,20.0,2.5,,,,,,,,,
Pietro Terracciano,Fiorentina,ITA,GK,28.0,2.0,,,,,,,,,
Dušan Vlahović,Fiorentina,SRB,FW,18.0,1.8,,,,,,,,,
Nicky Medja,Fiorentina,SUI,"FW,MF",18.0,0.5,,,,,,,,,
Cyril Théréau,Fiorentina,FRA,"FW,MF",35.0,0.3,,,,,,,,,
Domenico Criscito,Genoa,ITA,DF,31.0,35.1,,,,,,,,,
Christian Kouamé,Genoa,CIV,FW,20.0,35.1,,,,,,,,,
Davide Biraschi,Genoa,ITA,DF,24.0,33.9,,,,,,,,,
Ionuț Radu,Genoa,ROU,GK,21.0,33.0,,,,,,,,,
Darko Lazović,Genoa,SRB,"DF,FW",27.0,29.2,,,,,,,,,
Daniel Bessa,Genoa,ITA,MF,25.0,28.0,,,,,,,,,
Cristian Romero,Genoa,ARG,DF,20.0,26.0,,,,,,,,,
Ervin Zukanović,Genoa,BIH,DF,31.0,24.1,,,,,,,,,
Krzysztof Piątek,Genoa,POL,FW,23.0,19.7,,,,,,,,,
Rômulo,Genoa,ITA,"MF,FW",31.0,17.3,,,,,,,,,
Pedro Pereira,Genoa,POR,"DF,FW",20.0,16.0,,,,,,,,,
Miguel Veloso,Genoa,POR,MF,32.0,14.4,,,,,,,,,
Oscar Hiljemark,Genoa,SWE,MF,26.0,14.3,,,,,,,,,
Ivan Radovanović,Genoa,SRB,MF,29.0,14.2,,,,,,,,,
Goran Pandev,Genoa,MKD,"FW,MF",35.0,14.0,,,,,,,,,
Esteban Rolón,Genoa,ARG,MF,23.0,12.8,,,,,,,,,
Lukas Lerager,Genoa,DEN,MF,25.0,12.5,,,,,,,,,
Koray Günter,Genoa,GER,DF,23.0,9.6,,,,,,,,,
Antonio Sanabria,Genoa,PAR,FW,22.0,8.5,,,,,,,,,
Sandro,Genoa,BRA,MF,29.0,8.1,,,,,,,,,
Nicolás Spolli,Genoa,ARG,DF,35.0,6.6,,,,,,,,,
Federico Marchetti,Genoa,ITA,GK,35.0,6.3,,,,,,,,,
Gianluca Lapadula,Genoa,PER,FW,28.0,5.8,,,,,,,,,
Luca Mazzitelli,Genoa,ITA,MF,22.0,3.9,,,,,,,,,
Stefano Sturaro,Genoa,ITA,"MF,FW",25.0,2.4,,,,,,,,,
Andrea Favilli,Genoa,ITA,"FW,DF",21.0,1.9,,,,,,,,,
Iuri Medeiros,Genoa,POR,"MF,FW",24.0,1.8,,,,,,,,,
Stephane Omeonga,Genoa,BEL,MF,22.0,1.5,,,,,,,,,
Lisandro López,Genoa,ARG,DF,28.0,1.3,,,,,,,,,
Giuseppe Pezzella,Genoa,ITA,"DF,MF",20.0,1.2,,,,,,,,,
Francesco Caputo,Empoli,ITA,FW,30.0,39.0,,,,,,,,,
Giovanni Di Lorenzo,Empoli,ITA,"DF,FW",24.0,38.0,,,,,,,,,
Matías Silvestre,Empoli,ARG,DF,33.0,35.0,,,,,,,,,
Ismaël Bennacer,Empoli,ALG,MF,20.0,33.5,,,,,,,,,
Rade Krunić,Empoli,BIH,MF,24.0,31.6,,,,,,,,,
Freddie Veseli,Empoli,ALB,DF,25.0,28.2,,,,,,,,,
Hamed Junior Traorè,Empoli,CIV,MF,18.0,25.5,,,,,,,,,
Domenico Maietta,Empoli,ITA,DF,35.0,20.0,,,,,,,,,
Afriyie Acquah,Empoli,GHA,MF,26.0,16.8,,,,,,,,,
Ivan Provedel,Empoli,ITA,GK,24.0,16.0,,,,,,,,,
Manuel Pasqual,Empoli,ITA,DF,36.0,15.9,,,,,,,,,
Bartłomiej Drągowski,Empoli,POL,GK,20.0,14.0,,,,,,,,,
Miha Zajc,Empoli,SVN,"MF,FW",24.0,14.0,,,,,,,,,
Diego Farias,Empoli,BRA,FW,28.0,13.3,,,,,,,,,
Antonino La Gumina,Empoli,ITA,"FW,MF",22.0,13.1,,,,,,,,,
Jacob Rasmussen,Empoli,DEN,"DF,MF",21.0,11.9,,,,,,,,,
Cristian Dell'Orco,Empoli,ITA,DF,24.0,11.5,,,,,,,,,
Pietro Terracciano,Empoli,ITA,GK,28.0,9.0,,,,,,,,,
Leonardo Capezzi,Empoli,ITA,MF,23.0,8.9,,,,,,,,,
Luca Antonelli,Empoli,ITA,DF,31.0,8.4,,,,,,,,,
Marko Pajač,Empoli,CRO,"FW,DF",25.0,8.2,,,,,,,,,
Dimitris Nikolaou,Empoli,GRE,DF,19.0,3.9,,,,,,,,,
Salih Uçan,Empoli,TUR,MF,24.0,2.9,,,,,,,,,
Matteo Brighi,Empoli,ITA,MF,37.0,2.6,,,,,,,,,
Levan Mchedlidze,Empoli,GEO,FW,28.0,2.5,,,,,,,,,
Samuel Mráz,Empoli,SVK,FW,21.0,1.9,,,,,,,,,
Dimitri Oberlin,Empoli,SUI,FW,20.0,1.5,,,,,,,,,
Marco Sportiello,Frosinone,ITA,GK,26.0,36.0,,,,,,,,,
Edoardo Goldaniga,Frosinone,ITA,DF,24.0,30.0,,,,,,,,,
Raman Chibsah,Frosinone,GHA,MF,25.0,30.0,,,,,,,,,
Camillo Ciano,Frosinone,ITA,"FW,MF",28.0,27.6,,,,,,,,,
Marco Capuano,Frosinone,ITA,DF,26.0,25.6,,,,,,,,,
Andrea Beghetto,Frosinone,ITA,DF,23.0,24.7,,,,,,,,,
Raffaele Maiello,Frosinone,ITA,MF,27.0,23.7,,,,,,,,,
Francesco Zampano,Frosinone,ITA,"DF,MF",24.0,23.4,,,,,,,,,
Bartosz Salamon,Frosinone,POL,DF,27.0,20.2,,,,,,,,,
Lorenzo Ariaudo,Frosinone,ITA,DF,29.0,18.7,,,,,,,,,
Andrea Pinamonti,Frosinone,ITA,FW,19.0,18.1,,,,,,,,,
Daniel Ciofani,Frosinone,ITA,FW,33.0,18.0,,,,,,,,,
Cristian Molinaro,Frosinone,ITA,"DF,MF",35.0,13.9,,,,,,,,,
Francesco Cassata,Frosinone,ITA,MF,21.0,12.5,,,,,,,,,
Luca Paganini,Frosinone,ITA,"DF,MF",25.0,12.5,,,,,,,,,
Nicolò Brighenti,Frosinone,ITA,DF,28.0,11.0,,,,,,,,,
Luca Valzania,Frosinone,ITA,MF,22.0,10.0,,,,,,,,,
Joel Campbell,Frosinone,CRC,"FW,MF",26.0,9.9,,,,,,,,,
Luka Krajnc,Frosinone,SVN,DF,23.0,8.8,,,,,,,,,
Paolo Ghiglione,Frosinone,ITA,DF,21.0,6.7,,,,,,,,,
Paolo Sammarco,Frosinone,ITA,MF,35.0,6.4,,,,,,,,,
Stipe Perica,Frosinone,CRO,FW,23.0,6.3,,,,,,,,,
Lorenzo Crisetig,Frosinone,ITA,MF,25.0,5.6,,,,,,,,,
Emil Hallfreðsson,Frosinone,ISL,MF,34.0,5.1,,,,,,,,,
Marcello Trotta,Frosinone,ITA,FW,25.0,4.4,,,,,,,,,
Federico Viviani,Frosinone,ITA,MF,26.0,3.7,,,,,,,,,
Mirko Gori,Frosinone,ITA,MF,25.0,3.7,,,,,,,,,
Francesco Bardi,Frosinone,ITA,GK,26.0,3.0,,,,,,,,,
Federico Dionisi,Frosinone,ITA,"FW,MF",31.0,2.9,,,,,,,,,
Danilo Soddimo,Frosinone,ITA,"MF,FW",30.0,2.8,,,,,,,,,
Rai Vloet,Frosinone,NED,MF,23.0,1.4,,,,,,,,,
Emanuele Terranova,Frosinone,ITA,DF,31.0,1.0,,,,,,,,,
Stefano Sorrentino,Chievo,ITA,GK,39.0,31.0,,,,,,,,,
Mariusz Stępiński,Chievo,POL,FW,23.0,29.5,,,,,,,,,
Mattia Bani,Chievo,ITA,DF,24.0,29.2,,,,,,,,,
Fabio Depaoli,Chievo,ITA,DF,21.0,27.8,,,,,,,,,
Federico Barba,Chievo,ITA,DF,24.0,27.6,,,,,,,,,
Përparim Hetemaj,Chievo,FIN,MF,31.0,25.0,,,,,,,,,
Emanuele Giaccherini,Chievo,ITA,"MF,FW",33.0,24.3,,,,,,,,,
Nicola Rigoni,Chievo,ITA,MF,27.0,23.3,,,,,,,,,
Luca Rossettini,Chievo,ITA,DF,33.0,22.3,,,,,,,,,
Ivan Radovanović,Chievo,SRB,MF,29.0,20.0,,,,,,,,,
Mehdi Léris,Chievo,ALG,"MF,DF",20.0,18.9,,,,,,,,,
Riccardo Meggiorini,Chievo,ITA,FW,32.0,17.2,,,,,,,,,
Paweł Jaroszyński,Chievo,POL,DF,23.0,15.8,,,,,,,,,
Boštjan Cesar,Chievo,SVN,DF,36.0,13.0,,,,,,,,,
Valter Birsa,Chievo,SVN,"MF,FW",31.0,13.0,,,,,,,,,
Sergio Pellissier,Chievo,ITA,FW,39.0,10.6,,,,,,,,,
Sofian Kiyine,Chievo,MAR,"MF,DF",20.0,10.3,,,,,,,,,
Assane Dioussé,Chievo,SEN,MF,20.0,9.9,,,,,,,,,
Nenad Tomović,Chievo,SRB,DF,30.0,9.2,,,,,,,,,
Filip Đorđević,Chievo,SRB,FW,30.0,7.8,,,,,,,,,
Fabrizio Cacciatore,Chievo,ITA,DF,31.0,7.5,,,,,,,,,
