Player,Club,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist
Ederson,Manchester City,BRA,GK,24.0,55.3,0.0,0.0,0.0,,0.0,0.0,,,
Aymeric Laporte,Manchester City,ESP,DF,24.0,48.3,5.0,36.0,9.0,25.0,0.74,0.19,0.14,0.56,15.0
Kyle Walker,Manchester City,ENG,DF,28.0,48.1,2.0,30.0,6.0,20.0,0.62,0.12,0.07,0.33,27.8
Raheem Sterling,Manchester City,ENG,FW,23.0,45.8,25.0,113.0,55.0,48.7,2.47,1.2,0.22,0.45,14.2
Bernardo Silva,Manchester City,POR,"MF,FW",23.0,44.8,13.0,85.0,35.0,41.2,1.9,0.78,0.15,0.37,15.9
David Silva,Manchester City,ESP,MF,32.0,41.2,10.0,77.0,25.0,32.5,1.87,0.61,0.13,0.4,13.7
İlkay Gündoğan,Manchester City,GER,MF,27.0,38.0,6.0,67.0,13.0,19.4,1.76,0.34,0.09,0.46,20.1
Fernandinho,Manchester City,BRA,"MF,DF",33.0,37.4,1.0,40.0,8.0,20.0,1.07,0.21,0.03,0.13,22.9
Sergio Agüero,Manchester City,ARG,FW,30.0,37.2,32.0,166.0,67.0,40.4,4.47,1.8,0.17,0.42,15.4
John Stones,Manchester City,ENG,DF,24.0,31.7,0.0,10.0,3.0,30.0,0.32,0.09,0.0,0.0,10.1
Leroy Sané,Manchester City,GER,"FW,DF",22.0,30.0,16.0,87.0,35.0,40.2,2.9,1.17,0.18,0.46,17.1
Riyad Mahrez,Manchester City,ALG,FW,27.0,28.7,12.0,98.0,39.0,39.8,3.41,1.36,0.12,0.31,17.5
Nicolás Otamendi,Manchester City,ARG,DF,30.0,27.9,1.0,26.0,6.0,23.1,0.93,0.22,0.04,0.17,11.8
Oleksandr Zinchenko,Manchester City,UKR,DF,21.0,26.3,1.0,16.0,3.0,18.8,0.61,0.11,0.06,0.33,26.4
Gabriel Jesus,Manchester City,BRA,FW,21.0,25.6,21.0,99.0,49.0,49.5,3.87,1.92,0.18,0.37,13.1
Kevin De Bruyne,Manchester City,BEL,MF,27.0,20.2,6.0,50.0,21.0,42.0,2.47,1.04,0.12,0.29,23.9
Vincent Kompany,Manchester City,BEL,DF,32.0,19.9,1.0,7.0,1.0,14.3,0.35,0.05,0.14,1.0,18.4
Danilo,Manchester City,BRA,DF,27.0,16.5,1.0,28.0,7.0,25.0,1.7,0.42,0.04,0.14,25.3
Benjamin Mendy,Manchester City,FRA,DF,24.0,14.1,0.0,10.0,4.0,40.0,0.71,0.28,0.0,0.0,25.3
Fabian Delph,Manchester City,ENG,"DF,MF",28.0,13.6,0.0,12.0,6.0,50.0,0.88,0.44,0.0,0.0,25.2
Phil Foden,Manchester City,ENG,MF,18.0,12.8,7.0,39.0,19.0,48.7,3.05,1.49,0.18,0.37,15.6
Arijanet Muric,Manchester City,KVX,GK,19.0,5.3,0.0,0.0,0.0,,0.0,0.0,,,
Eric García,Manchester City,ESP,DF,17.0,3.3,0.0,2.0,1.0,50.0,0.6,0.3,0.0,0.0,
Brahim Díaz,Manchester City,MAR,"FW,MF",18.0,2.3,2.0,13.0,5.0,38.5,5.55,2.13,0.15,0.4,
Philippe Sandler,Manchester City,NED,DF,21.0,1.3,0.0,0.0,0.0,,0.0,0.0,,,
Claudio Bravo,Manchester City,CHI,GK,35.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,
Ian Carlo Poveda,Manchester City,ENG,FW,18.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,
Felix Nmecha,Manchester City,GER,MF,17.0,0.3,0.0,0.0,0.0,,0.0,0.0,,,
Rafael Camacho,Liverpool,POR,DF,18.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,
Fabinho,Liverpool,BRA,DF,24.0,1.0,0.0,1.0,1.0,100.0,1.0,1.0,0.0,0.0,
Naby Keïta,Liverpool,GUI,MF,23.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,
Simon Mignolet,Liverpool,BEL,GK,30.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,
James Milner,Liverpool,ENG,MF,32.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,
Alberto Moreno,Liverpool,ESP,DF,26.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,
Divock Origi,Liverpool,BEL,FW,23.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,1.0,1.0,
Xherdan Shaqiri,Liverpool,SUI,MF,26.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,
Curtis Jones,Liverpool,ENG,MF,17.0,0.8,0.0,0.0,0.0,,0.0,0.0,,,
Daniel Sturridge,Liverpool,ENG,FW,28.0,0.8,0.0,0.0,0.0,,0.0,0.0,,,
Dejan Lovren,Liverpool,CRO,DF,29.0,0.1,0.0,0.0,0.0,,0.0,0.0,,,
Ki-Jana Hoever,Liverpool,NED,"DF,MF",16.0,0.9,0.0,0.0,0.0,,0.0,0.0,,,
Roberto Firmino,Liverpool,BRA,"FW,MF",26.0,0.2,0.0,0.0,0.0,,0.0,0.0,,,
Mohamed Salah,Liverpool,EGY,"FW,MF",26.0,0.2,0.0,1.0,0.0,0.0,4.29,0.0,0.0,,
Kepa Arrizabalaga,Chelsea,ESP,GK,23.0,55.0,0.0,0.0,0.0,,0.0,0.0,,,
César Azpilicueta,Chelsea,ESP,DF,28.0,54.4,1.0,23.0,8.0,34.8,0.42,0.15,0.04,0.13,16.1
Jorginho,Chelsea,ITA,MF,26.0,49.0,2.0,22.0,7.0,31.8,0.45,0.14,0.05,0.14,26.4
David Luiz,Chelsea,BRA,DF,31.0,48.6,3.0,44.0,11.0,25.0,0.91,0.23,0.07,0.27,18.6
N'Golo Kanté,Chelsea,FRA,MF,27.0,46.8,5.0,38.0,9.0,23.7,0.81,0.19,0.13,0.56,18.5
Antonio Rüdiger,Chelsea,GER,DF,25.0,43.6,1.0,35.0,7.0,20.0,0.8,0.16,0.03,0.14,17.3
Eden Hazard,Chelsea,BEL,FW,27.0,43.4,21.0,114.0,48.0,42.1,2.62,1.11,0.14,0.33,18.0
Willian,Chelsea,BRA,FW,29.0,39.4,8.0,104.0,36.0,34.6,2.64,0.91,0.07,0.19,20.1
Marcos Alonso,Chelsea,ESP,DF,27.0,38.4,4.0,54.0,10.0,18.5,1.41,0.26,0.07,0.4,18.8
Mateo Kovačić,Chelsea,CRO,MF,24.0,34.5,0.0,36.0,4.0,11.1,1.04,0.12,0.0,0.0,21.5
Pedro,Chelsea,ESP,FW,31.0,34.3,13.0,91.0,39.0,42.9,2.65,1.14,0.14,0.33,17.3
Ross Barkley,Chelsea,ENG,MF,24.0,30.3,5.0,82.0,22.0,26.8,2.71,0.73,0.06,0.23,20.9
Andreas Christensen,Chelsea,DEN,DF,22.0,27.1,0.0,7.0,2.0,28.6,0.26,0.07,0.0,0.0,7.5
Emerson Palmieri,Chelsea,ITA,DF,23.0,25.4,1.0,23.0,6.0,26.1,0.91,0.24,0.04,0.17,21.4
Olivier Giroud,Chelsea,FRA,FW,31.0,24.5,13.0,88.0,34.0,38.6,3.59,1.39,0.15,0.38,11.6
Ruben Loftus-Cheek,Chelsea,ENG,"MF,FW",22.0,21.9,10.0,51.0,18.0,35.3,2.33,0.82,0.2,0.56,16.1
Álvaro Morata,Chelsea,ESP,FW,25.0,16.6,9.0,68.0,27.0,39.7,4.1,1.63,0.13,0.33,12.0
Gonzalo Higuaín,Chelsea,ARG,FW,30.0,14.5,5.0,52.0,14.0,26.9,3.58,0.96,0.1,0.36,15.1
Callum Hudson-Odoi,Chelsea,ENG,FW,17.0,13.0,5.0,30.0,15.0,50.0,2.3,1.15,0.17,0.33,16.5
Davide Zappacosta,Chelsea,ITA,DF,26.0,11.4,0.0,17.0,8.0,47.1,1.5,0.7,0.0,0.0,22.9
Cesc Fàbregas,Chelsea,ESP,MF,31.0,10.9,1.0,12.0,3.0,25.0,1.1,0.28,0.08,0.33,28.1
Willy Caballero,Chelsea,ARG,GK,36.0,9.0,0.0,0.0,0.0,,0.0,0.0,,,
Gary Cahill,Chelsea,ENG,DF,32.0,6.3,0.0,4.0,1.0,25.0,0.64,0.16,0.0,0.0,9.0
Ethan Ampadu,Chelsea,WAL,"DF,MF",17.0,3.2,0.0,1.0,0.0,0.0,0.32,0.0,0.0,,
Victor Moses,Chelsea,NGA,FW,27.0,2.0,0.0,1.0,1.0,100.0,0.5,0.5,0.0,0.0,23.0
Juan Foyth,Tottenham Hotspur,ARG,DF,20.0,2.0,0.0,2.0,1.0,50.0,1.0,0.5,0.0,0.0,
Paulo Gazzaniga,Tottenham Hotspur,ARG,GK,26.0,2.0,0.0,0.0,0.0,,0.0,0.0,,,
Oliver Skipp,Tottenham Hotspur,ENG,MF,17.0,2.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,,
Kyle Walker-Peters,Tottenham Hotspur,ENG,MF,21.0,2.0,0.0,0.0,0.0,,0.0,0.0,,,
Lucas Moura,Tottenham Hotspur,BRA,"MF,FW",25.0,1.9,0.0,5.0,2.0,40.0,2.65,1.06,0.0,0.0,
Davinson Sánchez,Tottenham Hotspur,COL,DF,22.0,1.9,0.0,0.0,0.0,,0.0,0.0,,,
Fernando Llorente,Tottenham Hotspur,ESP,FW,33.0,1.8,3.0,6.0,4.0,66.7,3.29,2.2,0.5,0.75,
Dele Alli,Tottenham Hotspur,ENG,MF,22.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,
Serge Aurier,Tottenham Hotspur,CIV,MF,25.0,1.0,2.0,4.0,2.0,50.0,4.0,2.0,0.5,1.0,
Ben Davies,Tottenham Hotspur,WAL,DF,25.0,1.0,0.0,1.0,1.0,100.0,1.0,1.0,0.0,0.0,
Georges-Kévin N'Koudou,Tottenham Hotspur,CMR,MF,23.0,1.0,0.0,3.0,2.0,66.7,3.0,2.0,0.0,0.0,
Kieran Trippier,Tottenham Hotspur,ENG,MF,27.0,1.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,,
Son Heung-min,Tottenham Hotspur,KOR,FW,26.0,0.7,1.0,2.0,2.0,100.0,2.81,2.81,0.5,0.5,
Eric Dier,Tottenham Hotspur,ENG,MF,24.0,0.7,0.0,0.0,0.0,,0.0,0.0,,,
Jan Vertonghen,Tottenham Hotspur,BEL,DF,31.0,0.5,0.0,0.0,0.0,,0.0,0.0,,,
Érik Lamela,Tottenham Hotspur,ARG,"FW,MF",26.0,0.5,0.0,5.0,1.0,20.0,10.0,2.0,0.0,0.0,
Victor Wanyama,Tottenham Hotspur,KEN,MF,27.0,0.3,0.0,2.0,0.0,0.0,6.43,0.0,0.0,,
George Marsh,Tottenham Hotspur,ENG,"DF,MF",19.0,0.3,0.0,0.0,0.0,,0.0,0.0,,,
Harry Kane,Tottenham Hotspur,ENG,FW,25.0,0.2,1.0,1.0,1.0,100.0,5.63,5.63,1.0,1.0,
Timothy Eyoma,Tottenham Hotspur,ENG,DF,18.0,0.1,0.0,0.0,0.0,,0.0,0.0,,,
Kazaiah Sterling,Tottenham Hotspur,ENG,FW,19.0,0.1,0.0,0.0,0.0,,0.0,0.0,,,
Petr Čech,Arsenal,CZE,GK,36.0,2.0,0.0,0.0,0.0,,0.0,0.0,,,
Ainsley Maitland-Niles,Arsenal,ENG,"MF,DF",20.0,2.0,0.0,0.0,0.0,,0.0,0.0,,,
Aaron Ramsey,Arsenal,WAL,MF,27.0,2.0,0.0,7.0,2.0,28.6,3.5,1.0,0.0,0.0,
Sead Kolašinac,Arsenal,BIH,DF,25.0,1.9,0.0,1.0,0.0,0.0,0.52,0.0,0.0,,
Alex Iwobi,Arsenal,NGA,MF,22.0,1.6,1.0,5.0,3.0,60.0,3.04,1.82,0.2,0.33,
Sokratis Papastathopoulos,Arsenal,GRE,DF,30.0,1.2,0.0,0.0,0.0,,0.0,0.0,,,
Alexandre Lacazette,Arsenal,FRA,FW,27.0,1.3,0.0,4.0,2.0,50.0,3.08,1.54,0.0,0.0,
Pierre-Emerick Aubameyang,Arsenal,GAB,MF,29.0,1.0,1.0,2.0,1.0,50.0,2.0,1.0,0.5,1.0,
Mohamed Elneny,Arsenal,EGY,MF,26.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,
Carl Jenkinson,Arsenal,ENG,DF,26.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,
Stephan Lichtsteiner,Arsenal,SUI,DF,34.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,
Lucas Torreira,Arsenal,URU,MF,22.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,
Joe Willock,Arsenal,ENG,MF,18.0,1.0,2.0,2.0,2.0,100.0,2.0,2.0,1.0,1.0,
Granit Xhaka,Arsenal,SUI,MF,25.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,
Laurent Koscielny,Arsenal,FRA,DF,32.0,0.7,0.0,0.0,0.0,,0.0,0.0,,,
Eddie Nketiah,Arsenal,ENG,FW,19.0,0.7,0.0,3.0,1.0,33.3,4.29,1.43,0.0,0.0,
Shkodran Mustafi,Arsenal,GER,DF,26.0,0.8,0.0,1.0,0.0,0.0,1.29,0.0,0.0,,
Mattéo Guendouzi,Arsenal,FRA,MF,19.0,0.3,0.0,0.0,0.0,,0.0,0.0,,,
Mesut Özil,Arsenal,GER,MF,29.0,0.3,0.0,0.0,0.0,,0.0,0.0,,,
Zech Medley,Arsenal,ENG,DF,18.0,0.1,0.0,0.0,0.0,,0.0,0.0,,,
Bukayo Saka,Arsenal,ENG,"FW,MF",16.0,0.1,0.0,0.0,0.0,,0.0,0.0,,,
Sergio Romero,Manchester United,ARG,GK,31.0,4.0,0.0,0.0,0.0,,0.0,0.0,,,
Victor Lindelöf,Manchester United,SWE,DF,24.0,3.0,0.0,0.0,0.0,,0.0,0.0,,,
Paul Pogba,Manchester United,FRA,MF,25.0,3.0,1.0,3.0,2.0,66.7,1.0,0.67,0.33,0.5,
Luke Shaw,Manchester United,ENG,DF,23.0,3.0,0.0,0.0,0.0,,0.0,0.0,,,
Ashley Young,Manchester United,ENG,DF,33.0,3.0,0.0,0.0,0.0,,0.0,0.0,,,
Nemanja Matić,Manchester United,SRB,MF,29.0,2.9,0.0,1.0,0.0,0.0,0.34,0.0,0.0,,
Ander Herrera,Manchester United,ESP,MF,28.0,2.8,1.0,4.0,2.0,50.0,1.44,0.72,0.25,0.5,
Romelu Lukaku,Manchester United,BEL,FW,25.0,2.6,1.0,4.0,2.0,50.0,1.55,0.77,0.25,0.5,
Marcus Rashford,Manchester United,ENG,FW,20.0,2.5,1.0,7.0,3.0,42.9,2.8,1.2,0.14,0.33,
Diogo Dalot,Manchester United,POR,DF,19.0,2.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,,
Chris Smalling,Manchester United,ENG,DF,28.0,2.0,0.0,1.0,1.0,100.0,0.5,0.5,0.0,0.0,
Jesse Lingard,Manchester United,ENG,MF,25.0,1.9,1.0,3.0,1.0,33.3,1.57,0.52,0.33,1.0,
Alexis Sánchez,Manchester United,CHI,FW,29.0,1.7,1.0,2.0,1.0,50.0,1.18,0.59,0.5,1.0,
Juan Mata,Manchester United,ESP,"MF,FW",30.0,1.6,1.0,2.0,1.0,50.0,1.28,0.64,0.0,0.0,
Andreas Pereira,Manchester United,BRA,MF,22.0,1.4,0.0,3.0,1.0,33.3,2.16,0.72,0.0,0.0,
Anthony Martial,Manchester United,FRA,FW,22.0,1.2,1.0,1.0,1.0,100.0,0.83,0.83,1.0,1.0,
Scott McTominay,Manchester United,SCO,MF,21.0,1.1,0.0,1.0,0.0,0.0,0.94,0.0,0.0,,
Phil Jones,Manchester United,ENG,DF,26.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,
Eric Bailly,Manchester United,CIV,DF,24.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,
Matteo Darmian,Manchester United,ITA,DF,28.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,
Fred,Manchester United,BRA,MF,25.0,0.7,0.0,0.0,0.0,,0.0,0.0,,,
Tahith Chong,Manchester United,NED,"FW,MF",18.0,0.3,0.0,0.0,0.0,,0.0,0.0,,,
Marouane Fellaini,Manchester United,BEL,MF,30.0,0.3,0.0,1.0,1.0,100.0,3.1,3.1,0.0,0.0,
Conor Coady,Wolverhampton Wanderers,ENG,DF,25.0,6.3,,,,,,,,,
John Ruddy,Wolverhampton Wanderers,ENG,GK,31.0,6.3,,,,,,,,,
Matt Doherty,Wolverhampton Wanderers,IRL,MF,26.0,5.4,,,,,,,,,
Willy Boly,Wolverhampton Wanderers,CIV,DF,27.0,5.3,,,,,,,,,
Romain Saïss,Wolverhampton Wanderers,MAR,"DF,MF",28.0,5.3,,,,,,,,,
Jonny Castro,Wolverhampton Wanderers,ESP,MF,24.0,5.0,,,,,,,,,
Leander Dendoncker,Wolverhampton Wanderers,BEL,MF,23.0,5.0,,,,,,,,,
Raúl Jiménez,Wolverhampton Wanderers,MEX,FW,27.0,4.7,,,,,,,,,
João Moutinho,Wolverhampton Wanderers,POR,MF,31.0,4.5,,,,,,,,,
Ryan Bennett,Wolverhampton Wanderers,ENG,DF,28.0,4.4,,,,,,,,,
Rúben Neves,Wolverhampton Wanderers,POR,MF,21.0,4.1,,,,,,,,,
Diogo Jota,Wolverhampton Wanderers,POR,FW,21.0,2.5,,,,,,,,,
Ivan Cavaleiro,Wolverhampton Wanderers,POR,FW,24.0,2.7,,,,,,,,,
Adama Traoré,Wolverhampton Wanderers,ESP,FW,22.0,2.1,,,,,,,,,
Morgan Gibbs-White,Wolverhampton Wanderers,ENG,MF,18.0,2.1,,,,,,,,,
Hélder Costa,Wolverhampton Wanderers,ANG,FW,24.0,1.9,,,,,,,,,
Rúben Vinagre,Wolverhampton Wanderers,POR,MF,19.0,1.2,,,,,,,,,
Ryan John Giles,Wolverhampton Wanderers,ENG,MF,18.0,0.8,,,,,,,,,
Niall Ennis,Wolverhampton Wanderers,ENG,FW,19.0,0.0,,,,,,,,,
Idrissa Gana Gueye,Everton,SEN,MF,28.0,2.0,,,,,,,,,
Jordan Pickford,Everton,ENG,GK,24.0,2.0,,,,,,,,,
Gylfi Sigurðsson,Everton,ISL,MF,28.0,1.9,,,,,,,,,
Ademola Lookman,Everton,NGA,MF,20.0,1.9,,,,,,,,,
Yerry Mina,Everton,COL,DF,23.0,1.5,,,,,,,,,
Dominic Calvert-Lewin,Everton,ENG,FW,21.0,1.2,,,,,,,,,
André Gomes,Everton,POR,MF,25.0,1.5,,,,,,,,,
Kurt Zouma,Everton,FRA,DF,23.0,1.5,,,,,,,,,
Richarlison,Everton,BRA,MF,21.0,1.1,,,,,,,,,
Leighton Baines,Everton,ENG,DF,33.0,1.0,,,,,,,,,
Bernard,Everton,BRA,MF,25.0,1.0,,,,,,,,,
Séamus Coleman,Everton,IRL,DF,29.0,1.0,,,,,,,,,
Lucas Digne,Everton,FRA,DF,25.0,1.0,,,,,,,,,
Michael Keane,Everton,ENG,DF,25.0,1.0,,,,,,,,,
Jonjoe Kenny,Everton,ENG,DF,21.0,1.0,,,,,,,,,
Tom Davies,Everton,ENG,MF,20.0,0.5,,,,,,,,,
Cenk Tosun,Everton,TUR,"FW,MF",27.0,0.8,,,,,,,,,
Theo Walcott,Everton,ENG,"FW,MF",29.0,0.1,,,,,,,,,
Marc Albrighton,Leicester City,ENG,MF,28.0,1.0,,,,,,,,,
Hamza Choudhury,Leicester City,ENG,MF,20.0,1.0,,,,,,,,,
Jonny Evans,Leicester City,NIR,DF,30.0,1.0,,,,,,,,,
Christian Fuchs,Leicester City,AUT,DF,32.0,1.0,,,,,,,,,
Rachid Ghezzal,Leicester City,ALG,MF,26.0,1.0,,,,,,,,,
Kelechi Iheanacho,Leicester City,NGA,FW,21.0,1.0,,,,,,,,,
Wes Morgan,Leicester City,JAM,DF,34.0,1.0,,,,,,,,,
Danny Ward,Leicester City,WAL,GK,25.0,1.0,,,,,,,,,
Matty James,Leicester City,ENG,MF,27.0,0.8,,,,,,,,,
Danny Simpson,Leicester City,ENG,DF,31.0,0.7,,,,,,,,,
Shinji Okazaki,Leicester City,JPN,MF,32.0,0.5,,,,,,,,,
James Maddison,Leicester City,ENG,"FW,MF",21.0,0.5,,,,,,,,,
Demarai Gray,Leicester City,JAM,"FW,MF",22.0,0.3,,,,,,,,,
Andy King,Leicester City,WAL,MF,29.0,0.2,,,,,,,,,
Adrián,West Ham United,ESP,GK,31.0,2.0,,,,,,,,,
Michail Antonio,West Ham United,JAM,DF,28.0,2.0,,,,,,,,,
Issa Diop,West Ham United,FRA,DF,21.0,2.0,,,,,,,,,
Arthur Masuaku,West Ham United,COD,DF,24.0,2.0,,,,,,,,,
Angelo Ogbonna,West Ham United,ITA,DF,30.0,2.0,,,,,,,,,
Grady Diangana,West Ham United,COD,MF,20.0,1.5,,,,,,,,,
Pedro Obiang,West Ham United,EQG,MF,26.0,1.5,,,,,,,,,
Robert Snodgrass,West Ham United,SCO,MF,30.0,1.4,,,,,,,,,
Andy Carroll,West Ham United,ENG,FW,29.0,1.3,,,,,,,,,
Javier Hernández,West Ham United,MEX,FW,30.0,1.0,,,,,,,,,
Mark Noble,West Ham United,ENG,MF,31.0,1.0,,,,,,,,,
Declan Rice,West Ham United,ENG,MF,19.0,1.0,,,,,,,,,
Xande Silva,West Ham United,POR,MF,21.0,0.9,,,,,,,,,
Samir Nasri,West Ham United,FRA,MF,31.0,0.6,,,,,,,,,
Marko Arnautović,West Ham United,AUT,FW,29.0,0.2,,,,,,,,,
Felipe Anderson,West Ham United,BRA,"FW,MF",25.0,0.6,,,,,,,,,
Ryan Fredericks,West Ham United,ENG,DF,25.0,0.5,,,,,,,,,
Lucas Pérez,West Ham United,ESP,"FW,MF",29.0,0.5,,,,,,,,,
Heurelho Gomes,Watford,BRA,GK,37.0,6.3,,,,,,,,,
Will Hughes,Watford,ENG,"MF,FW",23.0,5.2,,,,,,,,,
Troy Deeney,Watford,ENG,FW,30.0,4.6,,,,,,,,,
Étienne Capoue,Watford,FRA,MF,30.0,4.4,,,,,,,,,
Craig Cathcart,Watford,NIR,DF,29.0,4.3,,,,,,,,,
José Holebas,Watford,GRE,DF,34.0,3.6,,,,,,,,,
Abdoulaye Doucouré,Watford,MLI,MF,25.0,3.5,,,,,,,,,
Adrian Mariappa,Watford,JAM,DF,31.0,3.5,,,,,,,,,
Andre Gray,Watford,JAM,FW,27.0,3.3,,,,,,,,,
Kiko Femenía,Watford,ESP,DF,27.0,3.2,,,,,,,,,
Daryl Janmaat,Watford,NED,DF,29.0,3.1,,,,,,,,,
Roberto Pereyra,Watford,ARG,MF,27.0,3.1,,,,,,,,,
Miguel Britos,Watford,URU,DF,33.0,3.0,,,,,,,,,
Adam Masina,Watford,MAR,DF,24.0,2.8,,,,,,,,,
Gerard Deulofeu,Watford,ESP,"MF,FW",24.0,2.2,,,,,,,,,
Tom Cleverley,Watford,ENG,MF,28.0,2.1,,,,,,,,,
Domingos Quina,Watford,POR,MF,18.0,2.1,,,,,,,,,
Isaac Success,Watford,NGA,"MF,FW",22.0,2.1,,,,,,,,,
Ben Wilmot,Watford,ENG,"MF,DF",18.0,2.0,,,,,,,,,
Nathaniel Chalobah,Watford,ENG,MF,23.0,1.9,,,,,,,,,
Ken Sema,Watford,SWE,MF,24.0,1.1,,,,,,,,,
Adalberto Peñaranda,Watford,VEN,FW,21.0,1.0,,,,,,,,,
Christian Kabasele,Watford,BEL,DF,27.0,1.0,,,,,,,,,
Marc Navarro,Watford,ESP,DF,23.0,0.1,,,,,,,,,
Martin Kelly,Crystal Palace,ENG,DF,28.0,4.0,,,,,,,,,
Jeffrey Schlupp,Crystal Palace,GHA,"MF,DF",25.0,4.0,,,,,,,,,
Max Meyer,Crystal Palace,GER,MF,22.0,3.9,,,,,,,,,
Andros Townsend,Crystal Palace,ENG,"FW,MF",27.0,3.8,,,,,,,,,
Scott Dann,Crystal Palace,ENG,DF,31.0,3.0,,,,,,,,,
Joel Ward,Crystal Palace,ENG,DF,28.0,3.0,,,,,,,,,
Cheikhou Kouyaté,Crystal Palace,SEN,MF,28.0,3.0,,,,,,,,,
Luka Milivojević,Crystal Palace,SRB,MF,27.0,2.1,,,,,,,,,
Patrick van Aanholt,Crystal Palace,NED,DF,27.0,2.0,,,,,,,,,
Wayne Hennessey,Crystal Palace,WAL,GK,31.0,2.0,,,,,,,,,
Wilfried Zaha,Crystal Palace,CIV,FW,25.0,2.0,,,,,,,,,
Michy Batshuayi,Crystal Palace,BEL,FW,24.0,1.8,,,,,,,,,
Connor Wickham,Crystal Palace,ENG,FW,25.0,1.1,,,,,,,,,
James McArthur,Crystal Palace,SCO,MF,30.0,1.0,,,,,,,,,
Vicente Guaita,Crystal Palace,ESP,GK,31.0,1.0,,,,,,,,,
Julián Speroni,Crystal Palace,ARG,GK,39.0,1.0,,,,,,,,,
James Tomkins,Crystal Palace,ENG,DF,29.0,1.0,,,,,,,,,
Aaron Wan-Bissaka,Crystal Palace,ENG,DF,20.0,1.0,,,,,,,,,
Jordan Ayew,Crystal Palace,GHA,FW,26.0,0.9,,,,,,,,,
Jaïro Riedewald,Crystal Palace,NED,MF,21.0,0.7,,,,,,,,,
Alexander Sørloth,Crystal Palace,NOR,FW,22.0,0.7,,,,,,,,,
Pape Souaré,Crystal Palace,SEN,DF,28.0,0.4,,,,,,,,,
Christian Benteke,Crystal Palace,BEL,FW,27.0,0.5,,,,,,,,,
Joselu,Newcastle United,ESP,FW,28.0,3.3,,,,,,,,,
Javier Manquillo,Newcastle United,ESP,DF,24.0,3.3,,,,,,,,,
Freddie Woodman,Newcastle United,ENG,GK,21.0,3.3,,,,,,,,,
Sean Longstaff,Newcastle United,ENG,MF,20.0,3.2,,,,,,,,,
Matt Ritchie,Newcastle United,SCO,"MF,DF",28.0,3.0,,,,,,,,,
Jacob Murphy,Newcastle United,ENG,MF,23.0,2.9,,,,,,,,,
Fabian Schär,Newcastle United,SUI,"MF,DF",26.0,2.4,,,,,,,,,
Isaac Hayden,Newcastle United,ENG,MF,23.0,2.3,,,,,,,,,
Jamie Sterry,Newcastle United,ENG,DF,22.0,2.3,,,,,,,,,
Federico Fernández,Newcastle United,ARG,DF,29.0,2.2,,,,,,,,,
Kenedy,Newcastle United,BRA,MF,22.0,2.0,,,,,,,,,
Ciaran Clark,Newcastle United,IRL,DF,28.0,1.5,,,,,,,,,
Jamaal Lascelles,Newcastle United,ENG,DF,24.0,1.1,,,,,,,,,
Cal Roberts,Newcastle United,ENG,MF,21.0,1.0,,,,,,,,,
Florian Lejeune,Newcastle United,FRA,DF,27.0,1.0,,,,,,,,,
Ayoze Pérez,Newcastle United,ESP,"FW,MF",25.0,0.6,,,,,,,,,
Christian Atsu,Newcastle United,GHA,"FW,MF",26.0,0.5,,,,,,,,,
Jonjo Shelvey,Newcastle United,ENG,MF,26.0,0.4,,,,,,,,,
Artur Boruc,Bournemouth,POL,GK,38.0,1.0,,,,,,,,,
Nathaniel Clyne,Bournemouth,ENG,DF,27.0,1.0,,,,,,,,,
Steve Cook,Bournemouth,ENG,DF,27.0,1.0,,,,,,,,,
Ryan Fraser,Bournemouth,SCO,MF,24.0,1.0,,,,,,,,,
Lys Mousset,Bournemouth,FRA,FW,22.0,1.0,,,,,,,,,
Marc Pugh,Bournemouth,ENG,MF,31.0,1.0,,,,,,,,,
Jack Simpson,Bournemouth,ENG,DF,21.0,1.0,,,,,,,,,
Andrew Surman,Bournemouth,ENG,MF,31.0,1.0,,,,,,,,,
Diego Rico,Bournemouth,ESP,DF,25.0,0.9,,,,,,,,,
Jordon Ibe,Bournemouth,ENG,MF,22.0,0.8,,,,,,,,,
