Player,Club,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Abdelhamid Sabiri,Huddersfield Town,MAR,FW,21.0,1.0,0,0,0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0,2.0,0.0,1.0,0.0
Joel Coleman,Huddersfield Town,ENG,GK,22.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,
Ramadan Sobhi,Huddersfield Town,EGY,"FW,MF",21.0,0.9,0,0,0,0.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,0,8.0,3.0,1.0,75.0
Matty Daly,Huddersfield Town,ENG,MF,17.0,0.8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,1.0,0.0
Aaron Rowe,Huddersfield Town,ENG,FW,17.0,0.8,0,0,0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,3.0,0.0,2.0,0.0
Joshua Kimmich,Bayern Munich,GER,"DF,MF",23.0,47.6,7,0,0,34.0,78.0,3.0,343.0,51.0,38.0,1.0,0.0,0,259.0,29.0,32.0,47.5
Robert Lewandowski,Bayern Munich,POL,FW,29.0,46.4,6,0,0,48.0,72.0,40.0,16.0,15.0,13.0,2.0,0.0,0,85.0,76.0,101.0,42.9
David Alaba,Bayern Munich,AUT,DF,26.0,40.4,4,0,0,18.0,12.0,6.0,157.0,53.0,33.0,0.0,0.0,0,181.0,40.0,24.0,62.5
Niklas Süle,Bayern Munich,GER,DF,22.0,39.0,3,1,0,23.0,7.0,0.0,0.0,55.0,32.0,0.0,0.0,0,215.0,96.0,30.0,76.2
Thiago Alcántara,Bayern Munich,ESP,MF,27.0,38.1,6,0,0,67.0,45.0,0.0,81.0,72.0,83.0,1.0,1.0,0,309.0,41.0,42.0,49.4
Manuel Neuer,Bayern Munich,GER,GK,32.0,37.6,1,0,0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0,57.0,5.0,0.0,100.0
Thomas Müller,Bayern Munich,GER,"MF,FW",28.0,36.0,1,1,0,29.0,34.0,18.0,77.0,16.0,31.0,0.0,0.0,0,122.0,59.0,68.0,46.5
Mats Hummels,Bayern Munich,GER,DF,29.0,31.6,4,0,0,21.0,12.0,2.0,4.0,59.0,41.0,0.0,1.0,0,164.0,103.0,46.0,69.1
Leon Goretzka,Bayern Munich,GER,MF,23.0,30.3,4,0,0,41.0,30.0,0.0,11.0,36.0,34.0,0.0,0.0,1,154.0,43.0,51.0,45.7
Serge Gnabry,Bayern Munich,GER,"FW,MF",23.0,28.1,1,0,0,31.0,22.0,18.0,51.0,20.0,29.0,0.0,0.0,0,124.0,8.0,23.0,25.8
Jérôme Boateng,Bayern Munich,GER,DF,29.0,26.6,1,0,0,22.0,12.0,0.0,8.0,44.0,21.0,0.0,3.0,0,163.0,34.0,14.0,70.8
Javi Martínez,Bayern Munich,ESP,MF,29.0,25.0,4,0,0,26.0,33.0,1.0,5.0,60.0,31.0,0.0,0.0,0,140.0,72.0,45.0,61.5
Franck Ribéry,Bayern Munich,FRA,"MF,FW",35.0,21.5,4,0,0,25.0,26.0,16.0,44.0,16.0,12.0,1.0,0.0,0,96.0,1.0,9.0,10.0
Kingsley Coman,Bayern Munich,FRA,"FW,MF",22.0,21.3,2,0,0,23.0,50.0,6.0,68.0,8.0,9.0,0.0,0.0,0,83.0,12.0,15.0,44.4
James Rodríguez,Bayern Munich,COL,MF,27.0,18.3,4,0,0,13.0,28.0,5.0,120.0,10.0,14.0,1.0,0.0,0,98.0,4.0,13.0,23.5
Rafinha,Bayern Munich,BRA,DF,32.0,16.6,2,0,0,14.0,12.0,2.0,21.0,25.0,19.0,0.0,0.0,0,93.0,8.0,14.0,36.4
Sven Ulreich,Bayern Munich,GER,GK,29.0,11.8,0,0,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,14.0,0.0,0.0,
Arjen Robben,Bayern Munich,NED,"FW,MF",34.0,11.2,3,1,1,10.0,9.0,9.0,33.0,5.0,2.0,0.0,0.0,0,38.0,6.0,5.0,54.5
Renato Sanches,Bayern Munich,POR,MF,20.0,8.9,4,1,1,14.0,17.0,1.0,28.0,6.0,6.0,0.0,0.0,0,43.0,3.0,10.0,23.1
Sandro Wagner,Bayern Munich,GER,"FW,MF",30.0,3.0,2,0,0,3.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0,6.0,9.0,3.0,75.0
Corentin Tolisso,Bayern Munich,FRA,MF,23.0,0.9,0,0,0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0,3.0,2.0,0.0,100.0
Alphonso Davies,Bayern Munich,CAN,"DF,FW",17.0,0.9,1,0,0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0,8.0,1.0,3.0,25.0
Axel Witsel,Dortmund,BEL,MF,29.0,41.2,3,0,0,33.0,58.0,0.0,7.0,58.0,43.0,0.0,0.0,0,275.0,57.0,34.0,62.6
Roman Bürki,Dortmund,SUI,GK,27.0,40.3,1,0,0,0.0,9.0,0.0,0.0,2.0,0.0,0.0,0.0,0,74.0,7.0,1.0,87.5
Abdou Diallo,Dortmund,SEN,DF,22.0,36.1,2,1,0,29.0,13.0,1.0,31.0,36.0,32.0,0.0,0.0,0,196.0,61.0,48.0,56.0
Marco Reus,Dortmund,GER,"MF,FW",29.0,33.8,4,1,0,43.0,43.0,18.0,51.0,19.0,34.0,2.0,1.0,0,110.0,25.0,35.0,41.7
Jadon Sancho,Dortmund,ENG,"FW,MF",18.0,33.0,3,0,0,6.0,44.0,5.0,123.0,15.0,13.0,2.0,0.0,0,160.0,1.0,23.0,4.2
Manuel Akanji,Dortmund,SUI,DF,23.0,30.8,3,0,0,15.0,20.0,0.0,3.0,37.0,30.0,0.0,0.0,0,149.0,52.0,40.0,56.5
Thomas Delaney,Dortmund,DEN,MF,26.0,30.6,8,0,0,53.0,30.0,2.0,13.0,71.0,63.0,0.0,0.0,0,160.0,63.0,51.0,55.3
Achraf Hakimi,Dortmund,MAR,DF,19.0,26.1,5,0,0,19.0,47.0,0.0,64.0,40.0,29.0,0.0,0.0,0,160.0,18.0,19.0,48.6
Łukasz Piszczek,Dortmund,POL,DF,33.0,25.8,3,0,0,18.0,13.0,0.0,44.0,51.0,45.0,0.0,0.0,0,135.0,67.0,37.0,64.4
Mario Götze,Dortmund,GER,"MF,FW",26.0,25.2,0,0,0,28.0,33.0,16.0,33.0,11.0,28.0,0.0,0.0,0,90.0,9.0,40.0,18.4
Raphaël Guerreiro,Dortmund,POR,"FW,MF",24.0,22.6,2,0,0,11.0,24.0,4.0,92.0,26.0,19.0,0.0,0.0,0,117.0,8.0,22.0,26.7
Julian Weigl,Dortmund,GER,"MF,DF",22.0,22.0,6,0,0,25.0,28.0,0.0,2.0,23.0,28.0,0.0,2.0,0,116.0,18.0,15.0,54.5
Dan-Axel Zagadou,Dortmund,FRA,DF,19.0,19.3,5,0,0,13.0,8.0,0.0,0.0,32.0,13.0,0.0,1.0,0,116.0,60.0,28.0,68.2
Christian Pulisic,Dortmund,USA,FW,19.0,18.9,2,0,0,14.0,41.0,10.0,69.0,9.0,13.0,0.0,0.0,0,63.0,18.0,40.0,31.0
Paco Alcácer,Dortmund,ESP,FW,24.0,18.2,1,0,0,10.0,7.0,14.0,4.0,9.0,3.0,0.0,0.0,0,32.0,15.0,39.0,27.8
Jacob Bruun Larsen,Dortmund,DEN,FW,19.0,16.1,1,0,0,4.0,9.0,5.0,17.0,16.0,10.0,0.0,0.0,0,52.0,15.0,19.0,44.1
Mahmoud Dahoud,Dortmund,GER,MF,22.0,13.8,3,0,0,18.0,8.0,0.0,4.0,26.0,19.0,0.0,0.0,0,92.0,6.0,11.0,35.3
Marius Wolf,Dortmund,GER,"FW,DF",23.0,13.6,1,1,0,14.0,17.0,4.0,32.0,19.0,20.0,0.0,0.0,0,53.0,13.0,22.0,37.1
Maximilian Philipp,Dortmund,GER,FW,24.0,11.7,0,0,0,13.0,24.0,8.0,3.0,5.0,8.0,0.0,0.0,0,17.0,14.0,24.0,36.8
Marcel Schmelzer,Dortmund,GER,DF,30.0,9.8,1,0,0,6.0,14.0,1.0,23.0,12.0,10.0,0.0,0.0,0,35.0,13.0,8.0,61.9
Ömer Toprak,Dortmund,TUR,DF,29.0,8.3,0,0,0,3.0,4.0,0.0,0.0,9.0,5.0,0.0,0.0,0,32.0,7.0,2.0,77.8
Marwin Hitz,Dortmund,SUI,GK,30.0,4.3,1,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,7.0,1.0,0.0,100.0
Shinji Kagawa,Dortmund,JPN,MF,29.0,2.3,1,0,0,1.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0,6.0,1.0,0.0,100.0
Péter Gulácsi,RB Leipzig,HUN,GK,28.0,38.8,0,0,0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0,60.0,7.0,0.0,100.0
Ibrahima Konaté,RB Leipzig,FRA,DF,19.0,35.4,8,0,0,51.0,39.0,0.0,2.0,75.0,43.0,0.0,1.0,0,161.0,103.0,38.0,73.0
Yussuf Poulsen,RB Leipzig,DEN,FW,24.0,34.9,3,0,0,74.0,66.0,22.0,16.0,8.0,12.0,0.0,0.0,0,113.0,156.0,153.0,50.5
Marcel Sabitzer,RB Leipzig,AUT,"MF,FW",24.0,34.5,10,0,0,37.0,40.0,7.0,91.0,37.0,40.0,0.0,0.0,1,210.0,21.0,28.0,42.9
Marcel Halstenberg,RB Leipzig,GER,DF,26.0,34.4,4,0,0,30.0,28.0,3.0,210.0,52.0,57.0,1.0,0.0,0,183.0,78.0,37.0,67.8
Timo Werner,RB Leipzig,GER,FW,22.0,32.3,1,0,0,28.0,41.0,45.0,57.0,6.0,14.0,1.0,0.0,0,87.0,10.0,36.0,21.7
Willi Orban,RB Leipzig,HUN,DF,25.0,31.9,6,0,0,33.0,40.0,1.0,0.0,48.0,41.0,0.0,2.0,0,118.0,134.0,81.0,62.3
Konrad Laimer,RB Leipzig,AUT,MF,21.0,31.1,9,0,0,65.0,23.0,2.0,39.0,53.0,70.0,0.0,0.0,0,205.0,28.0,33.0,45.9
Kevin Kampl,RB Leipzig,SVN,MF,27.0,31.0,5,0,0,37.0,12.0,7.0,92.0,40.0,33.0,0.0,0.0,0,205.0,16.0,14.0,53.3
Lukas Klostermann,RB Leipzig,GER,DF,22.0,28.9,1,0,0,21.0,16.0,1.0,51.0,37.0,38.0,0.0,0.0,0,128.0,43.0,29.0,59.7
Diego Demme,RB Leipzig,GER,"MF,DF",26.0,28.0,5,0,0,43.0,59.0,0.0,56.0,34.0,56.0,0.0,0.0,0,173.0,27.0,27.0,50.0
Dayot Upamecano,RB Leipzig,FRA,DF,19.0,20.6,6,0,0,23.0,9.0,2.0,0.0,46.0,30.0,0.0,2.0,0,148.0,54.0,30.0,64.3
Nordi Mukiele,RB Leipzig,FRA,DF,20.0,19.2,4,0,0,23.0,27.0,0.0,56.0,32.0,31.0,0.0,0.0,0,111.0,45.0,37.0,54.9
Stefan Ilsanker,RB Leipzig,AUT,"MF,DF",29.0,17.1,7,1,0,32.0,12.0,0.0,5.0,29.0,23.0,0.0,1.0,0,94.0,45.0,24.0,65.2
Emil Forsberg,RB Leipzig,SWE,"FW,MF",26.0,16.8,0,0,0,8.0,29.0,4.0,61.0,4.0,10.0,0.0,0.0,0,67.0,8.0,10.0,44.4
Matheus Cunha,RB Leipzig,BRA,"FW,MF",19.0,16.7,2,0,0,47.0,37.0,8.0,14.0,6.0,15.0,1.0,0.0,0,66.0,20.0,45.0,30.8
Bruma,RB Leipzig,POR,"MF,FW",23.0,13.2,3,0,0,10.0,18.0,2.0,35.0,10.0,9.0,0.0,0.0,0,89.0,2.0,16.0,11.1
Jean-Kévin Augustin,RB Leipzig,FRA,FW,21.0,11.3,1,0,0,18.0,27.0,13.0,6.0,6.0,2.0,0.0,0.0,0,31.0,2.0,20.0,9.1
Marcelo Saracchi,RB Leipzig,URU,DF,20.0,10.8,2,1,0,19.0,5.0,2.0,62.0,15.0,16.0,0.0,0.0,0,69.0,18.0,11.0,62.1
Tyler Adams,RB Leipzig,USA,MF,19.0,9.7,0,0,0,18.0,11.0,0.0,2.0,20.0,22.0,0.0,0.0,0,60.0,17.0,14.0,54.8
Yvon Mvogo,RB Leipzig,SUI,GK,24.0,7.5,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,17.0,1.0,0.0,100.0
Amadou Haidara,RB Leipzig,MLI,MF,20.0,5.0,2,0,0,12.0,5.0,1.0,8.0,4.0,12.0,0.0,0.0,0,20.0,10.0,9.0,52.6
Lukáš Hrádecký,Bayer Leverkusen,FIN,GK,28.0,40.0,1,0,0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0,78.0,7.0,1.0,87.5
Kai Havertz,Bayer Leverkusen,GER,"MF,FW",19.0,38.8,2,0,0,32.0,62.0,7.0,28.0,21.0,22.0,0.0,0.0,0,183.0,61.0,67.0,47.7
Jonathan Tah,Bayer Leverkusen,GER,DF,22.0,37.6,3,0,0,18.0,13.0,2.0,4.0,49.0,35.0,0.0,2.0,0,289.0,79.0,34.0,69.9
Kevin Volland,Bayer Leverkusen,GER,"FW,MF",26.0,37.5,5,0,0,47.0,61.0,23.0,69.0,8.0,23.0,3.0,1.0,0,103.0,38.0,64.0,37.3
Julian Brandt,Bayer Leverkusen,GER,"MF,FW",22.0,37.0,0,0,0,19.0,27.0,6.0,184.0,24.0,20.0,0.0,0.0,0,220.0,38.0,38.0,50.0
Wendell,Bayer Leverkusen,BRA,DF,25.0,35.8,8,0,0,48.0,19.0,4.0,65.0,44.0,66.0,0.0,0.0,0,209.0,48.0,48.0,50.0
Mitchell Weiser,Bayer Leverkusen,GER,DF,24.0,34.0,5,0,0,41.0,48.0,4.0,118.0,44.0,60.0,0.0,1.0,1,160.0,28.0,55.0,33.7
Leon Bailey,Bayer Leverkusen,JAM,"FW,MF",20.0,28.4,5,0,0,25.0,43.0,7.0,230.0,21.0,16.0,0.0,0.0,0,159.0,20.0,18.0,52.6
Sven Bender,Bayer Leverkusen,GER,DF,29.0,27.0,4,0,0,26.0,16.0,2.0,1.0,67.0,31.0,0.0,0.0,1,165.0,81.0,52.0,60.9
Charles Aránguiz,Bayer Leverkusen,CHI,MF,29.0,25.4,3,0,0,30.0,42.0,1.0,29.0,34.0,34.0,0.0,0.0,0,182.0,16.0,14.0,53.3
Aleksandar Dragović,Bayer Leverkusen,AUT,DF,27.0,22.5,8,0,0,19.0,11.0,1.0,0.0,42.0,19.0,0.0,1.0,0,114.0,42.0,30.0,58.3
Julian Baumgartlinger,Bayer Leverkusen,AUT,MF,30.0,21.7,4,0,0,32.0,27.0,0.0,2.0,27.0,40.0,0.0,0.0,0,156.0,33.0,28.0,54.1
Lucas Alario,Bayer Leverkusen,ARG,"FW,MF",25.0,20.4,1,0,0,31.0,39.0,20.0,6.0,3.0,12.0,0.0,0.0,0,53.0,50.0,86.0,36.8
Lars Bender,Bayer Leverkusen,GER,"MF,DF",29.0,20.1,5,0,0,37.0,37.0,1.0,25.0,38.0,37.0,0.0,0.0,0,112.0,47.0,39.0,54.7
Tin Jedvaj,Bayer Leverkusen,CRO,DF,22.0,16.4,4,0,0,18.0,9.0,1.0,11.0,29.0,19.0,0.0,0.0,0,57.0,28.0,19.0,59.6
Dominik Kohr,Bayer Leverkusen,GER,MF,24.0,16.2,7,0,0,33.0,16.0,0.0,5.0,29.0,40.0,1.0,0.0,0,117.0,22.0,20.0,52.4
Karim Bellarabi,Bayer Leverkusen,GER,"FW,MF",28.0,15.8,5,1,0,22.0,16.0,6.0,89.0,11.0,10.0,0.0,0.0,0,77.0,2.0,5.0,28.6
Isaac Kiese Thelin,Bayer Leverkusen,SWE,FW,26.0,6.4,4,0,0,13.0,4.0,2.0,4.0,2.0,3.0,0.0,0.0,0,9.0,30.0,16.0,65.2
Paulinho,Bayer Leverkusen,BRA,"MF,DF",18.0,5.8,0,0,0,5.0,6.0,2.0,4.0,5.0,6.0,0.0,0.0,0,25.0,5.0,3.0,62.5
Ramazan Özcan,Bayer Leverkusen,AUT,GK,34.0,4.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,4.0,0.0,0.0,
Sam Schreck,Bayer Leverkusen,GER,"MF,DF",19.0,1.8,0,0,0,3.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0,8.0,0.0,0.0,
Thorsten Kirschbaum,Bayer Leverkusen,GER,GK,31.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,0.0,
Benjamin Henrichs,Bayer Leverkusen,GER,DF,21.0,0.7,1,0,0,3.0,1.0,0.0,2.0,3.0,0.0,0.0,1.0,0,5.0,0.0,0.0,
Panagiotis Retsos,Bayer Leverkusen,GRE,DF,19.0,0.4,0,0,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,3.0,0.0,0.0,
Yann Sommer,Monchengladbach,SUI,GK,29.0,35.0,1,0,0,1.0,3.0,0.0,0.0,1.0,2.0,0.0,1.0,0,86.0,10.0,1.0,90.9
Thorgan Hazard,Monchengladbach,BEL,"FW,MF",25.0,33.9,1,0,0,27.0,63.0,20.0,195.0,29.0,33.0,0.0,1.0,0,176.0,21.0,73.0,22.3
Oscar Wendt,Monchengladbach,SWE,DF,32.0,32.0,2,0,0,28.0,19.0,2.0,83.0,22.0,36.0,0.0,0.0,0,139.0,25.0,34.0,42.4
Nico Elvedi,Monchengladbach,SUI,DF,21.0,30.1,1,0,0,17.0,15.0,1.0,1.0,52.0,19.0,0.0,0.0,0,157.0,80.0,53.0,60.2
Alassane Pléa,Monchengladbach,FRA,FW,25.0,28.8,2,0,0,36.0,33.0,22.0,17.0,3.0,10.0,0.0,0.0,0,80.0,36.0,86.0,29.5
Matthias Ginter,Monchengladbach,GER,DF,24.0,28.4,2,0,0,13.0,16.0,2.0,9.0,21.0,14.0,0.0,0.0,0,115.0,67.0,44.0,60.4
Tobias Strobl,Monchengladbach,GER,"MF,DF",28.0,26.5,4,0,0,27.0,25.0,1.0,0.0,32.0,21.0,0.0,0.0,0,117.0,38.0,38.0,50.0
Florian Neuhaus,Monchengladbach,GER,MF,21.0,24.4,5,0,0,29.0,42.0,1.0,23.0,12.0,17.0,3.0,0.0,0,110.0,7.0,20.0,25.9
Jonas Hofmann,Monchengladbach,GER,MF,26.0,23.1,2,0,0,20.0,28.0,5.0,61.0,18.0,22.0,0.0,0.0,0,138.0,7.0,32.0,17.9
Denis Zakaria,Monchengladbach,SUI,MF,21.0,21.9,7,0,0,31.0,19.0,1.0,14.0,26.0,21.0,0.0,0.0,0,132.0,16.0,19.0,45.7
Lars Stindl,Monchengladbach,GER,"FW,MF",29.0,17.8,3,0,0,18.0,30.0,8.0,9.0,14.0,14.0,1.0,0.0,0,61.0,19.0,21.0,47.5
Michael Lang,Monchengladbach,SUI,DF,27.0,14.9,0,0,0,11.0,8.0,2.0,35.0,20.0,9.0,0.0,0.0,0,44.0,19.0,13.0,59.4
Christoph Kramer,Monchengladbach,GER,MF,27.0,13.6,6,0,0,26.0,17.0,0.0,6.0,26.0,25.0,0.0,0.0,0,77.0,15.0,27.0,35.7
Patrick Herrmann,Monchengladbach,GER,"FW,DF",27.0,12.7,2,0,0,17.0,11.0,4.0,75.0,6.0,15.0,0.0,1.0,0,53.0,7.0,18.0,28.0
Tony Jantschke,Monchengladbach,GER,DF,28.0,11.4,0,0,0,7.0,13.0,0.0,1.0,28.0,11.0,0.0,0.0,0,53.0,29.0,23.0,55.8
Fabian Johnson,Monchengladbach,USA,"DF,FW",30.0,11.2,1,0,0,4.0,15.0,3.0,8.0,10.0,5.0,1.0,0.0,0,54.0,8.0,16.0,33.3
Jordan Beyer,Monchengladbach,GER,DF,18.0,9.0,1,0,0,7.0,5.0,1.0,3.0,13.0,20.0,0.0,0.0,0,22.0,14.0,15.0,48.3
Raffael,Monchengladbach,BRA,FW,33.0,6.8,0,0,0,9.0,6.0,3.0,8.0,1.0,4.0,0.0,0.0,0,23.0,3.0,5.0,37.5
Ibrahima Traoré,Monchengladbach,GUI,"FW,MF",30.0,6.6,1,0,0,7.0,7.0,3.0,51.0,3.0,6.0,0.0,0.0,0,22.0,0.0,1.0,0.0
Mickaël Cuisance,Monchengladbach,FRA,MF,18.0,3.6,3,0,0,8.0,2.0,0.0,5.0,6.0,6.0,0.0,0.0,0,9.0,1.0,4.0,20.0
Josip Drmić,Monchengladbach,SUI,FW,25.0,2.5,0,0,0,4.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0,9.0,4.0,6.0,40.0
Tobias Sippel,Monchengladbach,GER,GK,30.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,,,,
Maximilian Arnold,Wolfsburg,GER,MF,24.0,34.9,9,0,0,48.0,95.0,2.0,142.0,40.0,31.0,1.0,0.0,0,207.0,25.0,44.0,36.2
Wout Weghorst,Wolfsburg,NED,FW,25.0,34.5,4,0,0,38.0,40.0,29.0,12.0,10.0,23.0,1.0,0.0,0,97.0,115.0,98.0,54.0
Robin Knoche,Wolfsburg,GER,DF,26.0,33.0,0,0,0,13.0,18.0,0.0,1.0,46.0,22.0,0.0,1.0,0,175.0,75.0,62.0,54.7
John Brooks,Wolfsburg,USA,DF,25.0,32.0,8,0,0,16.0,13.0,0.0,0.0,46.0,15.0,0.0,1.0,0,133.0,77.0,28.0,73.3
William,Wolfsburg,BRA,DF,23.0,31.7,11,0,0,41.0,20.0,0.0,118.0,88.0,61.0,0.0,3.0,0,178.0,50.0,38.0,56.8
Jérôme Roussillon,Wolfsburg,FRA,DF,25.0,30.3,4,0,0,24.0,44.0,1.0,121.0,38.0,33.0,0.0,0.0,0,151.0,24.0,29.0,45.3
Yannick Gerhardt,Wolfsburg,GER,MF,24.0,30.0,3,0,0,29.0,47.0,5.0,52.0,31.0,35.0,1.0,0.0,0,127.0,25.0,43.0,36.8
Koen Casteels,Wolfsburg,BEL,GK,26.0,28.5,0,0,0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0,35.0,9.0,0.0,100.0
Admir Mehmedi,Wolfsburg,SUI,"FW,MF",27.0,19.9,1,0,0,31.0,40.0,18.0,80.0,13.0,30.0,0.0,0.0,0,84.0,24.0,39.0,38.1
Renato Steffen,Wolfsburg,SUI,"FW,MF",26.0,18.5,6,0,0,27.0,29.0,4.0,31.0,16.0,18.0,0.0,1.0,0,89.0,18.0,27.0,40.0
Josuha Guilavogui,Wolfsburg,FRA,MF,27.0,18.4,5,0,0,27.0,9.0,0.0,4.0,45.0,18.0,0.0,0.0,0,158.0,29.0,20.0,59.2
Josip Brekalo,Wolfsburg,CRO,"FW,MF",20.0,17.0,2,0,0,17.0,25.0,2.0,61.0,12.0,8.0,0.0,0.0,0,71.0,6.0,15.0,28.6
Daniel Ginczek,Wolfsburg,GER,FW,27.0,16.2,4,0,0,18.0,17.0,4.0,18.0,4.0,9.0,0.0,0.0,0,45.0,26.0,33.0,44.1
Elvis Rexhbeçaj,Wolfsburg,GER,MF,20.0,14.3,4,0,0,15.0,39.0,0.0,14.0,16.0,20.0,0.0,0.0,0,75.0,19.0,23.0,45.2
Marcel Tisserand,Wolfsburg,COD,DF,25.0,10.8,2,0,0,14.0,7.0,0.0,9.0,22.0,9.0,0.0,0.0,0,52.0,29.0,24.0,54.7
Yunus Mallı,Wolfsburg,TUR,"MF,FW",26.0,8.7,0,0,0,8.0,10.0,2.0,24.0,4.0,7.0,0.0,0.0,0,34.0,6.0,12.0,33.3
Pavao Pervan,Wolfsburg,AUT,GK,30.0,8.5,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9.0,5.0,0.0,100.0
Ignacio Camacho,Wolfsburg,ESP,MF,28.0,6.0,3,0,0,14.0,11.0,1.0,2.0,18.0,9.0,0.0,0.0,0,36.0,30.0,10.0,75.0
Felix Klaus,Wolfsburg,GER,"FW,MF",25.0,5.0,0,0,0,8.0,11.0,2.0,9.0,4.0,7.0,0.0,0.0,0,20.0,6.0,18.0,25.0
Paul Verhaegh,Wolfsburg,NED,DF,34.0,3.0,0,0,0,2.0,1.0,0.0,5.0,3.0,3.0,0.0,0.0,0,12.0,1.0,2.0,33.3
Ohis Felix Uduokhai,Wolfsburg,GER,DF,20.0,2.7,2,0,0,8.0,5.0,0.0,5.0,6.0,7.0,0.0,0.0,0,6.0,8.0,3.0,72.7
Gian-Luca Itter,Wolfsburg,GER,DF,19.0,1.0,0,0,0,1.0,3.0,0.0,2.0,1.0,3.0,0.0,0.0,0,7.0,2.0,1.0,66.7
John Yeboah,Wolfsburg,ECU,"MF,FW",18.0,1.0,0,0,0,2.0,4.0,1.0,3.0,1.0,1.0,0.0,0.0,0,8.0,0.0,3.0,0.0
Danny da Costa,Eintracht Frankfurt,GER,"DF,FW",25.0,49.6,1,0,0,52.0,25.0,19.0,168.0,50.0,62.0,0.0,0.0,0,263.0,79.0,66.0,54.5
Kevin Trapp,Eintracht Frankfurt,GER,GK,28.0,45.0,3,0,0,0.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0,80.0,21.0,0.0,100.0
Filip Kostić,Eintracht Frankfurt,SRB,"DF,FW",25.0,44.3,8,0,0,42.0,49.0,6.0,333.0,38.0,56.0,0.0,1.0,0,283.0,55.0,56.0,49.5
Makoto Hasebe,Eintracht Frankfurt,JPN,"DF,MF",34.0,43.7,8,0,0,25.0,50.0,0.0,3.0,60.0,46.0,0.0,0.0,0,336.0,42.0,44.0,48.8
Luka Jović,Eintracht Frankfurt,SRB,FW,20.0,36.6,2,0,0,39.0,53.0,22.0,31.0,5.0,11.0,0.0,0.0,0,114.0,88.0,116.0,43.1
Sébastien Haller,Eintracht Frankfurt,CIV,FW,24.0,34.6,5,0,0,56.0,61.0,25.0,16.0,18.0,22.0,0.0,0.0,0,121.0,251.0,175.0,58.9
Obite N'Dicka,Eintracht Frankfurt,CIV,DF,18.0,33.5,4,1,0,37.0,10.0,1.0,7.0,40.0,35.0,0.0,2.0,0,222.0,86.0,61.0,58.5
Gelson Fernandes,Eintracht Frankfurt,SUI,MF,31.0,33.3,14,1,1,71.0,8.0,0.0,1.0,71.0,66.0,0.0,1.0,0,204.0,41.0,59.0,41.0
Mijat Gaćinović,Eintracht Frankfurt,SRB,"MF,FW",23.0,32.5,5,0,0,40.0,73.0,3.0,40.0,48.0,37.0,1.0,0.0,0,185.0,17.0,40.0,29.8
Ante Rebić,Eintracht Frankfurt,CRO,FW,24.0,27.9,7,1,1,68.0,26.0,21.0,56.0,8.0,16.0,0.0,0.0,0,101.0,54.0,69.0,43.9
David Abraham,Eintracht Frankfurt,ARG,DF,32.0,25.9,6,0,0,26.0,18.0,0.0,12.0,40.0,26.0,0.0,0.0,0,151.0,51.0,31.0,62.2
Jonathan de Guzmán,Eintracht Frankfurt,NED,MF,30.0,23.2,6,0,0,26.0,25.0,2.0,152.0,16.0,26.0,0.0,0.0,0,150.0,26.0,21.0,55.3
Martin Hinteregger,Eintracht Frankfurt,AUT,DF,25.0,20.0,3,0,0,17.0,19.0,0.0,4.0,25.0,40.0,0.0,0.0,1,149.0,67.0,39.0,63.2
Sebastian Rode,Eintracht Frankfurt,GER,MF,27.0,17.0,7,0,0,38.0,20.0,0.0,39.0,35.0,30.0,0.0,0.0,0,109.0,23.0,21.0,52.3
