Player,Club,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Jetro Willems,Eintracht Frankfurt,NED,"MF,DF",24.0,15.6,4,2,1,20.0,17.0,2.0,81.0,16.0,24.0,0.0,1.0,0,88.0,14.0,12.0,53.8
Simon Falette,Eintracht Frankfurt,GUI,DF,26.0,13.3,3,0,0,10.0,7.0,1.0,3.0,32.0,10.0,0.0,0.0,0,79.0,32.0,10.0,76.2
Lucas Torró,Eintracht Frankfurt,ESP,MF,24.0,10.2,1,0,0,16.0,12.0,0.0,2.0,16.0,8.0,0.0,0.0,0,52.0,45.0,21.0,68.2
Marco Russ,Eintracht Frankfurt,GER,DF,32.0,7.5,2,0,0,5.0,3.0,0.0,1.0,14.0,5.0,0.0,0.0,0,30.0,21.0,14.0,60.0
Carlos Salcedo,Eintracht Frankfurt,MEX,DF,24.0,7.0,4,0,0,12.0,2.0,0.0,1.0,14.0,11.0,0.0,0.0,0,40.0,13.0,8.0,61.9
Almamy Touré,Eintracht Frankfurt,MLI,"DF,MF",22.0,5.8,0,0,0,5.0,1.0,0.0,6.0,9.0,11.0,0.0,0.0,0,42.0,15.0,14.0,51.7
Frederik Rønnow,Eintracht Frankfurt,DEN,GK,25.0,5.4,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,5.0,0.0,0.0,
Gonçalo Paciência,Eintracht Frankfurt,POR,FW,23.0,5.2,3,0,0,18.0,13.0,3.0,10.0,0.0,2.0,0.0,0.0,0,22.0,23.0,23.0,50.0
Nicolai Müller,Eintracht Frankfurt,GER,"MF,FW",30.0,4.1,1,0,0,10.0,4.0,1.0,7.0,1.0,4.0,0.0,0.0,0,15.0,2.0,15.0,11.8
Taleb Tawatha,Eintracht Frankfurt,ISR,DF,26.0,3.2,0,0,0,9.0,3.0,0.0,13.0,0.0,2.0,0.0,0.0,0,7.0,3.0,3.0,50.0
Marc Stendera,Eintracht Frankfurt,GER,MF,22.0,2.4,2,1,1,8.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,0,22.0,0.0,2.0,0.0
Allan,Eintracht Frankfurt,BRA,MF,21.0,2.0,1,0,0,5.0,5.0,0.0,3.0,0.0,4.0,0.0,0.0,0,10.0,1.0,3.0,25.0
Marco Fabián,Eintracht Frankfurt,MEX,FW,29.0,1.4,0,0,0,3.0,2.0,0.0,1.0,4.0,2.0,0.0,0.0,0,4.0,0.0,1.0,0.0
Danny Blum,Eintracht Frankfurt,GER,MF,27.0,0.6,0,0,0,0.0,1.0,0.0,4.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,
Maximilian Eggestein,Werder Bremen,GER,MF,21.0,39.1,4,0,0,41.0,48.0,1.0,39.0,33.0,49.0,0.0,0.0,0,213.0,42.0,50.0,45.7
Ludwig Augustinsson,Werder Bremen,SWE,DF,24.0,38.8,5,0,0,46.0,31.0,3.0,143.0,45.0,37.0,0.0,1.0,0,170.0,63.0,68.0,48.1
Jiří Pavlenka,Werder Bremen,CZE,GK,26.0,38.4,2,0,0,1.0,3.0,0.0,0.0,3.0,1.0,0.0,1.0,0,39.0,6.0,0.0,100.0
Davy Klaassen,Werder Bremen,NED,MF,25.0,36.6,7,0,0,54.0,29.0,3.0,44.0,56.0,55.0,1.0,0.0,0,151.0,32.0,66.0,32.7
Max Kruse,Werder Bremen,GER,"FW,MF",30.0,35.8,1,0,0,24.0,35.0,8.0,191.0,10.0,8.0,1.0,0.0,0,158.0,24.0,39.0,38.1
Theodor Gebre Selassie,Werder Bremen,CZE,DF,31.0,35.5,2,0,0,40.0,37.0,4.0,42.0,75.0,42.0,1.0,0.0,0,123.0,104.0,80.0,56.5
Niklas Moisander,Werder Bremen,FIN,DF,32.0,33.6,8,1,1,36.0,15.0,1.0,14.0,47.0,29.0,0.0,1.0,0,176.0,47.0,39.0,54.7
Miloš Veljković,Werder Bremen,SRB,DF,22.0,24.8,7,2,2,24.0,14.0,1.0,9.0,33.0,27.0,0.0,0.0,0,79.0,51.0,45.0,53.1
Milot Rashica,Werder Bremen,KVX,"FW,MF",22.0,20.1,1,0,0,38.0,41.0,10.0,126.0,7.0,21.0,0.0,0.0,0,80.0,8.0,29.0,21.6
Nuri Şahin,Werder Bremen,TUR,MF,29.0,19.2,7,1,1,36.0,12.0,0.0,45.0,44.0,40.0,0.0,0.0,0,124.0,28.0,26.0,51.9
Sebastian Langkamp,Werder Bremen,GER,DF,30.0,17.1,4,0,0,13.0,16.0,1.0,0.0,21.0,19.0,0.0,1.0,0,100.0,41.0,32.0,56.2
Yuya Osako,Werder Bremen,JPN,"FW,MF",28.0,16.7,2,0,0,21.0,23.0,2.0,20.0,7.0,11.0,1.0,0.0,0,62.0,29.0,25.0,53.7
Johannes Eggestein,Werder Bremen,GER,"FW,MF",20.0,14.4,0,0,0,17.0,16.0,2.0,21.0,4.0,9.0,0.0,0.0,0,72.0,15.0,38.0,28.3
Philipp Bargfrede,Werder Bremen,GER,"MF,DF",29.0,13.7,6,0,0,29.0,20.0,0.0,2.0,39.0,18.0,0.0,0.0,0,78.0,27.0,19.0,58.7
Kevin Möhwald,Werder Bremen,GER,MF,25.0,11.2,2,0,0,18.0,28.0,0.0,10.0,20.0,12.0,0.0,0.0,0,73.0,11.0,16.0,40.7
Martin Harnik,Werder Bremen,AUT,"FW,MF",31.0,10.2,2,0,0,19.0,6.0,9.0,10.0,3.0,7.0,0.0,0.0,0,41.0,22.0,42.0,34.4
Claudio Pizarro,Werder Bremen,PER,FW,39.0,9.2,1,0,0,19.0,9.0,8.0,4.0,2.0,6.0,0.0,0.0,0,35.0,36.0,31.0,53.7
Marco Friedl,Werder Bremen,AUT,DF,20.0,7.3,3,0,0,8.0,8.0,0.0,2.0,15.0,7.0,0.0,1.0,0,19.0,8.0,4.0,66.7
Florian Kainz,Werder Bremen,AUT,FW,25.0,6.1,2,0,0,9.0,13.0,0.0,47.0,5.0,5.0,0.0,0.0,0,26.0,7.0,4.0,63.6
Josh Sargent,Werder Bremen,USA,FW,18.0,2.4,1,0,0,6.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0,4.0,3.0,8.0,27.3
Stefanos Kapino,Werder Bremen,GRE,GK,24.0,0.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,
Luca Plogmann,Werder Bremen,GER,GK,18.0,0.4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,
Fin Bartels,Werder Bremen,GER,"MF,FW",31.0,0.3,0,0,0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1.0,1.0,0.0,100.0
Oliver Baumann,Hoffenheim,GER,GK,28.0,39.0,0,0,0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0,89.0,6.0,1.0,85.7
Pavel Kadeřábek,Hoffenheim,CZE,"DF,MF",26.0,34.9,7,0,0,40.0,24.0,5.0,119.0,39.0,29.0,0.0,1.0,0,117.0,60.0,40.0,60.0
Nico Schulz,Hoffenheim,GER,"DF,MF",25.0,34.8,7,0,0,35.0,26.0,10.0,155.0,31.0,28.0,2.0,0.0,0,178.0,11.0,22.0,33.3
Andrej Kramarić,Hoffenheim,CRO,"MF,FW",27.0,33.0,2,0,0,10.0,26.0,12.0,115.0,11.0,4.0,0.0,0.0,0,138.0,9.0,24.0,27.3
Kevin Vogt,Hoffenheim,GER,DF,26.0,32.6,7,0,0,30.0,15.0,0.0,2.0,36.0,17.0,0.0,2.0,0,217.0,39.0,24.0,61.9
Florian Grillitsch,Hoffenheim,AUT,MF,22.0,31.2,11,0,0,50.0,55.0,1.0,15.0,83.0,54.0,0.0,1.0,0,239.0,48.0,50.0,49.0
Joelinton,Hoffenheim,BRA,FW,21.0,29.4,7,0,0,75.0,42.0,6.0,10.0,18.0,29.0,1.0,0.0,0,127.0,74.0,119.0,38.3
Kerem Demirbay,Hoffenheim,GER,MF,25.0,27.5,9,0,0,59.0,41.0,2.0,161.0,27.0,43.0,0.0,0.0,0,218.0,21.0,24.0,46.7
Ishak Belfodil,Hoffenheim,ALG,"FW,MF",26.0,25.8,3,0,0,31.0,17.0,31.0,24.0,4.0,14.0,1.0,0.0,0,58.0,55.0,58.0,48.7
Ermin Bičakčić,Hoffenheim,BIH,DF,28.0,24.4,2,0,0,27.0,18.0,2.0,7.0,64.0,23.0,0.0,1.0,1,102.0,61.0,34.0,64.2
Ádám Szalai,Hoffenheim,HUN,"FW,MF",30.0,22.5,5,1,1,37.0,28.0,15.0,2.0,4.0,15.0,0.0,0.0,0,49.0,52.0,58.0,47.3
Stefan Posch,Hoffenheim,AUT,DF,21.0,18.6,5,0,0,33.0,12.0,0.0,4.0,23.0,38.0,0.0,0.0,0,81.0,41.0,36.0,53.2
Leonardo Bittencourt,Hoffenheim,GER,MF,24.0,14.7,1,0,0,22.0,38.0,3.0,54.0,16.0,35.0,0.0,0.0,0,74.0,6.0,15.0,28.6
Joshua Brenet,Hoffenheim,NED,"DF,FW",24.0,12.9,0,0,0,22.0,6.0,1.0,43.0,8.0,15.0,0.0,0.0,0,69.0,8.0,18.0,30.8
Kasim Nuhu,Hoffenheim,GHA,DF,23.0,12.6,6,2,2,24.0,3.0,0.0,0.0,28.0,14.0,0.0,1.0,0,62.0,32.0,15.0,68.1
Benjamin Hübner,Hoffenheim,GER,DF,29.0,10.0,2,0,0,10.0,12.0,0.0,2.0,22.0,18.0,1.0,0.0,0,44.0,25.0,17.0,59.5
Reiss Nelson,Hoffenheim,ENG,"FW,MF",18.0,8.8,0,0,0,9.0,7.0,3.0,18.0,6.0,11.0,0.0,0.0,0,51.0,1.0,5.0,16.7
Nadiem Amiri,Hoffenheim,GER,MF,21.0,8.7,1,0,0,14.0,14.0,0.0,13.0,8.0,10.0,0.0,0.0,0,46.0,3.0,9.0,25.0
Steven Zuber,Hoffenheim,SUI,"FW,MF",26.0,8.5,2,0,0,10.0,9.0,0.0,22.0,7.0,10.0,0.0,0.0,0,47.0,8.0,8.0,50.0
Kevin Akpoguma,Hoffenheim,NGA,DF,23.0,7.5,2,0,0,7.0,12.0,0.0,0.0,13.0,19.0,0.0,0.0,0,40.0,5.0,9.0,35.7
Håvard Nordtveit,Hoffenheim,NOR,"DF,MF",28.0,7.3,2,0,0,17.0,3.0,0.0,0.0,6.0,5.0,0.0,1.0,0,38.0,11.0,4.0,73.3
Vincenzo Grifo,Hoffenheim,ITA,DF,25.0,5.1,0,0,0,5.0,3.0,1.0,39.0,4.0,4.0,0.0,0.0,0,23.0,2.0,2.0,50.0
Dennis Geiger,Hoffenheim,GER,MF,20.0,3.4,1,0,0,7.0,8.0,0.0,8.0,3.0,1.0,1.0,0.0,0,15.0,2.0,10.0,16.7
Gregor Kobel,Hoffenheim,SUI,GK,20.0,3.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,1.0,0.0,100.0
Justin Hoogma,Hoffenheim,NED,MF,20.0,2.6,0,0,0,2.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,0,11.0,3.0,5.0,37.5
Christoph Baumgartner,Hoffenheim,AUT,MF,18.0,0.9,2,1,1,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0,8.0,1.0,0.0,100.0
David Otto,Hoffenheim,GER,"MF,FW",19.0,0.3,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,2.0,0.0
Lukas Rupp,Hoffenheim,GER,"MF,DF",27.0,0.3,0,0,0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0,3.0,0.0,0.0,
Matthias Zimmermann,Dusseldorf,GER,"DF,MF",26.0,35.9,5,0,0,52.0,33.0,0.0,89.0,70.0,67.0,0.0,0.0,0,205.0,33.0,37.0,47.1
Michael Rensing,Dusseldorf,GER,GK,34.0,33.0,1,0,0,0.0,4.0,0.0,0.0,3.0,1.0,0.0,0.0,0,31.0,14.0,1.0,93.3
Niko Gießelmann,Dusseldorf,GER,DF,26.0,30.8,2,0,0,27.0,39.0,4.0,83.0,37.0,39.0,1.0,0.0,0,143.0,49.0,31.0,61.3
Kaan Ayhan,Dusseldorf,TUR,DF,23.0,30.2,10,0,0,28.0,20.0,2.0,4.0,64.0,33.0,0.0,2.0,0,156.0,44.0,29.0,60.3
Marcin Kamiński,Dusseldorf,POL,DF,26.0,27.0,1,0,0,7.0,8.0,1.0,2.0,39.0,13.0,0.0,0.0,0,109.0,48.0,39.0,55.2
Kevin Stöger,Dusseldorf,AUT,MF,24.0,25.5,8,0,0,54.0,62.0,1.0,90.0,34.0,39.0,0.0,0.0,0,193.0,4.0,11.0,26.7
Dodi Lukebakio,Dusseldorf,BEL,"FW,MF",20.0,24.1,6,0,0,32.0,53.0,14.0,46.0,10.0,21.0,1.0,1.0,0,86.0,22.0,25.0,46.8
Rouwen Hennings,Dusseldorf,GER,FW,30.0,23.0,3,0,0,22.0,26.0,9.0,4.0,4.0,10.0,0.0,1.0,0,42.0,52.0,76.0,40.6
Benito Raman,Dusseldorf,BEL,"MF,FW",23.0,19.7,1,0,0,27.0,18.0,1.0,37.0,15.0,24.0,0.0,1.0,0,88.0,5.0,14.0,26.3
Alfredo Morales,Dusseldorf,USA,MF,28.0,19.1,8,0,0,46.0,18.0,1.0,4.0,26.0,21.0,0.0,0.0,0,102.0,81.0,78.0,50.9
Jean Zimmer,Dusseldorf,GER,"DF,FW",24.0,17.9,2,0,0,10.0,25.0,0.0,64.0,12.0,11.0,0.0,0.0,0,78.0,3.0,8.0,27.3
Adam Bodzek,Dusseldorf,GER,"MF,DF",32.0,17.7,5,1,0,32.0,41.0,0.0,0.0,26.0,27.0,0.0,2.0,0,63.0,34.0,21.0,61.8
André Hoffmann,Dusseldorf,GER,"DF,MF",25.0,13.7,4,0,0,16.0,4.0,0.0,0.0,26.0,15.0,0.0,0.0,0,59.0,22.0,27.0,44.9
Oliver Fink,Dusseldorf,GER,MF,36.0,12.0,4,0,0,26.0,19.0,3.0,11.0,13.0,24.0,0.0,0.0,0,78.0,70.0,78.0,47.3
Marvin Ducksch,Dusseldorf,GER,FW,24.0,11.6,1,0,0,3.0,10.0,5.0,24.0,6.0,2.0,0.0,0.0,0,29.0,24.0,23.0,51.1
Marcel Sobottka,Dusseldorf,GER,MF,24.0,11.5,3,0,0,27.0,14.0,0.0,1.0,25.0,21.0,0.0,0.0,0,55.0,22.0,28.0,44.0
Takashi Usami,Dusseldorf,JPN,"MF,FW",26.0,11.4,2,0,0,10.0,12.0,1.0,52.0,9.0,16.0,0.0,0.0,0,53.0,4.0,11.0,26.7
Kenan Karaman,Dusseldorf,TUR,"FW,MF",24.0,10.6,0,0,0,14.0,16.0,7.0,10.0,2.0,9.0,1.0,0.0,0,32.0,29.0,30.0,49.2
Robin Bormuth,Dusseldorf,GER,DF,22.0,7.8,2,0,0,7.0,3.0,1.0,1.0,11.0,5.0,0.0,0.0,0,24.0,14.0,11.0,56.0
Dawid Kownacki,Dusseldorf,POL,"MF,FW",21.0,6.8,3,0,0,5.0,9.0,2.0,8.0,5.0,6.0,0.0,0.0,0,27.0,14.0,16.0,46.7
Markus Suttner,Dusseldorf,AUT,"DF,MF",31.0,6.4,1,0,0,6.0,2.0,0.0,37.0,11.0,7.0,0.0,0.0,0,25.0,7.0,6.0,53.8
Aymen Barkok,Dusseldorf,MAR,MF,20.0,6.4,0,0,0,10.0,0.0,0.0,13.0,4.0,9.0,0.0,0.0,0,42.0,12.0,8.0,60.0
Jaroslav Drobný,Dusseldorf,CZE,GK,38.0,3.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,1.0,0.0,100.0
Raphael Wolf,Dusseldorf,GER,GK,30.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,,,,
Davor Lovren,Dusseldorf,CRO,MF,19.0,0.5,0,0,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,2.0,1.0,0.0,100.0
Valentino Lazaro,Hertha BSC,AUT,"DF,FW",22.0,33.8,7,0,0,24.0,29.0,5.0,166.0,47.0,38.0,0.0,0.0,0,181.0,20.0,45.0,30.8
Rune Jarstein,Hertha BSC,NOR,GK,33.0,32.8,2,0,0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0,37.0,15.0,1.0,93.8
Ondrej Duda,Hertha BSC,SVK,MF,23.0,31.7,8,0,0,80.0,49.0,7.0,53.0,19.0,33.0,0.0,0.0,0,167.0,31.0,53.0,36.9
Salomon Kalou,Hertha BSC,CIV,"FW,MF",32.0,28.5,0,0,0,31.0,30.0,18.0,22.0,7.0,14.0,1.0,0.0,0,117.0,38.0,74.0,33.9
Karim Rekik,Hertha BSC,NED,DF,23.0,26.3,5,1,0,21.0,27.0,0.0,5.0,43.0,23.0,0.0,2.0,0,118.0,48.0,41.0,53.9
Arne Maier,Hertha BSC,GER,MF,19.0,24.9,2,0,0,18.0,14.0,0.0,9.0,30.0,19.0,0.0,1.0,0,148.0,20.0,21.0,48.8
Marvin Plattenhardt,Hertha BSC,GER,DF,26.0,24.7,4,0,0,26.0,27.0,3.0,138.0,9.0,29.0,0.0,1.0,0,104.0,11.0,18.0,37.9
Fabian Lustenberger,Hertha BSC,SUI,"DF,MF",30.0,24.3,2,0,0,17.0,35.0,0.0,0.0,40.0,30.0,0.0,0.0,0,139.0,48.0,28.0,63.2
Niklas Stark,Hertha BSC,GER,DF,23.0,24.1,5,0,0,25.0,23.0,0.0,3.0,40.0,23.0,0.0,1.0,1,76.0,55.0,33.0,62.5
Maximilian Mittelstädt,Hertha BSC,GER,"DF,MF",21.0,22.5,3,1,1,17.0,24.0,1.0,55.0,50.0,42.0,0.0,0.0,0,125.0,42.0,23.0,64.6
Vedad Ibišević,Hertha BSC,BIH,FW,33.0,22.1,5,1,0,41.0,19.0,26.0,6.0,3.0,9.0,0.0,0.0,1,32.0,71.0,79.0,47.3
Marko Grujić,Hertha BSC,SRB,MF,22.0,21.1,5,0,0,47.0,23.0,0.0,8.0,29.0,35.0,0.0,1.0,0,129.0,69.0,36.0,65.7
Davie Selke,Hertha BSC,GER,FW,23.0,20.7,4,0,0,33.0,27.0,14.0,22.0,2.0,4.0,1.0,0.0,0,45.0,105.0,94.0,52.8
Jordan Torunarigha,Hertha BSC,GER,DF,20.0,14.0,3,1,1,26.0,6.0,0.0,4.0,31.0,33.0,0.0,0.0,0,60.0,38.0,16.0,70.4
Per Ciljan Skjelbred,Hertha BSC,NOR,MF,31.0,12.2,3,0,0,17.0,10.0,1.0,8.0,21.0,20.0,0.0,0.0,0,68.0,12.0,11.0,52.2
Javairô Dilrosun,Hertha BSC,NED,"FW,MF",20.0,10.9,2,0,0,9.0,21.0,0.0,33.0,9.0,11.0,0.0,0.0,0,47.0,3.0,16.0,15.8
Mathew Leckie,Hertha BSC,AUS,"FW,MF",27.0,10.5,3,0,0,18.0,19.0,4.0,14.0,13.0,13.0,0.0,0.0,0,48.0,47.0,20.0,70.1
Lukas Klünter,Hertha BSC,GER,DF,22.0,7.0,2,1,1,10.0,8.0,0.0,21.0,13.0,10.0,0.0,0.0,0,30.0,8.0,7.0,53.3
Vladimír Darida,Hertha BSC,CZE,MF,27.0,5.2,2,0,0,17.0,8.0,0.0,5.0,9.0,5.0,0.0,0.0,0,30.0,2.0,8.0,20.0
Thomas Kraft,Hertha BSC,GER,GK,30.0,4.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8.0,0.0,1.0,0.0
Derrick Luckassen,Hertha BSC,NED,DF,23.0,2.8,0,0,0,0.0,4.0,1.0,0.0,0.0,2.0,0.0,0.0,0,15.0,5.0,6.0,45.5
Peter Pekarík,Hertha BSC,SVK,DF,31.0,2.4,0,0,0,0.0,0.0,0.0,8.0,1.0,1.0,0.0,0.0,0,11.0,4.0,1.0,80.0
Palkó Dárdai,Hertha BSC,HUN,"FW,MF",19.0,1.3,0,0,0,3.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0,3.0,1.0,4.0,20.0
Dennis Jastrzembski,Hertha BSC,POL,"FW,DF",18.0,0.9,1,0,0,4.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0,3.0,0.0,1.0,0.0
Aarón Martín,Mainz 05,ESP,DF,21.0,33.0,3,0,0,29.0,30.0,6.0,241.0,41.0,31.0,1.0,0.0,0,166.0,23.0,36.0,39.0
Jean-Philippe Gbamin,Mainz 05,CIV,MF,22.0,31.8,3,0,0,40.0,28.0,1.0,26.0,41.0,33.0,0.0,1.0,0,226.0,51.0,38.0,57.3
Moussa Niakhate,Mainz 05,SEN,DF,22.0,31.0,3,1,0,37.0,20.0,0.0,6.0,44.0,31.0,0.0,1.0,0,187.0,70.0,49.0,58.8
Jean-Philippe Mateta,Mainz 05,FRA,FW,21.0,28.4,2,0,0,33.0,32.0,36.0,29.0,4.0,9.0,1.0,0.0,0,50.0,107.0,97.0,52.5
Stefan Bell,Mainz 05,GER,DF,26.0,27.3,7,0,0,42.0,14.0,5.0,11.0,62.0,22.0,0.0,0.0,1,156.0,92.0,42.0,68.7
Daniel Brosinski,Mainz 05,GER,DF,30.0,26.8,2,0,0,13.0,13.0,1.0,124.0,28.0,16.0,0.0,1.0,0,117.0,22.0,29.0,43.1
Robin Quaison,Mainz 05,SWE,"FW,MF",24.0,25.6,1,0,0,31.0,22.0,10.0,11.0,8.0,12.0,0.0,0.0,0,65.0,23.0,72.0,24.2
Florian Müller,Mainz 05,GER,GK,20.0,25.0,0,0,0,0.0,3.0,0.0,0.0,3.0,1.0,0.0,0.0,0,32.0,3.0,1.0,75.0
Jean-Paul Boëtius,Mainz 05,NED,MF,24.0,24.0,8,0,0,55.0,50.0,3.0,25.0,37.0,32.0,0.0,0.0,0,131.0,23.0,32.0,41.8
Pierre Kunde,Mainz 05,CMR,MF,23.0,21.8,5,0,0,25.0,26.0,1.0,46.0,24.0,31.0,0.0,0.0,0,190.0,24.0,19.0,55.8
Danny Latza,Mainz 05,GER,MF,28.0,20.7,4,0,0,25.0,40.0,2.0,9.0,20.0,22.0,1.0,0.0,0,130.0,31.0,30.0,50.8
Karim Onisiwo,Mainz 05,AUT,"FW,MF",26.0,13.9,2,0,0,23.0,34.0,3.0,23.0,11.0,17.0,0.0,0.0,0,38.0,43.0,38.0,53.1
Alexander Hack,Mainz 05,GER,DF,24.0,12.7,1,0,0,13.0,11.0,0.0,2.0,46.0,14.0,0.0,1.0,0,80.0,44.0,30.0,59.5
Ridle Baku,Mainz 05,GER,MF,20.0,11.4,1,0,0,9.0,15.0,1.0,4.0,8.0,12.0,0.0,0.0,0,45.0,9.0,9.0,50.0
Robin Zentner,Mainz 05,GER,GK,23.0,11.3,1,0,0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0,21.0,3.0,1.0,75.0
Levin Öztunalı,Mainz 05,GER,"MF,FW",22.0,10.6,3,0,0,18.0,2.0,0.0,11.0,7.0,8.0,0.0,0.0,0,55.0,7.0,14.0,33.3
Anthony Ujah,Mainz 05,NGA,FW,27.0,9.5,2,0,0,16.0,8.0,11.0,7.0,2.0,0.0,0.0,0.0,0,21.0,42.0,45.0,48.3
Alexandru Maxim,Mainz 05,ROU,"MF,FW",28.0,8.2,4,0,0,12.0,10.0,4.0,40.0,7.0,12.0,0.0,0.0,0,30.0,3.0,8.0,27.3
Giulio Donati,Mainz 05,ITA,DF,28.0,6.9,2,0,0,6.0,6.0,0.0,26.0,16.0,7.0,0.0,0.0,0,38.0,7.0,10.0,41.2
Phillipp Mwene,Mainz 05,AUT,"DF,MF",24.0,4.4,0,0,0,6.0,9.0,0.0,16.0,6.0,5.0,0.0,0.0,0,16.0,4.0,4.0,50.0
Niko Bungert,Mainz 05,GER,DF,31.0,3.2,0,0,0,2.0,2.0,0.0,0.0,4.0,5.0,0.0,0.0,0,15.0,10.0,8.0,55.6
Jonathan Burkardt,Mainz 05,GER,"FW,MF",18.0,2.9,0,0,0,2.0,2.0,0.0,6.0,3.0,4.0,0.0,0.0,0,12.0,4.0,6.0,40.0
Gerrit Holtmann,Mainz 05,PHI,"FW,MF",23.0,2.6,2,0,0,5.0,2.0,1.0,7.0,6.0,2.0,0.0,0.0,0,6.0,2.0,2.0,50.0
Gaëtan Bussmann,Mainz 05,FRA,DF,27.0,2.3,0,0,0,5.0,2.0,0.0,2.0,1.0,3.0,0.0,0.0,0,7.0,6.0,3.0,66.7
Pablo de Blasis,Mainz 05,ARG,FW,30.0,2.0,0,0,0,1.0,1.0,1.0,6.0,1.0,0.0,0.0,0.0,0,4.0,2.0,2.0,50.0
Leandro Barreiro Martins,Mainz 05,LUX,MF,18.0,1.0,1,0,0,1.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0,4.0,2.0,1.0,66.7
Dominique Heintz,Freiburg,GER,DF,24.0,36.3,5,0,0,31.0,13.0,2.0,12.0,46.0,21.0,0.0,3.0,0,165.0,61.0,51.0,54.5
Alexander Schwolow,Freiburg,GER,GK,26.0,35.3,1,0,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,41.0,6.0,0.0,100.0
Christian Günter,Freiburg,GER,"DF,MF",25.0,34.3,4,1,1,29.0,25.0,5.0,209.0,16.0,27.0,0.0,0.0,0,137.0,10.0,26.0,27.8
Janik Haberer,Freiburg,GER,"MF,FW",24.0,26.9,5,1,1,48.0,47.0,3.0,19.0,38.0,51.0,0.0,0.0,0,197.0,52.0,55.0,48.6
Mike Frantz,Freiburg,GER,"MF,FW",31.0,26.9,2,0,0,21.0,37.0,5.0,54.0,24.0,29.0,1.0,0.0,0,68.0,48.0,47.0,50.5
Nils Petersen,Freiburg,GER,FW,29.0,23.8,2,0,0,24.0,21.0,2.0,10.0,14.0,22.0,0.0,0.0,0,54.0,88.0,169.0,34.2
Robin Koch,Freiburg,GER,"MF,DF",22.0,22.1,3,0,0,20.0,18.0,2.0,0.0,34.0,14.0,0.0,1.0,0,93.0,64.0,50.0,56.1
Luca Waldschmidt,Freiburg,GER,"FW,MF",22.0,20.8,2,0,0,35.0,27.0,3.0,49.0,14.0,14.0,1.0,0.0,0,71.0,12.0,31.0,27.9
Nicolas Höfler,Freiburg,GER,MF,28.0,20.3,7,0,0,29.0,28.0,0.0,3.0,34.0,25.0,0.0,0.0,0,118.0,22.0,22.0,50.0
Manuel Gulde,Freiburg,GER,DF,27.0,20.0,3,0,0,11.0,22.0,1.0,0.0,26.0,17.0,0.0,0.0,0,59.0,32.0,26.0,55.2
Pascal Stenzel,Freiburg,GER,"DF,MF",22.0,18.2,5,1,1,25.0,12.0,0.0,32.0,36.0,30.0,0.0,2.0,0,108.0,23.0,17.0,57.5
Vincenzo Grifo,Freiburg,ITA,"MF,FW",25.0,15.9,1,0,0,8.0,17.0,9.0,65.0,2.0,14.0,1.0,0.0,0,91.0,3.0,10.0,23.1
Jérôme Gondorf,Freiburg,GER,"MF,FW",30.0,15.7,3,0,0,32.0,25.0,2.0,54.0,22.0,19.0,0.0,0.0,0,89.0,18.0,25.0,41.9
Lukas Kübler,Freiburg,GER,"DF,MF",25.0,13.2,2,0,0,16.0,21.0,0.0,25.0,30.0,22.0,0.0,0.0,0,65.0,23.0,20.0,53.5
Lucas Höler,Freiburg,GER,FW,24.0,11.8,1,0,0,19.0,30.0,4.0,13.0,4.0,16.0,0.0,0.0,0,42.0,14.0,31.0,31.1
Florian Niederlechner,Freiburg,GER,"FW,MF",27.0,11.6,3,0,0,23.0,21.0,10.0,7.0,7.0,5.0,0.0,0.0,0,37.0,14.0,29.0,32.6
