Player,Nation,Age,Club,90 minutes played,Minutes played,Position,Passes completed,Passes attempted,Completed passes %,Total pass distance,Progressive pass distance,Short passes completed,Short passes attempted,Short passes completed %,Medium passes completed,Medium passes attempted,Medium passes completed %,Long passes completed,Long passes attempted,Long passes completed %,Assists,Expected Assisted Goals,Expected Assists,A minus xAG,Key Passes,Passes into final third,Passes into penalty area,Crosses into penalty area,Progressive passes,Shot creating actions,Shot creating actions per 90,Shot creating actions by live-ball passes,Shot creating actions by dead-ball passes,Successful Take-Ons that led to a shot,Shots that led to another shot attempt,Fouls drawn that led to a shot attempt,Defensive actions that led to a shot attempt,Goal creating actions,Goal creating actions per 90,Goal creating actions by live-ball passes,Goal creating actions by dead-ball passes,Successful Take-Ons that led to a goal,Shots that led to another goal-scoring shot,Fouls drawn that led to a goal,Defensive actions that led to a goal,Goals,Shots on target,Shots on target %,Shots per 90,Shots on target per 90,Goals per shot,Goals per shot on target,Average shooting distance,Shots from free kicks,Penalty kicks made,Penalty kicks attempted,Expected Goals,Non-penalty expected goals,Non-penalty expected goals/Shot,Goals minus expected Goals,Non-penalty goals minus non-penalty expected Goals,Tackles,Tackles won,Tackles in defensive 1/3,Tackles in middle 1/3,Tackles in attacking 1/3,Dribblers tackled,% of dribblers tackled,Challenges lost,Balls blocked,Passes blocked,Interceptions,Number of tackles and interceptions,Clearances,Errors,Tackles won %,Touches,Touches in defensive penalty area,Touches in defensive 1/3,Touches in middle 1/3,Touches in attacking 1/3,Touches in attacking penalty area,Live-ball touches,Take ons attempted,Successful take ons,Successful take ons %,Times tackled during take on,Times tackled during take on %,Times ball carried with feet,Total moved ball distance,Progressive moved ball distance,Progressive Carries,Carries into final 1/3,Carries into penalty area,Miscontrols,Dispossessed,Passes received,Progressive Passes Received,Yellow cards,Red cards,Second yellow card,Fouls committed,Offsides,Crosses,Penalty kicks won,Penalty kicks conceded,Own goals,Recoveries,Aerial duels won,Aerial duels won %
Nicolas Pépé,CIV,23,Lille,36.9,3324,FW,982.0,1295.0,75.8,13144.0,3500.0,531.0,628.0,84.6,276.0,374.0,73.8,54.0,104.0,51.9,12.0,9.6,7.3,2.4,70.0,84.0,38.0,4.0,116.0,176.0,4.77,111.0,9.0,19.0,12.0,23.0,2.0,36.0,0.97,17.0,2.0,7.0,4.0,5.0,1.0,23,55.0,48.7,2.9,1.41,0.12,0.25,20.3,9.0,9,10,21.1,13.3,0.12,0.9,-0.3,27.0,10.0,6.0,15.0,6.0,8.0,22.9,27.0,33.0,33.0,13.0,40.0,11.0,1.0,0.3703703703703703,1828.0,12.0,124.0,816.0,924.0,170.0,1818.0,182.0,101.0,55.5,81.0,44.5,1291.0,9002.0,4197.0,139.0,134.0,62.0,110.0,110.0,1475.0,293.0,1.0,0.0,0.0,25.0,12.0,82.0,5.0,0.0,0.0,137.0,42.0,53.2
José Fonte,POR,34,Lille,34.6,3110,DF,1945.0,2231.0,87.2,38634.0,12638.0,579.0,640.0,90.5,1110.0,1189.0,93.4,219.0,334.0,65.6,1.0,0.4,0.6,0.6,8.0,112.0,7.0,1.0,159.0,26.0,0.75,22.0,1.0,0.0,3.0,0.0,0.0,2.0,0.06,2.0,0.0,0.0,0.0,0.0,0.0,3,12.0,34.3,0.96,0.33,0.09,0.25,11.3,0.0,0,0,4.6,4.6,0.14,-1.6,-1.6,27.0,16.0,15.0,9.0,3.0,17.0,70.8,7.0,33.0,7.0,39.0,64.0,153.0,1.0,0.5925925925925926,2552.0,196.0,1048.0,1404.0,108.0,50.0,2552.0,6.0,4.0,66.7,2.0,33.3,1556.0,8114.0,5326.0,39.0,17.0,3.0,13.0,5.0,1754.0,12.0,5.0,1.0,0.0,30.0,0.0,6.0,0.0,2.0,0.0,187.0,117.0,74.5
Thiago Mendes,BRA,26,Lille,34.2,3074,MF,1742.0,2137.0,81.5,30312.0,10339.0,787.0,865.0,91.0,663.0,762.0,87.0,206.0,386.0,53.4,5.0,4.8,3.8,0.2,62.0,199.0,15.0,3.0,231.0,112.0,3.28,65.0,41.0,0.0,2.0,2.0,2.0,9.0,0.26,5.0,3.0,0.0,0.0,1.0,0.0,0,4.0,12.5,0.91,0.11,0.0,0.0,27.5,5.0,0,0,1.5,1.5,0.05,-1.5,-1.5,85.0,48.0,42.0,41.0,2.0,39.0,54.9,32.0,44.0,33.0,70.0,153.0,49.0,0.0,0.5647058823529412,2518.0,89.0,421.0,1701.0,427.0,9.0,2518.0,43.0,28.0,65.1,15.0,34.9,1403.0,6445.0,3389.0,39.0,47.0,1.0,36.0,28.0,1571.0,44.0,10.0,0.0,0.0,40.0,0.0,136.0,0.0,2.0,0.0,311.0,24.0,40.0
Jonathan Bamba,CIV,22,Lille,33.4,3004,FW,949.0,1233.0,77.0,13352.0,3664.0,525.0,614.0,85.5,276.0,343.0,80.5,56.0,106.0,52.8,4.0,5.3,3.8,-1.3,42.0,82.0,34.0,8.0,125.0,102.0,3.06,83.0,2.0,7.0,4.0,6.0,0.0,9.0,0.27,6.0,0.0,1.0,1.0,1.0,0.0,14,30.0,42.3,1.95,0.82,0.18,0.43,20.1,1.0,1,1,8.4,7.6,0.12,4.6,4.4,29.0,20.0,7.0,17.0,5.0,13.0,33.3,26.0,24.0,23.0,42.0,70.0,18.0,0.0,0.6896551724137931,1606.0,9.0,188.0,774.0,681.0,92.0,1605.0,76.0,34.0,44.7,42.0,55.3,1114.0,7785.0,3715.0,112.0,105.0,26.0,80.0,82.0,1173.0,265.0,4.0,0.0,0.0,25.0,3.0,61.0,0.0,0.0,0.0,194.0,27.0,42.9
Zeki Çelik,TUR,21,Lille,33.0,2971,DF,1287.0,1727.0,74.5,19710.0,7357.0,696.0,800.0,87.0,459.0,625.0,73.4,85.0,180.0,47.2,5.0,2.7,2.9,2.3,34.0,86.0,35.0,17.0,117.0,81.0,2.45,63.0,7.0,4.0,1.0,2.0,4.0,9.0,0.27,6.0,1.0,0.0,0.0,2.0,0.0,1,4.0,25.0,0.46,0.11,0.06,0.25,19.6,0.0,0,0,1.1,1.1,0.08,-0.1,-0.1,90.0,62.0,40.0,39.0,11.0,36.0,40.4,53.0,34.0,29.0,36.0,124.0,89.0,1.0,0.6888888888888889,2058.0,97.0,529.0,988.0,559.0,32.0,2058.0,27.0,16.0,59.3,11.0,40.7,942.0,4716.0,2709.0,58.0,61.0,8.0,31.0,19.0,1068.0,181.0,5.0,1.0,0.0,59.0,2.0,94.0,2.0,3.0,0.0,176.0,24.0,41.4
Jonathan Ikone,FRA,20,Lille,31.1,2796,MF,687.0,951.0,72.2,9881.0,2711.0,386.0,463.0,83.4,194.0,261.0,74.3,47.0,82.0,57.3,10.0,6.2,3.7,3.8,57.0,62.0,31.0,3.0,96.0,122.0,3.93,92.0,2.0,18.0,2.0,6.0,2.0,21.0,0.68,15.0,1.0,4.0,0.0,1.0,0.0,3,18.0,32.7,1.67,0.55,0.05,0.17,19.9,5.0,0,0,5.1,5.1,0.1,-2.1,-2.1,25.0,15.0,7.0,12.0,6.0,8.0,26.7,22.0,24.0,22.0,6.0,31.0,4.0,0.0,0.6,1255.0,8.0,89.0,610.0,578.0,83.0,1255.0,123.0,75.0,61.0,48.0,39.0,908.0,6017.0,3214.0,112.0,74.0,33.0,80.0,65.0,1009.0,199.0,3.0,0.0,0.0,36.0,1.0,24.0,0.0,0.0,0.0,100.0,12.0,20.0
Xeka,POR,23,Lille,25.1,2260,MF,999.0,1240.0,80.6,17481.0,4671.0,436.0,500.0,87.2,419.0,479.0,87.5,102.0,179.0,57.0,0.0,0.8,1.1,-0.8,12.0,95.0,6.0,1.0,113.0,34.0,1.35,24.0,5.0,2.0,0.0,2.0,1.0,2.0,0.08,1.0,1.0,0.0,0.0,0.0,0.0,2,11.0,31.4,1.3,0.41,0.06,0.18,23.2,1.0,0,0,1.7,1.7,0.05,0.3,0.3,59.0,31.0,25.0,27.0,7.0,18.0,31.6,39.0,20.0,18.0,24.0,80.0,30.0,4.0,0.5254237288135594,1461.0,40.0,257.0,1001.0,221.0,18.0,1461.0,16.0,8.0,50.0,8.0,50.0,830.0,4801.0,2486.0,40.0,26.0,1.0,33.0,14.0,1023.0,19.0,11.0,0.0,0.0,59.0,0.0,25.0,0.0,0.0,0.0,127.0,38.0,51.4
Adama Soumaoro,FRA,26,Lille,19.1,1723,DF,873.0,926.0,94.3,17478.0,5089.0,231.0,249.0,92.8,515.0,533.0,96.6,108.0,121.0,89.3,1.0,0.3,0.3,0.7,3.0,8.0,1.0,0.0,25.0,5.0,0.26,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.35,0.0,0.0,,11.8,0.0,0,0,0.5,0.5,0.09,-0.5,-0.5,14.0,11.0,12.0,2.0,0.0,4.0,66.7,2.0,21.0,3.0,23.0,35.0,92.0,1.0,0.7857142857142857,1099.0,111.0,570.0,514.0,20.0,13.0,1099.0,8.0,6.0,75.0,2.0,25.0,622.0,3328.0,1972.0,9.0,3.0,0.0,5.0,6.0,701.0,1.0,6.0,2.0,1.0,27.0,0.0,0.0,0.0,0.0,0.0,119.0,39.0,60.0
Youssouf Koné,MLI,23,Lille,19.0,1709,DF,847.0,1075.0,78.8,13582.0,5347.0,433.0,477.0,90.8,324.0,410.0,79.0,62.0,134.0,46.3,1.0,0.9,1.3,0.1,16.0,79.0,23.0,16.0,95.0,38.0,2.0,33.0,2.0,2.0,0.0,1.0,0.0,6.0,0.32,6.0,0.0,0.0,0.0,0.0,0.0,0,1.0,16.7,0.29,0.05,0.0,0.0,29.2,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1,67.0,44.0,45.0,19.0,3.0,41.0,63.1,24.0,31.0,28.0,43.0,106.0,52.0,1.0,0.6567164179104478,1313.0,53.0,390.0,664.0,270.0,5.0,1313.0,27.0,17.0,63.0,10.0,37.0,672.0,3636.0,2335.0,49.0,57.0,0.0,17.0,9.0,742.0,76.0,3.0,0.0,0.0,20.0,2.0,72.0,0.0,0.0,0.0,115.0,13.0,34.2
Fodé Ballo-Touré,SEN,21,Lille,17.7,1593,DF,572.0,771.0,74.2,7986.0,3338.0,343.0,394.0,87.1,179.0,261.0,68.6,26.0,56.0,46.4,1.0,1.0,1.0,0.0,7.0,56.0,7.0,3.0,65.0,18.0,1.02,14.0,1.0,0.0,0.0,3.0,0.0,2.0,0.11,1.0,0.0,0.0,0.0,1.0,0.0,0,2.0,50.0,0.23,0.11,0.0,0.0,20.2,0.0,0,0,0.4,0.4,0.1,-0.4,-0.4,47.0,35.0,26.0,19.0,2.0,21.0,65.6,11.0,25.0,18.0,27.0,74.0,42.0,2.0,0.7446808510638298,975.0,44.0,291.0,504.0,191.0,15.0,975.0,31.0,18.0,58.1,13.0,41.9,462.0,2550.0,1482.0,36.0,31.0,5.0,25.0,22.0,485.0,63.0,3.0,0.0,0.0,13.0,2.0,26.0,1.0,1.0,0.0,89.0,29.0,54.7
Rafael Leão,POR,19,Lille,14.3,1287,FW,177.0,252.0,70.2,2567.0,361.0,105.0,135.0,77.8,53.0,73.0,72.6,11.0,15.0,73.3,3.0,1.7,1.1,1.3,13.0,9.0,7.0,1.0,17.0,25.0,1.75,18.0,0.0,2.0,1.0,3.0,1.0,6.0,0.42,5.0,0.0,1.0,0.0,0.0,0.0,8,20.0,52.6,2.5,1.31,0.21,0.4,14.7,0.0,0,0,4.3,4.3,0.12,3.7,3.7,5.0,2.0,0.0,4.0,1.0,2.0,13.3,13.0,13.0,9.0,4.0,9.0,12.0,0.0,0.4,374.0,16.0,36.0,160.0,180.0,52.0,374.0,17.0,9.0,52.9,8.0,47.1,217.0,1158.0,503.0,17.0,16.0,10.0,25.0,27.0,287.0,76.0,3.0,0.0,0.0,25.0,3.0,10.0,1.0,0.0,0.0,25.0,27.0,32.5
Loïc Rémy,FRA,31,Lille,13.4,1204,FW,169.0,221.0,76.5,2282.0,338.0,98.0,115.0,85.2,48.0,69.0,69.6,7.0,7.0,100.0,2.0,0.7,0.5,1.3,8.0,15.0,3.0,0.0,18.0,24.0,1.79,15.0,0.0,2.0,5.0,2.0,0.0,5.0,0.37,3.0,0.0,1.0,0.0,1.0,0.0,7,14.0,41.2,2.31,0.95,0.18,0.43,15.2,1.0,1,2,6.4,4.9,0.15,0.6,1.1,2.0,1.0,0.0,2.0,0.0,0.0,0.0,3.0,3.0,2.0,2.0,4.0,17.0,1.0,0.5,321.0,18.0,25.0,162.0,136.0,50.0,319.0,6.0,5.0,83.3,1.0,16.7,164.0,737.0,356.0,18.0,4.0,8.0,24.0,16.0,229.0,60.0,3.0,0.0,0.0,19.0,10.0,2.0,1.0,0.0,0.0,18.0,36.0,43.4
Gabriel Magalhães,BRA,20,Lille,11.8,1066,DF,554.0,645.0,85.9,11218.0,4120.0,158.0,171.0,92.4,329.0,353.0,93.2,62.0,110.0,56.4,0.0,0.1,0.2,-0.1,3.0,18.0,2.0,0.0,40.0,14.0,1.18,11.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,30.0,0.78,0.23,0.1,0.33,16.4,1.0,0,0,0.8,0.8,0.08,0.2,0.2,18.0,11.0,13.0,4.0,1.0,4.0,57.1,3.0,14.0,8.0,19.0,37.0,60.0,2.0,0.6111111111111112,776.0,70.0,354.0,411.0,14.0,11.0,776.0,1.0,0.0,0.0,1.0,100.0,475.0,2632.0,1548.0,5.0,2.0,0.0,4.0,2.0,508.0,0.0,1.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,55.0,41.0,71.9
Thiago Maia,BRA,21,Lille,11.3,1021,MF,488.0,589.0,82.9,8748.0,2648.0,190.0,218.0,87.2,229.0,257.0,89.1,53.0,76.0,69.7,1.0,0.5,0.5,0.5,8.0,68.0,5.0,1.0,71.0,20.0,1.76,17.0,0.0,0.0,0.0,1.0,2.0,1.0,0.09,1.0,0.0,0.0,0.0,0.0,0.0,0,1.0,50.0,0.16,0.08,0.0,0.0,6.2,0.0,0,0,0.7,0.5,0.26,-0.7,-0.5,32.0,21.0,17.0,13.0,2.0,13.0,39.4,20.0,14.0,9.0,23.0,55.0,23.0,0.0,0.65625,705.0,31.0,149.0,508.0,57.0,5.0,705.0,6.0,4.0,66.7,2.0,33.3,367.0,1656.0,810.0,7.0,8.0,0.0,14.0,10.0,413.0,8.0,4.0,0.0,0.0,19.0,0.0,3.0,0.0,0.0,0.0,92.0,14.0,43.8
Kouadio-Yves Dabila,CIV,21,Lille,8.7,782,DF,324.0,379.0,85.5,6302.0,2282.0,105.0,113.0,92.9,185.0,198.0,93.4,31.0,58.0,53.4,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,9.0,3.0,0.35,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.28,0.0,0.0,,12.3,0.0,0,0,0.1,0.1,0.05,-0.1,-0.1,11.0,8.0,10.0,1.0,0.0,5.0,83.3,1.0,13.0,4.0,6.0,17.0,44.0,0.0,0.7272727272727273,468.0,61.0,281.0,188.0,3.0,3.0,468.0,1.0,1.0,100.0,0.0,0.0,258.0,1190.0,536.0,1.0,0.0,0.0,2.0,1.0,282.0,0.0,2.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,56.0,8.0,40.0
Luiz Araújo,BRA,22,Lille,8.7,781,FW,232.0,317.0,73.2,4202.0,1089.0,107.0,126.0,84.9,80.0,111.0,72.1,33.0,49.0,67.3,2.0,0.9,0.7,1.1,12.0,29.0,9.0,3.0,43.0,30.0,3.46,23.0,3.0,1.0,2.0,1.0,0.0,3.0,0.35,2.0,0.0,1.0,0.0,0.0,0.0,4,8.0,27.6,2.72,0.75,0.14,0.5,24.1,2.0,0,0,2.1,2.1,0.09,0.9,0.9,23.0,19.0,8.0,9.0,6.0,9.0,37.5,15.0,6.0,5.0,3.0,26.0,4.0,0.0,0.8260869565217391,436.0,3.0,44.0,212.0,191.0,17.0,436.0,38.0,23.0,60.5,15.0,39.5,286.0,1956.0,967.0,30.0,25.0,8.0,21.0,15.0,317.0,45.0,2.0,1.0,0.0,26.0,1.0,31.0,0.0,0.0,0.0,35.0,1.0,8.3
Rui Fonte,POR,28,Lille,7.0,627,FW,148.0,190.0,77.9,1802.0,416.0,94.0,114.0,82.5,28.0,36.0,77.8,7.0,11.0,63.6,0.0,0.3,0.3,-0.3,7.0,8.0,1.0,0.0,17.0,13.0,1.87,12.0,0.0,0.0,1.0,0.0,0.0,1.0,0.14,1.0,0.0,0.0,0.0,0.0,0.0,1,4.0,30.8,1.82,0.56,0.08,0.25,17.6,0.0,0,0,0.6,0.6,0.05,0.4,0.4,25.0,12.0,4.0,16.0,5.0,6.0,54.5,5.0,4.0,4.0,2.0,27.0,8.0,0.0,0.48,263.0,8.0,16.0,133.0,116.0,19.0,263.0,3.0,1.0,33.3,2.0,66.7,115.0,526.0,164.0,6.0,8.0,3.0,7.0,17.0,180.0,40.0,2.0,0.0,0.0,22.0,2.0,2.0,0.0,0.0,0.0,23.0,37.0,56.1
Boubakary Soumaré,FRA,19,Lille,6.3,564,MF,299.0,347.0,86.2,5163.0,1519.0,129.0,144.0,89.6,132.0,141.0,93.6,29.0,42.0,69.0,1.0,0.6,0.4,0.4,5.0,40.0,4.0,0.0,51.0,14.0,2.23,10.0,0.0,1.0,0.0,2.0,1.0,5.0,0.8,2.0,0.0,1.0,0.0,1.0,1.0,1,1.0,25.0,0.48,0.12,0.25,1.0,16.2,0.0,0,0,0.4,0.4,0.15,0.6,0.6,20.0,16.0,9.0,11.0,0.0,10.0,55.6,8.0,9.0,6.0,8.0,27.0,5.0,0.0,0.8,412.0,11.0,75.0,301.0,45.0,6.0,412.0,11.0,8.0,72.7,3.0,27.3,268.0,1533.0,761.0,13.0,15.0,1.0,6.0,10.0,292.0,10.0,3.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,42.0,6.0,40.0
Jérémy Pied,FRA,29,Lille,5.2,469,DF,263.0,347.0,75.8,3863.0,1542.0,142.0,170.0,83.5,88.0,119.0,73.9,16.0,28.0,57.1,2.0,1.1,1.0,0.9,7.0,22.0,6.0,5.0,21.0,12.0,2.3,11.0,1.0,0.0,0.0,0.0,0.0,2.0,0.38,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,12.0,8.0,5.0,6.0,1.0,3.0,33.3,6.0,8.0,7.0,5.0,17.0,13.0,0.0,0.6666666666666666,390.0,12.0,84.0,218.0,90.0,5.0,390.0,4.0,2.0,50.0,2.0,50.0,196.0,1042.0,696.0,14.0,9.0,1.0,3.0,1.0,228.0,30.0,0.0,0.0,0.0,7.0,1.0,17.0,0.0,0.0,0.0,29.0,8.0,34.8
Lebo Mothiba,RSA,22,Lille,2.8,253,FW,36.0,44.0,81.8,370.0,34.0,23.0,27.0,85.2,1.0,2.0,50.0,3.0,3.0,100.0,0.0,0.1,0.1,-0.1,2.0,1.0,0.0,0.0,2.0,6.0,2.13,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,100.0,0.36,0.36,1.0,1.0,13.8,0.0,0,0,0.1,0.1,0.07,0.9,0.9,1.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,8.0,0.0,1.0,63.0,7.0,8.0,25.0,30.0,12.0,63.0,0.0,0.0,,0.0,,32.0,94.0,29.0,2.0,0.0,1.0,7.0,2.0,47.0,9.0,0.0,0.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,11.8
Houssem Aouar,ALG,20,Lyon,34.0,3061,MF,2071.0,2398.0,86.4,32871.0,8557.0,1052.0,1179.0,89.2,783.0,844.0,92.8,148.0,205.0,72.2,9.0,6.8,4.4,2.2,54.0,222.0,40.0,0.0,310.0,148.0,3.61,116.0,0.0,8.0,13.0,9.0,2.0,23.0,0.56,14.0,0.0,0.0,3.0,5.0,1.0,7,25.0,27.2,2.18,0.59,0.08,0.28,17.5,1.0,0,0,7.6,7.6,0.09,-0.6,-0.6,80.0,46.0,37.0,33.0,10.0,23.0,29.5,55.0,41.0,31.0,41.0,119.0,38.0,3.0,0.575,2868.0,56.0,382.0,1828.0,697.0,126.0,2868.0,120.0,76.0,63.3,44.0,36.7,2008.0,11367.0,5507.0,118.0,84.0,33.0,67.0,74.0,2261.0,190.0,3.0,0.0,0.0,38.0,13.0,10.0,3.0,0.0,0.0,263.0,20.0,33.9
Anthony Lopes,POR,27,Lyon,34.0,3060,GK,1008.0,1303.0,77.4,27903.0,19272.0,138.0,138.0,100.0,527.0,531.0,99.2,338.0,625.0,54.1,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,3.0,0.07,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,50.0,2.0,3.0,3.0,3.0,4.0,19.0,3.0,0.0,1395.0,1225.0,1387.0,8.0,0.0,0.0,1395.0,0.0,0.0,,0.0,,676.0,3649.0,2554.0,0.0,0.0,0.0,2.0,0.0,609.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,52.0,6.0,100.0
Jason Denayer,BEL,23,Lyon,30.6,2754,DF,2179.0,2339.0,93.2,39122.0,14683.0,788.0,835.0,94.4,1237.0,1288.0,96.0,121.0,161.0,75.2,0.0,0.4,0.4,-0.4,5.0,97.0,4.0,0.0,154.0,20.0,0.52,17.0,0.0,0.0,3.0,0.0,0.0,2.0,0.05,2.0,0.0,0.0,0.0,0.0,0.0,3,8.0,44.4,0.42,0.19,0.17,0.38,11.4,0.0,0,0,1.8,1.8,0.11,0.2,0.2,42.0,29.0,30.0,12.0,0.0,21.0,70.0,9.0,53.0,13.0,42.0,79.0,159.0,2.0,0.6904761904761905,2685.0,258.0,1145.0,1493.0,63.0,23.0,2685.0,21.0,13.0,61.9,8.0,38.1,1744.0,10009.0,6796.0,42.0,20.0,3.0,14.0,5.0,1930.0,3.0,3.0,0.0,0.0,19.0,1.0,2.0,0.0,2.0,1.0,191.0,63.0,52.9
Tanguy Ndombele,FRA,21,Lyon,29.9,2690,MF,2095.0,2373.0,88.3,33724.0,10981.0,1022.0,1115.0,91.7,869.0,962.0,90.3,130.0,163.0,79.8,8.0,4.6,3.5,3.4,53.0,245.0,35.0,1.0,301.0,147.0,3.98,121.0,1.0,6.0,6.0,11.0,2.0,19.0,0.51,16.0,0.0,0.0,2.0,0.0,1.0,3,12.0,25.0,1.15,0.29,0.06,0.25,21.2,0.0,0,0,2.4,2.4,0.06,0.6,0.6,85.0,55.0,29.0,45.0,11.0,28.0,43.8,36.0,35.0,24.0,50.0,127.0,20.0,3.0,0.6470588235294118,2750.0,48.0,392.0,1893.0,508.0,32.0,2750.0,122.0,87.0,71.3,35.0,28.7,1956.0,10466.0,5755.0,94.0,91.0,3.0,69.0,59.0,2153.0,70.0,3.0,0.0,0.0,52.0,0.0,10.0,0.0,1.0,0.0,242.0,21.0,63.6
Memphis,NED,24,Lyon,30.4,2737,FW,1307.0,1764.0,74.1,20125.0,6377.0,738.0,843.0,87.5,327.0,440.0,74.3,140.0,282.0,49.6,15.0,13.4,11.6,1.6,138.0,114.0,75.0,17.0,199.0,258.0,6.93,153.0,63.0,15.0,15.0,11.0,1.0,17.0,0.46,13.0,1.0,1.0,2.0,0.0,0.0,12,44.0,34.1,3.35,1.14,0.09,0.27,20.7,25.0,0,2,17.1,15.5,0.13,-6.1,-4.5,12.0,10.0,0.0,7.0,5.0,5.0,21.7,18.0,19.0,16.0,11.0,22.0,1.0,0.0,0.8333333333333334,2150.0,4.0,88.0,886.0,1196.0,152.0,2148.0,122.0,66.0,54.1,56.0,45.9,1397.0,7405.0,3878.0,136.0,120.0,46.0,98.0,81.0,1597.0,329.0,5.0,0.0,0.0,39.0,14.0,242.0,0.0,0.0,0.0,125.0,14.0,31.1
Ferland Mendy,FRA,23,Lyon,28.1,2531,DF,1973.0,2385.0,82.7,31068.0,8721.0,1136.0,1254.0,90.6,618.0,741.0,83.4,165.0,241.0,68.5,4.0,4.7,4.8,-0.7,50.0,138.0,34.0,11.0,201.0,117.0,3.25,97.0,3.0,10.0,2.0,5.0,0.0,8.0,0.22,8.0,0.0,0.0,0.0,0.0,0.0,3,10.0,28.6,0.89,0.25,0.09,0.3,21.4,0.0,0,0,1.3,1.3,0.04,0.7,0.7,51.0,34.0,30.0,15.0,6.0,17.0,73.9,6.0,26.0,20.0,46.0,94.0,71.0,2.0,0.6666666666666666,2748.0,103.0,593.0,1408.0,770.0,72.0,2748.0,83.0,62.0,74.7,21.0,25.3,1758.0,9932.0,5800.0,136.0,103.0,30.0,47.0,47.0,1851.0,259.0,3.0,0.0,0.0,41.0,0.0,104.0,0.0,1.0,0.0,230.0,56.0,57.7
Bertrand Traoré,BFA,22,Lyon,23.5,2117,FW,964.0,1190.0,81.0,13985.0,3224.0,565.0,643.0,87.9,296.0,370.0,80.0,61.0,84.0,72.6,3.0,3.1,3.1,-0.1,32.0,62.0,49.0,5.0,132.0,104.0,3.84,73.0,0.0,16.0,4.0,11.0,0.0,17.0,0.63,12.0,0.0,4.0,0.0,1.0,0.0,11,33.0,44.6,2.58,1.15,0.12,0.27,17.1,2.0,0,0,7.4,7.4,0.1,0.6,0.6,42.0,27.0,22.0,15.0,5.0,15.0,51.7,14.0,27.0,21.0,22.0,59.0,22.0,0.0,0.6428571428571429,1561.0,27.0,166.0,686.0,726.0,131.0,1561.0,99.0,58.0,58.6,41.0,41.4,1116.0,6685.0,3281.0,110.0,61.0,54.0,68.0,41.0,1221.0,321.0,6.0,0.0,0.0,29.0,23.0,40.0,3.0,0.0,0.0,118.0,27.0,42.2
Nabil Fekir,FRA,25,Lyon,22.1,1988,MF,1058.0,1289.0,82.1,15653.0,4597.0,600.0,682.0,88.0,285.0,342.0,83.3,96.0,150.0,64.0,10.0,6.3,5.8,3.7,65.0,123.0,27.0,6.0,161.0,161.0,5.82,99.0,18.0,14.0,16.0,13.0,1.0,17.0,0.61,14.0,0.0,1.0,0.0,1.0,1.0,12,54.0,43.9,4.07,1.79,0.07,0.15,22.1,21.0,4,7,12.0,7.3,0.07,0.0,0.7,63.0,39.0,21.0,25.0,17.0,14.0,32.6,29.0,49.0,49.0,10.0,73.0,4.0,0.0,0.6190476190476191,1713.0,7.0,115.0,810.0,805.0,148.0,1707.0,93.0,55.0,59.1,38.0,40.9,1204.0,6831.0,3131.0,79.0,66.0,34.0,70.0,58.0,1319.0,209.0,8.0,0.0,0.0,66.0,27.0,94.0,1.0,0.0,0.0,104.0,18.0,29.5
