Player,Club,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
Bernardo Espinosa,Girona,COL,DF,29.0,35.0,1,17.0,6.0,35.3,0.49,0.17,0.06,0.17,9.1,0.0,0,0,2.1,2.1,0.14,-1.1,-1.1
Juanpe,Girona,ESP,DF,27.0,33.2,0,21.0,6.0,28.6,0.63,0.18,0.0,0.0,13.9,0.0,0,0,1.7,1.7,0.08,-1.7,-1.7
Portu,Girona,ESP,"FW,MF",26.0,32.8,10,37.0,18.0,48.6,1.13,0.55,0.24,0.5,13.7,0.0,1,1,7.9,7.1,0.2,1.1,0.9
Pere Pons,Girona,ESP,MF,25.0,31.9,1,20.0,6.0,30.0,0.63,0.19,0.05,0.17,21.0,0.0,0,0,1.6,1.6,0.09,-0.6,-0.6
Cristhian Stuani,Girona,URU,FW,31.0,31.9,20,76.0,37.0,48.7,2.38,1.16,0.2,0.41,12.0,0.0,5,5,14.1,10.4,0.15,4.9,3.6
Yassine Bounou,Girona,MAR,GK,27.0,31.8,0,1.0,0.0,0.0,0.03,0.0,0.0,,7.4,0.0,0,0,0.1,0.1,0.12,-0.1,-0.1
Borja García,Girona,ESP,"MF,FW",27.0,30.5,1,35.0,15.0,42.9,1.15,0.49,0.03,0.07,22.2,0.0,0,0,2.0,2.0,0.06,-1.0,-1.0
Álex Granell,Girona,ESP,"MF,DF",29.0,30.5,2,44.0,10.0,22.7,1.44,0.33,0.02,0.1,29.2,8.0,1,1,1.2,1.2,0.03,-1.2,-1.2
Pedro Porro,Girona,ESP,DF,18.0,26.6,1,25.0,7.0,28.0,0.94,0.26,0.04,0.14,22.9,0.0,0,0,1.6,1.6,0.07,-1.6,-1.6
Pedro Alcalá,Girona,ESP,DF,29.0,24.3,2,18.0,5.0,27.8,0.74,0.21,0.11,0.4,20.2,4.0,0,0,1.0,1.0,0.07,0.0,0.0
Jonás Ramalho,Girona,ESP,DF,25.0,23.0,1,7.0,2.0,28.6,0.3,0.09,0.14,0.5,11.1,0.0,0,0,0.8,0.8,0.11,0.2,0.2
Douglas Luiz,Girona,BRA,MF,20.0,21.8,0,18.0,1.0,5.6,0.83,0.05,0.0,0.0,25.4,0.0,0,0,1.6,1.6,0.1,-1.6,-1.6
Aleix García,Girona,ESP,MF,21.0,21.5,2,22.0,5.0,22.7,1.02,0.23,0.09,0.4,26.5,7.0,0,0,1.5,1.5,0.08,0.5,0.5
Marc Muniesa,Girona,ESP,"DF,MF",26.0,20.1,0,7.0,1.0,14.3,0.35,0.05,0.0,0.0,18.9,0.0,0,0,0.5,0.5,0.07,-0.5,-0.5
Valery Fernández,Girona,ESP,"DF,FW",18.0,14.2,1,3.0,2.0,66.7,0.21,0.14,0.33,0.5,17.2,0.0,0,0,0.1,0.1,0.05,-0.1,-0.1
Anthony Lozano,Girona,HON,"FW,MF",25.0,13.1,2,33.0,15.0,45.5,2.51,1.14,0.06,0.13,14.2,0.0,0,0,2.3,2.3,0.1,-2.3,-2.3
Gorka Iraizoz,Girona,ESP,GK,37.0,12.2,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
Raúl García,Girona,ESP,DF,29.0,11.4,0,9.0,2.0,22.2,0.79,0.17,0.0,0.0,20.8,0.0,0,0,0.4,0.4,0.08,-0.4,-0.4
Seydou Doumbia,Girona,CIV,FW,30.0,9.7,3,21.0,11.0,52.4,2.17,1.14,0.14,0.27,11.4,0.0,0,0,2.7,2.7,0.18,-0.7,-0.7
Patrick Roberts,Girona,ENG,"MF,FW",21.0,7.2,0,10.0,6.0,60.0,1.38,0.83,0.0,0.0,16.4,0.0,0,0,0.8,0.8,0.12,-0.8,-0.8
Aday,Girona,ESP,"DF,MF",30.0,7.2,0,9.0,3.0,33.3,1.26,0.42,0.0,0.0,27.1,2.0,0,0,0.3,0.3,0.03,-0.3,-0.3
Carles Planas,Girona,ESP,DF,27.0,4.7,0,1.0,0.0,0.0,0.21,0.0,0.0,,17.9,0.0,0,0,0.1,0.1,0.09,-0.1,-0.1
Paik Seung-ho,Girona,KOR,"FW,MF",21.0,2.5,0,2.0,0.0,0.0,0.8,0.0,0.0,,15.5,0.0,0,0,0.1,0.1,0.05,-0.1,-0.1
Kévin Soni,Girona,CMR,"FW,DF",20.0,1.9,0,5.0,1.0,20.0,2.62,0.52,0.0,0.0,20.8,0.0,0,0,0.2,0.2,0.04,-0.2,-0.2
David Timor,Girona,ESP,MF,28.0,1.8,0,2.0,0.0,0.0,1.1,0.0,0.0,,34.3,0.0,0,0,0.0,0.0,0.02,0.0,0.0
Yhoan Andzouana,Girona,CGO,"DF,MF",21.0,1.8,0,0.0,0.0,,0.0,0.0,,,,,0,0,,,,,
Alejandro Pachón,Girona,ESP,FW,18.0,0.3,0,2.0,0.0,0.0,7.83,0.0,0.0,,,,0,0,,,,,
Moi Gómez,Huesca,ESP,MF,24.0,33.9,2,25.0,8.0,32.0,0.74,0.24,0.08,0.25,23.0,2.0,0,0,2.1,2.1,0.08,-0.1,-0.1
Jorge Pulido,Huesca,ESP,DF,27.0,31.6,3,19.0,7.0,36.8,0.6,0.22,0.16,0.43,12.8,0.0,0,0,2.5,2.5,0.13,0.5,0.5
Xabier Etxeita,Huesca,ESP,DF,30.0,30.7,4,25.0,8.0,32.0,0.81,0.26,0.16,0.5,10.6,0.0,0,0,2.7,2.7,0.11,1.3,1.3
Jorge Miramón,Huesca,ESP,DF,29.0,28.5,1,12.0,4.0,33.3,0.42,0.14,0.08,0.25,22.9,0.0,0,0,0.8,0.8,0.06,0.2,0.2
David Ferreiro,Huesca,ESP,"MF,FW",30.0,25.3,1,36.0,12.0,33.3,1.42,0.47,0.03,0.08,19.5,3.0,0,0,2.8,2.8,0.08,-1.8,-1.8
Ezequiel Ávila,Huesca,ARG,"FW,MF",24.0,24.2,10,92.0,25.0,27.2,3.8,1.03,0.1,0.36,19.8,2.0,1,1,6.8,6.1,0.07,3.2,2.9
Cucho,Huesca,COL,FW,19.0,23.9,4,78.0,22.0,28.2,3.27,0.92,0.03,0.09,17.0,4.0,2,2,10.8,9.2,0.12,-6.8,-7.2
Roberto Santamaría,Huesca,ESP,GK,33.0,20.0,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
Cristian Rivera,Huesca,ESP,MF,21.0,19.8,2,15.0,6.0,40.0,0.76,0.3,0.13,0.33,18.9,0.0,0,0,1.7,1.7,0.12,0.3,0.3
Damián Musto,Huesca,ARG,"MF,DF",31.0,19.2,0,13.0,2.0,15.4,0.68,0.1,0.0,0.0,21.4,0.0,0,0,1.2,1.2,0.09,-1.2,-1.2
Enric Gallego,Huesca,ESP,FW,31.0,17.1,5,32.0,13.0,40.6,1.87,0.76,0.16,0.38,12.5,0.0,0,0,4.7,4.7,0.15,0.3,0.3
Javi Galán,Huesca,ESP,"DF,FW",23.0,16.0,0,2.0,0.0,0.0,0.12,0.0,0.0,,24.5,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1
Gonzalo Melero,Huesca,ESP,MF,24.0,15.9,2,20.0,5.0,25.0,1.25,0.31,0.05,0.2,16.6,0.0,1,2,5.1,3.5,0.18,-3.1,-2.5
Yangel Herrera,Huesca,VEN,"MF,DF",20.0,12.8,0,14.0,2.0,14.3,1.09,0.16,0.0,0.0,22.2,0.0,0,0,0.5,0.5,0.04,-0.5,-0.5
Carlos Akapo,Huesca,EQG,DF,25.0,12.4,0,7.0,1.0,14.3,0.57,0.08,0.0,0.0,24.2,0.0,0,0,0.2,0.2,0.03,-0.2,-0.2
Aleksandar Jovanović,Huesca,SRB,GK,25.0,12.0,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
Álex Gallar,Huesca,ESP,"MF,FW",26.0,11.2,4,26.0,9.0,34.6,2.32,0.8,0.12,0.33,20.4,3.0,1,1,3.6,2.8,0.11,0.4,0.2
Pablo Insua,Huesca,ESP,DF,24.0,10.6,0,2.0,1.0,50.0,0.19,0.09,0.0,0.0,10.5,0.0,0,0,0.1,0.1,0.06,-0.1,-0.1
Rúben Semedo,Huesca,POR,DF,24.0,9.8,0,6.0,0.0,0.0,0.61,0.0,0.0,,10.1,0.0,0,0,0.6,0.6,0.1,-0.6,-0.6
Adrián Diéguez,Huesca,ESP,DF,22.0,8.3,0,1.0,1.0,100.0,0.12,0.12,0.0,0.0,5.4,0.0,0,0,0.1,0.1,0.13,-0.1,-0.1
Samuele Longo,Huesca,ITA,FW,26.0,8.2,1,11.0,4.0,36.4,1.35,0.49,0.09,0.25,9.1,0.0,0,0,1.8,1.8,0.18,-0.8,-0.8
Axel Werner,Huesca,ARG,GK,22.0,8.0,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
Martín Mantovani,Huesca,ARG,DF,34.0,7.8,2,5.0,3.0,60.0,0.64,0.39,0.4,0.67,9.9,0.0,0,0,0.5,0.5,0.1,1.5,1.5
Juanpi,Huesca,VEN,"MF,FW",24.0,7.4,2,14.0,2.0,14.3,1.88,0.27,0.07,0.5,23.1,4.0,1,1,2.0,1.2,0.09,0.0,-0.2
Serdar Gürler,Huesca,TUR,"MF,FW",26.0,7.2,0,10.0,3.0,30.0,1.38,0.41,0.0,0.0,14.5,0.0,0,0,0.7,0.7,0.11,-0.7,-0.7
Luisinho,Huesca,POR,DF,33.0,5.6,0,3.0,1.0,33.3,0.53,0.18,0.0,0.0,25.9,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1
Juan Aguilera,Huesca,ESP,MF,32.0,5.3,0,4.0,1.0,25.0,0.75,0.19,0.0,0.0,19.0,0.0,0,0,0.5,0.5,0.17,-0.5,-0.5
Lluís Sastre,Huesca,ESP,MF,32.0,3.1,0,2.0,2.0,100.0,0.64,0.64,0.0,0.0,,0.0,0,0,0.0,0.0,,0.0,0.0
Rajko Brežančić,Huesca,SRB,DF,28.0,2.2,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
Álex Moreno,Rayo Vallecano,ESP,DF,25.0,34.8,1,25.0,7.0,28.0,0.72,0.2,0.04,0.14,19.5,0.0,0,0,1.1,1.1,0.04,-0.1,-0.1
Raúl de Tomás,Rayo Vallecano,ESP,FW,23.0,31.6,14,118.0,47.0,39.8,3.74,1.49,0.12,0.3,18.0,8.0,0,0,15.6,15.6,0.14,-1.6,-1.6
Jordi Amat,Rayo Vallecano,IDN,DF,26.0,30.7,0,5.0,1.0,20.0,0.16,0.03,0.0,0.0,7.9,0.0,0,0,0.5,0.5,0.11,-0.5,-0.5
Luis Advíncula,Rayo Vallecano,PER,DF,28.0,27.5,1,19.0,5.0,26.3,0.69,0.18,0.05,0.2,21.8,0.0,0,0,1.1,1.1,0.06,-0.1,-0.1
Adri Embarba,Rayo Vallecano,ESP,"MF,FW",26.0,25.4,5,46.0,14.0,30.4,1.81,0.55,0.04,0.14,18.9,5.0,3,3,6.7,4.3,0.09,-1.7,-2.3
Abdoulaye Ba,Rayo Vallecano,SEN,DF,27.0,24.4,1,10.0,4.0,40.0,0.41,0.16,0.1,0.25,9.8,0.0,0,0,1.3,1.3,0.14,-0.3,-0.3
Santi Comesaña,Rayo Vallecano,ESP,MF,21.0,22.6,1,8.0,1.0,12.5,0.35,0.04,0.13,1.0,15.4,0.0,0,0,0.7,0.7,0.08,0.3,0.3
Stole Dimitrievski,Rayo Vallecano,MKD,GK,24.0,22.0,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
Giannelli Imbula,Rayo Vallecano,COD,MF,25.0,21.2,1,25.0,4.0,16.0,1.18,0.19,0.04,0.25,26.4,1.0,0,0,0.9,0.9,0.04,0.1,0.1
Álvaro García,Rayo Vallecano,ESP,"FW,MF",25.0,21.0,5,28.0,11.0,39.3,1.34,0.52,0.18,0.45,15.5,0.0,0,0,4.2,4.2,0.16,-0.2,-0.2
Óscar Trejo,Rayo Vallecano,ARG,"MF,FW",30.0,20.5,1,21.0,5.0,23.8,1.02,0.24,0.0,0.0,16.6,0.0,1,1,3.3,2.5,0.13,-2.3,-2.5
José Pozo,Rayo Vallecano,ESP,MF,22.0,19.5,3,22.0,10.0,45.5,1.13,0.51,0.14,0.3,18.5,0.0,0,0,2.6,2.6,0.12,0.4,0.4
Alberto García,Rayo Vallecano,ESP,GK,33.0,18.0,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
Emiliano Velázquez,Rayo Vallecano,URU,DF,24.0,16.2,0,9.0,3.0,33.3,0.56,0.19,0.0,0.0,8.5,0.0,0,0,1.0,1.0,0.13,-1.0,-1.0
Bebé,Rayo Vallecano,CPV,"FW,MF",28.0,15.9,1,64.0,15.0,23.4,4.01,0.94,0.02,0.07,27.5,4.0,0,1,2.2,2.2,0.04,-1.2,-1.2
Álex Gálvez,Rayo Vallecano,ESP,DF,29.0,15.8,1,7.0,3.0,42.9,0.44,0.19,0.14,0.33,7.1,0.0,0,0,2.1,2.1,0.31,-1.1,-1.1
Álvaro Medrán,Rayo Vallecano,ESP,MF,24.0,13.8,3,26.0,10.0,38.5,1.89,0.73,0.12,0.3,24.3,3.0,0,0,2.3,2.3,0.1,0.7,0.7
Tito,Rayo Vallecano,ESP,DF,33.0,13.1,0,1.0,1.0,100.0,0.08,0.08,0.0,0.0,13.0,0.0,0,0,0.0,0.0,0.05,0.0,0.0
Mario Suárez,Rayo Vallecano,ESP,MF,31.0,11.4,2,18.0,4.0,22.2,1.58,0.35,0.11,0.5,15.9,0.0,0,0,1.1,1.1,0.06,0.9,0.9
Gaël Kakuta,Rayo Vallecano,COD,"MF,FW",27.0,8.0,1,5.0,0.0,0.0,0.63,0.0,0.0,,20.5,1.0,1,1,1.1,0.3,0.07,-0.1,-0.3
Uche Henry Agbo,Rayo Vallecano,NGA,MF,22.0,4.1,0,1.0,0.0,0.0,0.24,0.0,0.0,,29.9,0.0,0,0,0.0,0.0,0.02,0.0,0.0
Sergio Akieme,Rayo Vallecano,ESP,DF,20.0,4.0,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
Álex Alegría,Rayo Vallecano,ESP,"FW,MF",25.0,3.6,1,7.0,4.0,57.1,1.97,1.13,0.14,0.25,16.8,0.0,0,0,0.2,0.2,0.08,-0.2,-0.2
Gorka Elustondo,Rayo Vallecano,ESP,"MF,DF",31.0,3.2,0,2.0,0.0,0.0,0.63,0.0,0.0,,30.2,0.0,0,0,0.0,0.0,0.02,0.0,0.0
Chechu,Rayo Vallecano,ESP,DF,36.0,3.0,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
Javi Guerra,Rayo Vallecano,ESP,"FW,MF",36.0,2.6,0,7.0,0.0,0.0,2.67,0.0,0.0,,13.6,0.0,0,0,0.8,0.8,0.11,-0.8,-0.8
Catena,Rayo Vallecano,ESP,DF,23.0,2.0,0,3.0,1.0,33.3,1.53,0.51,0.0,0.0,10.2,0.0,0,0,0.2,0.2,0.08,-0.2,-0.2
Franco Di Santo,Rayo Vallecano,ARG,FW,29.0,1.9,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
Wojciech Szczęsny,Juventus,POL,GK,28.0,41.0,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
Cristiano Ronaldo,Juventus,POR,FW,33.0,40.5,28,224.0,76.0,33.9,5.72,1.94,0.1,0.29,18.7,22.0,6,7,27.1,21.6,0.1,-0.1,-0.6
Leonardo Bonucci,Juventus,ITA,DF,31.0,39.5,3,20.0,6.0,30.0,0.52,0.16,0.15,0.5,18.0,0.0,0,0,2.3,2.3,0.11,0.7,0.7
Alex Sandro,Juventus,BRA,DF,27.0,36.9,1,28.0,8.0,28.6,0.78,0.22,0.04,0.13,15.3,0.0,0,0,1.7,1.7,0.06,-0.7,-0.7
Blaise Matuidi,Juventus,FRA,MF,31.0,36.4,3,24.0,8.0,33.3,0.68,0.23,0.13,0.38,14.4,0.0,0,0,2.1,2.1,0.09,0.9,0.9
Miralem Pjanić,Juventus,BIH,MF,28.0,36.3,4,45.0,11.0,24.4,1.28,0.31,0.04,0.18,24.6,5.0,2,2,3.3,1.7,0.04,0.7,0.3
Paulo Dybala,Juventus,ARG,"FW,MF",24.0,31.3,10,88.0,30.0,34.1,2.89,0.98,0.1,0.3,20.2,4.0,1,1,8.6,7.8,0.09,1.4,1.2
Giorgio Chiellini,Juventus,ITA,DF,33.0,30.4,1,16.0,5.0,31.3,0.55,0.17,0.06,0.2,13.0,0.0,0,0,1.7,1.7,0.11,-0.7,-0.7
Rodrigo Bentancur,Juventus,URU,MF,21.0,30.3,2,27.0,3.0,11.1,0.92,0.1,0.07,0.67,21.5,0.0,0,0,1.8,1.8,0.07,0.2,0.2
João Cancelo,Juventus,POR,DF,24.0,28.9,1,33.0,9.0,27.3,1.17,0.32,0.03,0.11,21.6,0.0,0,0,2.0,2.0,0.07,-1.0,-1.0
Mario Mandžukić,Juventus,CRO,FW,32.0,28.8,10,39.0,20.0,51.3,1.36,0.69,0.26,0.5,9.4,0.0,0,0,8.8,8.8,0.23,1.2,1.2
Emre Can,Juventus,GER,"MF,DF",24.0,25.2,4,34.0,8.0,23.5,1.41,0.33,0.09,0.38,18.0,0.0,1,1,2.9,2.1,0.06,1.1,0.9
Mattia De Sciglio,Juventus,ITA,DF,25.0,24.8,0,8.0,0.0,0.0,0.35,0.0,0.0,,25.7,0.0,0,0,0.3,0.3,0.04,-0.3,-0.3
Federico Bernardeschi,Juventus,ITA,"MF,FW",24.0,24.6,3,66.0,18.0,27.3,2.93,0.8,0.03,0.11,19.5,5.0,0,0,5.0,5.0,0.08,-3.0,-3.0
Daniele Rugani,Juventus,ITA,DF,24.0,19.0,2,9.0,2.0,22.2,0.5,0.11,0.22,1.0,8.1,0.0,0,0,1.6,1.6,0.18,0.4,0.4
Juan Cuadrado,Juventus,COL,"MF,DF",30.0,17.2,1,21.0,3.0,14.3,1.22,0.17,0.05,0.33,20.4,0.0,0,0,2.4,2.4,0.11,-1.4,-1.4
Douglas Costa,Juventus,BRA,"FW,DF",27.0,10.8,1,27.0,9.0,33.3,2.8,0.93,0.04,0.11,21.1,0.0,0,0,1.1,1.1,0.04,-0.1,-0.1
Sami Khedira,Juventus,GER,MF,31.0,10.8,2,21.0,6.0,28.6,2.33,0.67,0.1,0.33,14.2,0.0,0,0,4.2,4.2,0.2,-2.2,-2.2
Mattia Perin,Juventus,ITA,GK,25.0,9.0,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
Leonardo Spinazzola,Juventus,ITA,DF,25.0,8.3,0,9.0,0.0,0.0,1.21,0.0,0.0,,19.2,0.0,0,0,0.4,0.4,0.04,-0.4,-0.4
Moise Kean,Juventus,ITA,FW,18.0,7.5,7,26.0,10.0,38.5,3.84,1.48,0.23,0.6,14.8,0.0,0,0,4.2,4.2,0.16,1.8,1.8
Martín Cáceres,Juventus,URU,DF,31.0,7.0,0,4.0,1.0,25.0,0.57,0.14,0.0,0.0,14.4,0.0,0,0,0.3,0.3,0.09,-0.3,-0.3
Medhi Benatia,Juventus,MAR,DF,31.0,6.0,0,3.0,0.0,0.0,0.5,0.0,0.0,,14.3,0.0,0,0,0.1,0.1,0.05,-0.1,-0.1
Andrea Barzagli,Juventus,ITA,DF,37.0,4.1,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
Matheus Pereira da Silva,Juventus,BRA,MF,20.0,1.0,0,2.0,0.0,0.0,1.96,0.0,0.0,,17.8,0.0,0,0,0.1,0.1,0.05,-0.1,-0.1
Carlo Pinsoglio,Juventus,ITA,GK,28.0,1.0,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
Paolo Gozzi Iweru,Juventus,ITA,DF,17.0,1.0,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
Grigoris Kastanos,Juventus,CYP,MF,20.0,0.7,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
Hans Nicolussi Caviglia,Juventus,ITA,MF,18.0,0.6,0,1.0,1.0,100.0,1.58,1.58,0.0,0.0,26.2,0.0,0,0,0.0,0.0,0.03,0.0,0.0
Kalidou Koulibaly,Napoli,SEN,DF,27.0,47.8,2,29.0,10.0,34.5,0.63,0.22,0.07,0.2,11.3,0.0,0,0,3.0,3.0,0.1,-1.0,-1.0
José Callejón,Napoli,ESP,MF,31.0,41.1,4,76.0,20.0,26.3,1.89,0.5,0.05,0.2,16.3,1.0,0,0,8.2,8.2,0.11,-4.2,-4.2
Allan,Napoli,BRA,MF,27.0,40.4,1,30.0,4.0,13.3,0.76,0.1,0.03,0.25,25.7,0.0,0,0,1.2,1.2,0.04,-0.2,-0.2
Piotr Zieliński,Napoli,POL,"MF,FW",24.0,40.3,7,94.0,29.0,30.9,2.39,0.74,0.07,0.24,22.0,0.0,0,0,6.8,6.8,0.07,0.2,0.2
Arkadiusz Milik,Napoli,POL,FW,24.0,35.0,20,136.0,64.0,47.1,4.12,1.94,0.14,0.3,15.4,8.0,0,0,18.5,18.5,0.14,0.5,0.5
Fabián Ruiz Peña,Napoli,ESP,MF,22.0,34.2,7,78.0,20.0,25.6,2.42,0.62,0.08,0.3,22.6,0.0,0,0,4.5,4.5,0.06,1.5,1.5
Lorenzo Insigne,Napoli,ITA,FW,27.0,34.0,14,145.0,44.0,30.3,4.53,1.38,0.08,0.27,20.9,11.0,2,3,14.1,11.7,0.08,-0.1,0.3
Dries Mertens,Napoli,BEL,FW,31.0,33.5,19,115.0,50.0,43.5,3.47,1.51,0.16,0.36,18.4,5.0,1,1,14.9,14.1,0.12,4.1,3.9
Elseid Hysaj,Napoli,ALB,DF,24.0,30.1,0,16.0,1.0,6.3,0.55,0.03,0.0,0.0,22.1,0.0,0,0,0.6,0.6,0.04,-0.6,-0.6
Mário Rui,Napoli,POR,DF,27.0,25.7,1,26.0,4.0,15.4,1.05,0.16,0.04,0.25,25.9,1.0,0,0,0.8,0.8,0.03,0.2,0.2
Nikola Maksimović,Napoli,SRB,DF,26.0,25.6,0,3.0,1.0,33.3,0.13,0.04,0.0,0.0,10.2,0.0,0,0,0.2,0.2,0.07,-0.2,-0.2
Raúl Albiol,Napoli,ESP,DF,32.0,24.5,1,5.0,2.0,40.0,0.2,0.08,0.2,0.5,10.3,0.0,0,0,0.3,0.3,0.07,0.7,0.7
David Ospina,Napoli,COL,GK,29.0,23.2,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
Kévin Malcuit,Napoli,MAR,"DF,FW",27.0,22.1,0,12.0,3.0,25.0,0.57,0.14,0.0,0.0,22.0,0.0,0,0,0.4,0.4,0.03,-0.4,-0.4
Alex Meret,Napoli,ITA,GK,21.0,19.8,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
Faouzi Ghoulam,Napoli,ALG,DF,27.0,16.7,1,11.0,3.0,27.3,0.7,0.19,0.09,0.33,15.7,0.0,0,0,1.1,1.1,0.1,-0.1,-0.1
Marek Hamšík,Napoli,SVK,MF,31.0,15.2,1,17.0,4.0,23.5,1.12,0.26,0.06,0.25,23.6,0.0,0,0,1.3,1.3,0.08,-0.3,-0.3
Amadou Diawara,Napoli,GUI,MF,21.0,10.8,0,11.0,1.0,9.1,1.2,0.11,0.0,0.0,25.1,0.0,0,0,0.5,0.5,0.04,-0.5,-0.5
Sebastiano Luperto,Napoli,ITA,DF,21.0,9.6,0,2.0,0.0,0.0,0.21,0.0,0.0,,11.7,0.0,0,0,0.1,0.1,0.05,-0.1,-0.1
Simone Verdi,Napoli,ITA,MF,26.0,9.1,4,22.0,9.0,40.9,2.42,0.99,0.14,0.33,19.6,1.0,1,1,3.7,2.9,0.13,0.3,0.1
Orestis Karnezis,Napoli,GRE,GK,33.0,9.0,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
Adam Ounas,Napoli,ALG,"MF,FW",21.0,8.8,4,30.0,12.0,40.0,3.98,1.59,0.13,0.33,19.5,0.0,0,0,2.5,2.5,0.09,1.5,1.5
Amin Younes,Napoli,GER,"MF,FW",24.0,6.1,3,13.0,6.0,46.2,2.17,1.0,0.23,0.5,14.8,0.0,0,0,1.7,1.7,0.13,1.3,1.3
Vlad Chiricheș,Napoli,ROU,DF,28.0,4.1,0,2.0,0.0,0.0,0.49,0.0,0.0,,9.6,0.0,0,0,0.2,0.2,0.09,-0.2,-0.2
Remo Freuler,Atalanta,SUI,MF,26.0,37.2,2,30.0,7.0,23.3,0.89,0.21,0.07,0.29,18.5,0.0,0,0,3.2,3.2,0.11,-1.2,-1.2
Papu Gómez,Atalanta,ARG,"MF,FW",30.0,37.2,9,105.0,37.0,35.2,3.26,1.15,0.07,0.19,21.5,5.0,0,0,8.4,8.4,0.08,-1.4,-1.4
Hans Hateboer,Atalanta,NED,DF,24.0,37.0,5,29.0,10.0,34.5,0.88,0.3,0.17,0.5,10.3,0.0,0,0,5.2,5.2,0.18,-0.2,-0.2
Duván Zapata,Atalanta,COL,FW,27.0,37.0,26,116.0,49.0,42.2,3.6,1.52,0.19,0.45,13.1,0.0,1,2,18.9,17.3,0.15,4.1,4.7
Marten de Roon,Atalanta,NED,MF,27.0,37.0,3,27.0,7.0,25.9,0.82,0.21,0.04,0.14,24.6,0.0,1,1,1.8,1.0,0.04,0.2,0.0
José Luis Palomino,Atalanta,ARG,DF,28.0,30.1,1,8.0,3.0,37.5,0.32,0.12,0.13,0.33,11.8,0.0,0,0,1.9,1.9,0.24,-0.9,-0.9
Josip Iličić,Atalanta,SVN,"FW,MF",30.0,28.1,13,100.0,37.0,37.0,4.2,1.55,0.12,0.32,20.6,11.0,1,2,10.6,9.9,0.1,1.4,2.1
Timothy Castagne,Atalanta,BEL,DF,22.0,27.2,5,19.0,8.0,42.1,0.85,0.36,0.21,0.5,13.1,0.0,0,0,2.8,2.8,0.15,1.2,1.2
Gianluca Mancini,Atalanta,ITA,DF,22.0,26.0,5,40.0,13.0,32.5,1.6,0.52,0.13,0.38,10.5,0.0,0,0,5.3,5.3,0.13,-0.3,-0.3
Berat Djimsiti,Atalanta,ALB,DF,25.0,24.1,1,10.0,3.0,30.0,0.5,0.15,0.1,0.33,7.9,0.0,0,0,1.0,1.0,0.1,0.0,0.0
Pierluigi Gollini,Atalanta,ITA,GK,23.0,23.0,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
Robin Gosens,Atalanta,GER,"DF,MF",24.0,22.6,3,25.0,9.0,36.0,1.16,0.42,0.12,0.33,13.8,0.0,0,0,2.1,2.1,0.09,0.9,0.9
Andrea Masiello,Atalanta,ITA,DF,32.0,22.4,0,8.0,1.0,12.5,0.39,0.05,0.0,0.0,11.8,0.0,0,0,1.4,1.4,0.17,-1.4,-1.4
Rafael Tolói,Atalanta,ITA,DF,27.0,22.4,1,26.0,8.0,30.8,1.34,0.41,0.04,0.13,15.7,0.0,0,0,1.8,1.8,0.07,-0.8,-0.8
Mario Pašalić,Atalanta,CRO,MF,23.0,20.1,7,36.0,9.0,25.0,2.0,0.5,0.14,0.56,13.8,0.0,0,0,4.2,4.2,0.12,0.8,0.8
