Player,Nation,Age,Club,90 minutes played,Minutes played,Position,Passes completed,Passes attempted,Completed passes %,Total pass distance,Progressive pass distance,Short passes completed,Short passes attempted,Short passes completed %,Medium passes completed,Medium passes attempted,Medium passes completed %,Long passes completed,Long passes attempted,Long passes completed %,Assists,Expected Assisted Goals,Expected Assists,A minus xAG,Key Passes,Passes into final third,Passes into penalty area,Crosses into penalty area,Progressive passes,Shot creating actions,Shot creating actions per 90,Shot creating actions by live-ball passes,Shot creating actions by dead-ball passes,Successful Take-Ons that led to a shot,Shots that led to another shot attempt,Fouls drawn that led to a shot attempt,Defensive actions that led to a shot attempt,Goal creating actions,Goal creating actions per 90,Goal creating actions by live-ball passes,Goal creating actions by dead-ball passes,Successful Take-Ons that led to a goal,Shots that led to another goal-scoring shot,Fouls drawn that led to a goal,Defensive actions that led to a goal,Goals,Shots on target,Shots on target %,Shots per 90,Shots on target per 90,Goals per shot,Goals per shot on target,Average shooting distance,Shots from free kicks,Penalty kicks made,Penalty kicks attempted,Expected Goals,Non-penalty expected goals,Non-penalty expected goals/Shot,Goals minus expected Goals,Non-penalty goals minus non-penalty expected Goals,Tackles,Tackles won,Tackles in defensive 1/3,Tackles in middle 1/3,Tackles in attacking 1/3,Dribblers tackled,% of dribblers tackled,Challenges lost,Balls blocked,Passes blocked,Interceptions,Number of tackles and interceptions,Clearances,Errors,Tackles won %,Touches,Touches in defensive penalty area,Touches in defensive 1/3,Touches in middle 1/3,Touches in attacking 1/3,Touches in attacking penalty area,Live-ball touches,Take ons attempted,Successful take ons,Successful take ons %,Times tackled during take on,Times tackled during take on %,Times ball carried with feet,Total moved ball distance,Progressive moved ball distance,Progressive Carries,Carries into final 1/3,Carries into penalty area,Miscontrols,Dispossessed,Passes received,Progressive Passes Received,Yellow cards,Red cards,Second yellow card,Fouls committed,Offsides,Crosses,Penalty kicks won,Penalty kicks conceded,Own goals,Recoveries,Aerial duels won,Aerial duels won %,Goals_percentile,Assists_percentile,Expected Goals_percentile,Expected Assisted Goals_percentile,Progressive Passes Received_percentile,Shot creating actions_percentile,Crosses into penalty area_percentile,Successful take ons_percentile,Goals per shot on target_percentile,Shots on target %_percentile,Aerial duels won %_percentile,Carries into final 1/3_percentile,Passes completed_percentile,Progressive passes_percentile,Passes into final third_percentile,Interceptions_percentile,Balls blocked_percentile,Touches_percentile,Long passes completed %_percentile,Clearances_percentile,Tackles won %_percentile,Progressive moved ball distance_percentile,Recoveries_percentile,Passes attempted_percentile,Errors_percentile,Fouls committed_percentile,Progressive pass distance_percentile,Total Score
Andrew Surman,ENG,31,Bournemouth,16.0,1439,MF,45.71924947880473,842.0,86.8,12239.0,3658.0,359.0,393.0,91.3,289.0,319.0,90.6,66.0,95.0,69.5,1.0,0.025017373175816537,0.8,0.6,10.0,3.9402362751911046,14.0,1.0,5.56636553161918,1.438498957609451,1.44,21.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.1,0.5,0.06,0.0,0.0,24.9,0.0,0,0,0.3,0.3,0.03,-0.3,-0.3,11.0,6.0,6.0,5.0,0.0,3.0,23.1,10.0,1.2508686587908269,13.0,0.6254343293954134,21.0,2.1264767199444057,1.0,0.5454545454545454,60.917303683113275,55.0,261.0,578.0,141.0,8.0,974.0,6.0,3.0,50.0,3.0,50.0,542.0,1989.0,802.0,3.0,0.6879777623349548,0.0,14.0,4.0,649.0,10.0,3.0,0.0,0.0,13.0,0.0,1.0,0.0,0.0,0.0,90.0,19.0,57.6,14.586466165413533,,,11.144578313253012,,13.383458646616543,,,,,,13.834586466165414,66.41566265060241,59.036144578313255,55.72289156626506,13.55421686746988,50.15060240963856,53.53383458646617,74.92469879518072,86.59638554216868,,,,,,,,512.8835265875532
Junior Stanislas,ENG,28,Bournemouth,11.5,1031,MF,35.354025218234725,548.0,73.9,5789.0,1986.0,247.0,288.0,85.8,122.0,155.0,78.7,22.0,49.0,44.9,3.0,0.17458777885548013,2.3,1.0,15.0,2.4442289039767218,22.0,1.0,5.063045586808924,3.404461687681862,3.4,29.0,4.0,2.0,2.0,1.0,1.0,4.0,0.35,4.0,0.0,0.0,0.0,0.0,0.0,0.34917555771096026,13.0,32.5,2.83,0.92,0.08,0.23,21.0,10.0,1,1,3.1,2.3,0.07,-1.1,-1.3,12.0,6.0,5.0,4.0,3.0,3.0,42.9,4.0,0.6983511154219205,7.0,0.2618816682832202,14.0,1.3094083414161009,0.0,0.5,59.097963142580014,17.0,116.0,257.0,309.0,38.0,676.0,26.0,12.0,46.2,14.0,53.8,427.0,2376.0,1196.0,35.0,2.0950533462657615,6.0,21.0,10.0,460.0,81.0,2.0,0.0,0.0,9.0,3.0,46.0,0.0,0.0,0.0,52.0,10.0,43.5,91.8796992481203,,,77.56024096385542,,68.7218045112782,,,,,,67.81954887218045,43.373493975903614,50.15060240963856,23.49397590361446,1.6566265060240966,11.144578313253012,49.62406015037594,12.650602409638553,56.77710843373494,,,,,,,,554.8523416976176
Jordon Ibe,ENG,22,Bournemouth,8.9,797,MF,24.052697616060225,288.0,74.0,3124.0,958.0,127.0,147.0,86.4,69.0,85.0,81.2,14.0,27.0,51.9,2.0,0.06775407779171894,1.0,1.4,10.0,1.1292346298619824,17.0,3.0,3.1618569636135505,2.258469259723965,2.26,13.0,5.0,2.0,0.0,0.0,0.0,1.0,0.11,1.0,0.0,0.0,0.0,0.0,0.0,0.33877038895859474,8.0,36.4,1.66,0.6,0.09,0.25,16.9,0.0,1,1,0.8,0.8,0.09,0.2,0.2,6.0,6.0,0.0,5.0,1.0,2.0,28.6,5.0,0.22584692597239647,2.0,0.45169385194479295,10.0,0.45169385194479295,0.0,1.0,43.70138017565872,9.0,50.0,136.0,211.0,27.0,387.0,52.0,26.0,50.0,26.0,50.0,294.0,2494.0,1362.0,56.0,3.9523212045169385,14.0,22.0,17.0,285.0,47.0,1.0,0.0,0.0,10.0,0.0,39.0,1.0,0.0,0.0,33.0,2.0,25.0,90.97744360902256,,,37.04819277108434,,34.73684210526316,,,,,,94.88721804511279,13.855421686746988,15.963855421686745,3.614457831325301,5.873493975903615,0.6024096385542169,10.225563909774436,27.183734939759034,13.403614457831326,,,,,,,,348.37224839206453
Lewis Cook,ENG,21,Bournemouth,8.0,723,MF,40.954356846473026,407.0,80.8,5864.0,1568.0,146.0,166.0,88.0,144.0,168.0,85.7,33.0,52.0,63.5,0.0,0.012448132780082987,0.3,-0.1,2.0,3.3609958506224067,6.0,0.0,5.975103734439834,1.991701244813278,1.99,14.0,0.0,0.0,1.0,1.0,0.0,3.0,0.37,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,,25.3,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1,13.0,6.0,6.0,7.0,0.0,8.0,42.1,11.0,0.995850622406639,6.0,0.995850622406639,21.0,0.8713692946058091,1.0,0.4615384615384615,59.75103734439834,16.0,105.0,291.0,91.0,5.0,480.0,16.0,10.0,62.5,6.0,37.5,328.0,1370.0,675.0,11.0,1.120331950207469,3.0,12.0,9.0,317.0,8.0,2.0,0.0,0.0,14.0,0.0,11.0,0.0,0.0,0.0,60.0,5.0,33.3,14.586466165413533,,,4.367469879518072,,28.87218045112782,,,,,,31.879699248120303,57.07831325301205,65.51204819277109,45.18072289156627,34.78915662650602,28.76506024096386,51.2781954887218,58.96084337349398,33.8855421686747,,,,,,,,455.1556979798895
Jack Cork,ENG,29,Burnley,36.8,3312,MF,29.429347826086957,1348.0,80.3,17655.0,3998.0,537.0,619.0,86.8,378.0,458.0,82.5,104.0,169.0,61.5,2.0,0.059782608695652176,1.6,-0.2,18.0,2.8532608695652177,18.0,3.0,2.690217391304348,1.358695652173913,1.36,40.0,1.0,1.0,3.0,4.0,1.0,3.0,0.08,2.0,0.0,0.0,1.0,0.0,0.0,0.02717391304347826,2.0,11.8,0.45,0.05,0.06,0.5,16.6,0.0,0,0,1.4,1.4,0.08,-0.4,-0.4,51.0,28.0,12.0,34.0,5.0,18.0,39.1,28.0,1.059782608695652,23.0,0.7880434782608696,80.0,2.2282608695652173,2.0,0.5490196078431373,45.81521739130435,96.0,321.0,1110.0,276.0,35.0,1686.0,38.0,28.0,73.7,10.0,26.3,778.0,3551.0,1282.0,21.0,0.6793478260869565,1.0,45.0,36.0,981.0,56.0,6.0,0.0,0.0,30.0,4.0,15.0,0.0,0.0,0.0,219.0,51.0,39.5,29.172932330827066,,,31.17469879518072,,10.676691729323307,,,,,,13.082706766917292,25.903614457831324,10.090361445783133,32.68072289156627,21.987951807228914,33.28313253012048,14.285714285714285,53.31325301204819,89.30722891566265,,,,,,,,364.95900896820365
Ashley Westwood,ENG,28,Burnley,31.4,2824,MF,35.63031161473088,1525.0,73.3,20683.0,6536.0,441.0,517.0,85.3,474.0,586.0,80.9,157.0,314.0,50.0,7.0,0.1529745042492918,4.0,2.2,42.0,4.0474504249291785,41.0,11.0,5.577195467422096,2.645184135977337,2.65,58.0,17.0,1.0,3.0,4.0,0.0,12.0,0.38,10.0,1.0,0.0,1.0,0.0,0.0,0.06373937677053824,7.0,30.4,0.71,0.22,0.09,0.29,22.2,1.0,0,0,1.9,1.9,0.09,0.1,0.1,58.0,30.0,24.0,27.0,7.0,14.0,35.9,25.0,1.2110481586402266,29.0,1.4978753541076486,105.0,1.3385269121813033,2.0,0.5172413793103449,57.301699716713884,74.0,302.0,1074.0,435.0,22.0,1797.0,14.0,8.0,57.1,6.0,42.9,718.0,2809.0,1246.0,16.0,0.5736543909348442,5.0,29.0,17.0,1006.0,40.0,6.0,0.0,0.0,32.0,1.0,88.0,0.0,0.0,0.0,234.0,19.0,51.4,40.225563909774436,,,71.83734939759037,,47.51879699248121,,,,,,9.022556390977442,43.97590361445783,59.18674698795181,58.584337349397586,65.06024096385542,46.68674698795181,44.06015037593985,22.515060240963855,58.28313253012048,,,,,,,,566.956585741462
Jeff Hendrick,IRL,26,Burnley,22.9,2063,MF,21.943771206980124,690.0,72.9,7475.0,1984.0,279.0,337.0,82.8,172.0,218.0,78.9,31.0,67.0,46.3,0.0,0.0349006301502666,1.4,-0.8,12.0,1.4396509936984976,16.0,3.0,2.7484246243334947,1.7014057198254968,1.7,30.0,0.0,1.0,5.0,2.0,1.0,1.0,0.04,0.0,0.0,0.0,1.0,0.0,0.0,0.13087736306349976,6.0,31.6,0.76,0.24,0.16,0.5,16.8,1.0,0,0,1.8,1.8,0.1,1.2,1.2,24.0,12.0,13.0,7.0,4.0,9.0,28.1,23.0,0.872515753756665,15.0,0.523509452253999,36.0,1.3523994183228307,0.0,0.5,38.870576829859424,40.0,169.0,437.0,292.0,43.0,891.0,28.0,12.0,42.9,16.0,57.1,417.0,2013.0,930.0,18.0,0.872515753756665,3.0,31.0,28.0,536.0,78.0,4.0,0.0,0.0,18.0,9.0,30.0,0.0,1.0,0.0,121.0,17.0,37.0,60.30075187969924,,,18.22289156626506,,20.451127819548873,,,,,,20.75187969924812,10.240963855421686,11.74698795180723,6.77710843373494,9.487951807228916,20.783132530120483,4.661654135338346,14.834337349397591,59.78915662650602,,,,,,,,258.0479436543165
Jóhann Berg Guðmundsson,ISL,27,Burnley,19.5,1752,MF,20.393835616438356,620.0,64.0,6549.0,2207.0,217.0,267.0,81.3,110.0,168.0,65.5,53.0,128.0,41.4,7.0,0.2208904109589041,3.6,2.7,37.0,1.2328767123287672,20.0,12.0,2.0034246575342465,3.6472602739726026,3.65,40.0,17.0,1.0,8.0,5.0,0.0,9.0,0.46,6.0,1.0,0.0,2.0,0.0,0.0,0.1541095890410959,10.0,27.8,1.73,0.48,0.08,0.3,20.0,7.0,0,0,2.8,2.8,0.09,0.2,0.2,27.0,11.0,14.0,10.0,3.0,16.0,47.1,18.0,1.2842465753424657,21.0,1.6952054794520548,60.0,1.7465753424657533,0.0,0.4074074074074074,44.58904109589041,43.0,152.0,294.0,438.0,49.0,868.0,40.0,16.0,40.0,24.0,60.0,454.0,3073.0,1494.0,55.0,1.9006849315068493,5.0,41.0,28.0,476.0,108.0,2.0,0.0,0.0,12.0,2.0,131.0,0.0,0.0,0.0,117.0,30.0,47.6,66.61654135338347,,,86.74698795180723,,73.38345864661655,,,,,,62.255639097744364,7.981927710843372,3.91566265060241,4.66867469879518,76.50602409638554,53.162650602409634,12.330827067669173,8.283132530120483,76.05421686746988,,,,,,,,531.9057432738473
Dwight McNeil,ENG,18,Burnley,17.7,1591,MF,21.495914519170334,583.0,65.2,6143.0,2005.0,215.0,251.0,85.7,100.0,157.0,63.7,46.0,109.0,42.2,5.0,0.1923318667504714,2.6,1.6,26.0,1.3576367064739159,17.0,11.0,2.3192960402262726,2.658705216844752,2.66,21.0,20.0,2.0,1.0,3.0,0.0,10.0,0.57,7.0,2.0,0.0,1.0,0.0,0.0,0.16970458830923948,7.0,21.9,1.55,0.34,0.09,0.43,20.9,3.0,0,0,2.0,2.0,0.07,1.0,1.0,36.0,23.0,16.0,17.0,3.0,13.0,29.5,31.0,1.6970458830923947,27.0,0.7353865493400377,49.0,1.979886863607794,0.0,0.6388888888888888,44.971715901948464,41.0,138.0,345.0,335.0,29.0,795.0,55.0,31.0,56.4,24.0,43.6,458.0,3701.0,1764.0,75.0,3.0546825895663106,12.0,31.0,24.0,473.0,56.0,2.0,0.0,0.0,17.0,1.0,127.0,0.0,0.0,0.0,102.0,21.0,47.7,70.67669172932331,,,81.62650602409639,,48.1203007518797,,,,,,87.66917293233082,9.487951807228916,6.626506024096386,6.174698795180722,19.27710843373494,79.81927710843374,12.781954887218044,8.810240963855422,82.37951807228916,,,,,,,,513.4499275296675
Aaron Lennon,ENG,31,Burnley,13.5,1215,MF,16.814814814814817,307.0,73.9,3224.0,613.0,136.0,167.0,81.4,75.0,92.0,81.5,9.0,16.0,56.3,1.0,0.05185185185185184,0.8,0.3,7.0,0.7407407407407408,6.0,3.0,1.3333333333333335,1.4814814814814816,1.48,12.0,0.0,1.0,0.0,7.0,0.0,1.0,0.07,1.0,0.0,0.0,0.0,0.0,0.0,0.07407407407407407,2.0,50.0,0.3,0.15,0.25,0.5,13.4,0.0,0,0,0.8,0.8,0.2,0.2,0.2,26.0,16.0,11.0,12.0,3.0,6.0,42.9,8.0,1.7777777777777777,24.0,0.7407407407407408,36.0,1.3333333333333335,0.0,0.6153846153846154,31.925925925925927,22.0,75.0,201.0,159.0,21.0,431.0,15.0,7.0,46.7,8.0,53.3,201.0,1162.0,522.0,21.0,0.3703703703703704,6.0,15.0,13.0,261.0,55.0,1.0,0.0,0.0,12.0,0.0,23.0,0.0,1.0,0.0,44.0,1.0,7.7,43.007518796992485,,,28.463855421686745,,14.736842105263156,,,,,,4.06015037593985,2.710843373493976,1.1295180722891567,1.2048192771084338,19.57831325301205,83.73493975903614,0.7518796992481203,37.34939759036144,58.05722891566265,,,,,,,,294.7853066400942
Robbie Brady,IRL,26,Burnley,8.0,720,MF,19.625,288.0,54.5,2587.0,972.0,88.0,113.0,77.9,43.0,76.0,56.6,19.0,68.0,27.9,1.0,0.175,1.3,-0.4,13.0,2.375,10.0,4.0,2.375,3.125,3.12,15.0,6.0,1.0,0.0,2.0,1.0,1.0,0.12,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,15.4,1.53,0.24,0.0,0.0,22.2,2.0,0,0,0.6,0.6,0.05,-0.6,-0.6,15.0,9.0,5.0,5.0,5.0,6.0,35.3,11.0,0.875,6.0,0.875,22.0,2.25,1.0,0.6,47.25,18.0,73.0,157.0,154.0,11.0,378.0,13.0,7.0,53.8,6.0,46.2,158.0,1068.0,501.0,14.0,1.375,1.0,12.0,10.0,199.0,26.0,3.0,1.0,0.0,12.0,0.0,54.0,0.0,0.0,0.0,45.0,11.0,57.9,14.586466165413533,,,77.86144578313254,,61.65413533834586,,,,,,41.95488721804511,6.325301204819277,7.228915662650602,21.837349397590362,28.162650602409638,21.234939759036145,17.894736842105264,1.5060240963855422,89.60843373493977,,,,,,,,389.85528580487363
Steven Defour,BEL,30,Burnley,5.0,448,MF,40.78125,255.0,79.6,3685.0,989.0,79.0,89.0,88.8,88.0,102.0,86.3,26.0,46.0,56.5,0.0,0.020089285714285716,0.2,-0.1,2.0,4.21875,3.0,0.0,4.620535714285714,1.2053571428571428,1.2,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,8.0,4.0,2.0,4.0,2.0,3.0,21.4,11.0,2.2098214285714284,8.0,1.8080357142857144,16.0,1.40625,0.0,0.5,58.45982142857142,8.0,52.0,212.0,30.0,0.0,291.0,3.0,1.0,33.3,2.0,66.7,130.0,759.0,389.0,6.0,1.0044642857142858,0.0,1.0,1.0,190.0,3.0,0.0,0.0,0.0,4.0,0.0,10.0,0.0,0.0,0.0,31.0,0.0,0.0,14.586466165413533,,,9.33734939759036,,7.368421052631578,,,,,,26.165413533834585,56.475903614457835,42.846385542168676,62.80120481927711,79.96987951807229,94.7289156626506,47.51879699248121,37.876506024096386,62.048192771084345,,,,,,,,541.7234350937586
Nathan Redmond,ENG,24,Southampton,36.3,3270,MF,23.972477064220183,1205.0,72.3,13701.0,3495.0,477.0,583.0,81.8,283.0,364.0,77.7,72.0,143.0,50.3,5.0,0.12935779816513762,5.6,0.3,52.0,2.064220183486239,62.0,16.0,3.5504587155963305,3.7155963302752295,3.72,101.0,1.0,17.0,10.0,3.0,3.0,11.0,0.3,8.0,0.0,1.0,1.0,0.0,1.0,0.24770642201834864,29.0,34.1,2.08,0.71,0.11,0.31,19.9,3.0,0,0,7.6,7.6,0.11,-1.6,-1.6,45.0,25.0,14.0,19.0,12.0,14.0,34.1,27.0,1.4862385321100917,52.0,0.6055045871559633,65.0,0.6330275229357798,1.0,0.5555555555555556,46.43119266055046,21.0,173.0,648.0,904.0,137.0,1687.0,166.0,91.0,54.8,75.0,45.2,1046.0,8148.0,4271.0,174.0,2.724770642201835,68.0,85.0,81.0,1202.0,301.0,3.0,0.0,0.0,31.0,17.0,83.0,0.0,0.0,0.0,171.0,25.0,28.1,82.85714285714286,,,64.30722891566265,,74.43609022556392,,,,,,81.203007518797,13.55421686746988,21.536144578313255,16.114457831325304,12.5,66.71686746987952,15.488721804511279,23.94578313253012,23.042168674698797,,,,,,,,495.70182987589453
Pierre Højbjerg,DEN,22,Southampton,30.7,2760,MF,49.01086956521739,1835.0,81.9,26339.0,6812.0,728.0,814.0,89.4,582.0,697.0,83.5,157.0,238.0,66.0,3.0,0.07826086956521738,2.3,0.6,27.0,6.6521739130434785,17.0,5.0,6.6521739130434785,2.608695652173913,2.61,61.0,1.0,3.0,5.0,6.0,4.0,8.0,0.26,7.0,0.0,1.0,0.0,0.0,0.0,0.13043478260869565,20.0,35.7,1.68,0.6,0.07,0.2,24.2,2.0,0,0,2.6,2.6,0.05,1.4,1.4,71.0,49.0,20.0,44.0,7.0,24.0,32.9,49.0,1.6630434782608696,43.0,1.9565217391304348,131.0,0.9782608695652174,1.0,0.6901408450704225,72.58695652173913,51.0,324.0,1504.0,432.0,41.0,2226.0,36.0,23.0,63.9,13.0,36.1,1179.0,6256.0,2797.0,43.0,1.434782608695652,12.0,56.0,46.0,1407.0,73.0,8.0,2.0,1.0,49.0,0.0,29.0,0.0,0.0,0.0,269.0,47.0,61.8,60.07518796992481,,,42.01807228915663,,45.714285714285715,,,,,,44.3609022556391,72.89156626506023,76.05421686746988,88.1024096385542,84.93975903614458,78.46385542168674,74.43609022556392,65.4367469879518,40.1355421686747,,,,,,,,772.6286348401122
Oriol Romeu,ESP,26,Southampton,23.7,2136,MF,36.99438202247191,1111.0,79.0,14496.0,4798.0,427.0,488.0,87.5,376.0,460.0,81.7,60.0,105.0,57.1,0.0,0.042134831460674156,0.8,-1.0,8.0,4.845505617977528,10.0,1.0,6.193820224719102,1.306179775280899,1.31,25.0,0.0,0.0,6.0,0.0,0.0,3.0,0.13,2.0,0.0,0.0,1.0,0.0,0.0,0.042134831460674156,4.0,40.0,0.39,0.15,0.1,0.25,21.7,0.0,0,0,0.9,0.9,0.1,0.1,0.1,81.0,49.0,39.0,38.0,4.0,32.0,41.6,45.0,1.8117977528089888,26.0,2.2331460674157304,133.0,1.8539325842696628,1.0,0.6049382716049383,58.82022471910113,73.0,333.0,933.0,141.0,7.0,1396.0,23.0,17.0,73.9,6.0,26.1,636.0,3099.0,1554.0,19.0,0.7584269662921348,0.0,19.0,15.0,732.0,10.0,11.0,0.0,0.0,51.0,0.0,4.0,0.0,0.0,0.0,185.0,47.0,56.0,34.13533834586466,,,21.837349397590362,,9.323308270676693,,,,,,16.541353383458645,47.74096385542169,69.80421686746988,71.83734939759037,90.36144578313254,85.39156626506023,48.87218045112782,39.984939759036145,78.91566265060241,,,,,,,,614.7456744270315
James Ward-Prowse,ENG,23,Southampton,21.6,1945,MF,28.365038560411314,892.0,68.7,9931.0,3270.0,328.0,388.0,84.5,210.0,280.0,75.0,57.0,180.0,31.7,0.0,0.1480719794344473,3.5,-3.2,46.0,2.591259640102828,11.0,4.0,2.822622107969152,3.3316195372750643,3.33,32.0,30.0,0.0,2.0,3.0,5.0,3.0,0.14,2.0,0.0,0.0,0.0,0.0,1.0,0.3239074550128535,16.0,47.1,1.36,0.64,0.18,0.38,20.9,7.0,1,1,3.4,2.7,0.09,3.6,3.3,36.0,19.0,19.0,13.0,4.0,14.0,32.6,29.0,1.3881748071979434,24.0,1.295629820051414,63.0,2.730077120822622,0.0,0.5277777777777778,52.70437017994858,67.0,219.0,492.0,440.0,34.0,1138.0,11.0,5.0,45.5,6.0,54.5,472.0,2066.0,819.0,15.0,0.8791773778920309,3.0,25.0,16.0,579.0,86.0,4.0,0.0,0.0,26.0,3.0,167.0,0.0,1.0,1.0,112.0,21.0,30.9,89.92481203007519,,,70.93373493975903,,67.21804511278195,,,,,,20.902255639097746,22.439759036144576,12.198795180722891,27.710843373493976,55.12048192771084,59.337349397590366,33.68421052631579,3.0120481927710845,95.93373493975903,,,,,,,,558.4160702962224
Mario Lemina,GAB,24,Southampton,17.9,1613,MF,39.280843149411034,826.0,85.2,12024.0,3166.0,339.0,369.0,91.9,280.0,322.0,87.0,67.0,98.0,68.4,1.0,0.06137631742095475,1.1,-0.1,13.0,4.184748915065096,13.0,1.0,5.133292002479851,2.6782393056416613,2.68,38.0,0.0,5.0,2.0,3.0,0.0,4.0,0.22,1.0,0.0,0.0,2.0,1.0,0.0,0.05579665220086794,5.0,19.2,1.26,0.24,0.04,0.2,22.2,0.0,0,0,1.1,1.1,0.04,-0.1,-0.1,49.0,32.0,23.0,23.0,3.0,15.0,44.1,19.0,1.5065096094234345,24.0,2.3992560446373217,92.0,1.7296962182269062,1.0,0.6530612244897959,59.646621202727836,51.0,214.0,652.0,212.0,22.0,1069.0,35.0,23.0,65.7,12.0,34.3,557.0,3664.0,1937.0,41.0,2.287662740235586,3.0,26.0,31.0,685.0,29.0,5.0,0.0,0.0,34.0,1.0,9.0,0.0,0.0,0.0,118.0,29.0,65.9,37.74436090225564,,,31.92771084337349,,48.57142857142857,,,,,,71.72932330827068,52.40963855421686,52.25903614457831,61.596385542168676,92.92168674698796,68.67469879518072,50.82706766917293,72.13855421686746,75.75301204819277,,,,,,,,716.552903342694
Stuart Armstrong,SCO,26,Southampton,15.9,1432,MF,30.921787709497206,648.0,75.9,7511.0,1972.0,256.0,315.0,81.3,175.0,200.0,87.5,36.0,58.0,62.1,2.0,0.09427374301675978,1.0,0.5,29.0,3.833798882681564,22.0,1.0,5.405027932960894,3.833798882681564,3.83,43.0,2.0,3.0,5.0,7.0,1.0,8.0,0.5,6.0,0.0,0.0,0.0,2.0,0.0,0.25139664804469275,13.0,35.1,1.99,0.7,0.11,0.31,21.8,0.0,0,0,2.0,2.0,0.06,1.0,1.0,28.0,26.0,14.0,6.0,8.0,8.0,19.0,34.0,0.8798882681564246,14.0,0.8170391061452514,40.0,0.7541899441340782,0.0,0.9285714285714286,52.60474860335195,14.0,92.0,379.0,371.0,39.0,837.0,30.0,19.0,63.3,11.0,36.7,456.0,2678.0,1111.0,40.0,2.2625698324022347,7.0,40.0,25.0,574.0,90.0,2.0,0.0,0.0,21.0,5.0,27.0,0.0,1.0,0.0,79.0,17.0,43.6,83.15789473684211,,,48.19277108433735,,76.54135338345864,,,,,,71.57894736842105,29.668674698795183,56.62650602409639,53.463855421686745,24.84939759036145,21.837349397590362,33.08270676691729,55.42168674698795,27.40963855421687,,,,,,,,581.8307817737114
Mohamed Elyounoussi,NOR,23,Southampton,8.8,793,MF,20.201765447667086,273.0,65.2,2658.0,764.0,105.0,128.0,82.0,43.0,71.0,60.6,17.0,38.0,44.7,0.0,0.12484237074401011,1.1,-1.1,14.0,1.5889029003783104,7.0,2.0,2.269861286254729,3.858764186633039,3.86,16.0,7.0,4.0,3.0,3.0,1.0,1.0,0.11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,37.0,2.26,0.84,0.0,0.0,18.0,0.0,0,0,2.1,2.1,0.1,-2.1,-2.1,16.0,14.0,7.0,6.0,3.0,6.0,31.6,13.0,1.248423707440101,10.0,1.0214375788146282,22.0,0.5674653215636822,0.0,0.875,43.01387137452711,3.0,49.0,156.0,182.0,26.0,379.0,20.0,11.0,55.0,9.0,45.0,194.0,1449.0,696.0,20.0,2.610340479192938,4.0,15.0,8.0,230.0,54.0,1.0,0.0,0.0,13.0,2.0,53.0,0.0,0.0,0.0,44.0,9.0,37.5,14.586466165413533,,,62.80120481927711,,77.14285714285715,,,,,,79.09774436090225,7.228915662650602,5.72289156626506,8.58433734939759,36.596385542168676,49.6987951807229,9.624060150375941,12.349397590361445,19.27710843373494,,,,,,,,382.7101639641272
Davy Pröpper,NED,26,Brighton and Hove Albion,28.3,2546,MF,34.39512961508248,1243.0,78.3,17226.0,4813.0,425.0,508.0,83.7,414.0,491.0,84.3,104.0,160.0,65.0,2.0,0.045954438334642585,1.4,0.7,19.0,4.630793401413983,17.0,1.0,5.832678711704635,1.4493322859387272,1.45,38.0,0.0,1.0,0.0,1.0,1.0,2.0,0.07,2.0,0.0,0.0,0.0,0.0,0.0,0.03534956794972506,2.0,10.5,0.6,0.06,0.05,0.5,15.9,0.0,0,0,0.9,0.9,0.06,0.1,0.1,50.0,32.0,23.0,21.0,6.0,16.0,30.8,36.0,0.7423409269442263,15.0,1.9442262372348784,103.0,1.3079340141398272,0.0,0.64,54.04948939512961,46.0,280.0,990.0,273.0,28.0,1529.0,49.0,29.0,59.2,20.0,40.8,851.0,4236.0,1834.0,28.0,0.8130400628436764,1.0,46.0,25.0,955.0,58.0,2.0,0.0,0.0,33.0,1.0,19.0,0.0,1.0,0.0,191.0,36.0,58.1,31.127819548872182,,,24.397590361445783,,13.984962406015036,,,,,,17.894736842105264,41.1144578313253,62.34939759036144,68.37349397590361,84.48795180722891,12.951807228915662,36.84210526315789,62.34939759036144,56.62650602409639,,,,,,,,512.5002264697889
