Player,Nation,Age,Club,90 minutes played,Minutes played,Position,Passes completed,Passes attempted,Completed passes %,Total pass distance,Progressive pass distance,Short passes completed,Short passes attempted,Short passes completed %,Medium passes completed,Medium passes attempted,Medium passes completed %,Long passes completed,Long passes attempted,Long passes completed %,Assists,Expected Assisted Goals,Expected Assists,A minus xAG,Key Passes,Passes into final third,Passes into penalty area,Crosses into penalty area,Progressive passes,Shot creating actions,Shot creating actions per 90,Shot creating actions by live-ball passes,Shot creating actions by dead-ball passes,Successful Take-Ons that led to a shot,Shots that led to another shot attempt,Fouls drawn that led to a shot attempt,Defensive actions that led to a shot attempt,Goal creating actions,Goal creating actions per 90,Goal creating actions by live-ball passes,Goal creating actions by dead-ball passes,Successful Take-Ons that led to a goal,Shots that led to another goal-scoring shot,Fouls drawn that led to a goal,Defensive actions that led to a goal,Goals,Shots on target,Shots on target %,Shots per 90,Shots on target per 90,Goals per shot,Goals per shot on target,Average shooting distance,Shots from free kicks,Penalty kicks made,Penalty kicks attempted,Expected Goals,Non-penalty expected goals,Non-penalty expected goals/Shot,Goals minus expected Goals,Non-penalty goals minus non-penalty expected Goals,Tackles,Tackles won,Tackles in defensive 1/3,Tackles in middle 1/3,Tackles in attacking 1/3,Dribblers tackled,% of dribblers tackled,Challenges lost,Balls blocked,Passes blocked,Interceptions,Number of tackles and interceptions,Clearances,Errors,Tackles won %,Touches,Touches in defensive penalty area,Touches in defensive 1/3,Touches in middle 1/3,Touches in attacking 1/3,Touches in attacking penalty area,Live-ball touches,Take ons attempted,Successful take ons,Successful take ons %,Times tackled during take on,Times tackled during take on %,Times ball carried with feet,Total moved ball distance,Progressive moved ball distance,Progressive Carries,Carries into final 1/3,Carries into penalty area,Miscontrols,Dispossessed,Passes received,Progressive Passes Received,Yellow cards,Red cards,Second yellow card,Fouls committed,Offsides,Crosses,Penalty kicks won,Penalty kicks conceded,Own goals,Recoveries,Aerial duels won,Aerial duels won %,Goals_percentile,Assists_percentile,Expected Goals_percentile,Expected Assisted Goals_percentile,Progressive Passes Received_percentile,Shot creating actions_percentile,Crosses into penalty area_percentile,Successful take ons_percentile,Goals per shot on target_percentile,Shots on target %_percentile,Aerial duels won %_percentile,Carries into final 1/3_percentile,Passes completed_percentile,Progressive passes_percentile,Passes into final third_percentile,Interceptions_percentile,Balls blocked_percentile,Touches_percentile,Long passes completed %_percentile,Clearances_percentile,Tackles won %_percentile,Progressive moved ball distance_percentile,Recoveries_percentile,Passes attempted_percentile,Errors_percentile,Fouls committed_percentile,Progressive pass distance_percentile,Total Score
Danilo Barbosa,BRA,22,Nice,17.2,1548,MF,32.55813953488372,656.0,85.4,8040.0,2021.0,329.0,368.0,89.4,186.0,202.0,92.1,25.0,42.0,59.5,0.0,0.05232558139534883,0.7,-0.9,12.0,2.5,5.0,0.0,3.6046511627906974,2.3837209302325584,2.38,23.0,0.0,5.0,4.0,7.0,2.0,1.0,0.06,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,27.3,1.28,0.35,0.0,0.0,22.3,5.0,0,0,1.9,1.9,0.08,-1.9,-1.9,29.0,20.0,13.0,13.0,3.0,6.0,35.3,11.0,0.9883720930232558,15.0,0.872093023255814,44.0,1.4534883720930232,1.0,0.6896551724137931,51.74418604651162,29.0,181.0,532.0,186.0,31.0,890.0,53.0,33.0,62.3,20.0,37.7,457.0,2297.0,1250.0,27.0,1.1046511627906976,7.0,42.0,39.0,670.0,63.0,2.0,1.0,0.0,18.0,0.0,2.0,0.0,0.0,0.0,72.0,18.0,50.0,14.586466165413533,,,28.76506024096386,,38.34586466165413,,,,,,31.428571428571427,34.78915662650602,22.289156626506024,25.602409638554217,27.86144578313253,28.463855421686745,31.428571428571427,47.74096385542169,64.1566265060241,,,,,,,,395.45814838300566
Jean-Victor Makengo,FRA,20,Nice,11.4,1029,MF,31.311953352769677,421.0,85.0,5124.0,926.0,212.0,238.0,89.1,118.0,133.0,88.7,14.0,19.0,73.7,0.0,0.08746355685131195,0.6,-1.0,13.0,2.5364431486880465,4.0,1.0,3.7609329446064144,2.6239067055393583,2.62,23.0,0.0,2.0,3.0,1.0,1.0,1.0,0.09,1.0,0.0,0.0,0.0,0.0,0.0,0.08746355685131195,5.0,38.5,1.11,0.43,0.08,0.2,17.4,0.0,0,0,1.4,1.4,0.11,-0.4,-0.4,10.0,8.0,3.0,6.0,1.0,1.0,20.0,4.0,0.43731778425655976,4.0,0.7871720116618076,19.0,0.43731778425655976,0.0,0.8,46.53061224489796,6.0,62.0,300.0,179.0,20.0,532.0,33.0,26.0,78.8,7.0,21.2,345.0,2261.0,1146.0,34.0,2.7988338192419824,4.0,27.0,33.0,431.0,55.0,3.0,0.0,0.0,12.0,0.0,5.0,0.0,0.0,0.0,51.0,5.0,17.2,47.66917293233083,,,45.331325301204814,,46.616541353383454,,,,,,82.70676691729322,31.32530120481928,24.397590361445783,26.656626506024097,21.837349397590362,3.0120481927710845,15.789473684210526,84.26204819277109,12.5,,,,,,,,442.1042440438445
Rémi Walter,FRA,23,Nice,9.3,833,MF,51.42857142857142,536.0,88.8,7324.0,1730.0,259.0,273.0,94.9,187.0,200.0,93.5,20.0,39.0,51.3,0.0,0.04321728691476591,0.4,-0.4,9.0,4.213685474189676,4.0,1.0,4.213685474189676,2.701080432172869,2.7,18.0,2.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.432172869147659,3.0,50.0,0.59,0.29,0.0,0.0,32.6,0.0,3,4,2.6,0.2,0.03,-0.6,-0.2,20.0,12.0,7.0,10.0,3.0,5.0,33.3,10.0,0.9723889555822329,8.0,0.6482593037214885,26.0,1.1884753901560625,0.0,0.6,66.33853541416566,10.0,113.0,411.0,96.0,5.0,611.0,11.0,5.0,45.5,6.0,54.5,314.0,1380.0,739.0,19.0,1.4045618247298919,0.0,11.0,11.0,453.0,23.0,1.0,0.0,0.0,9.0,0.0,16.0,0.0,0.0,0.0,60.0,4.0,26.7,95.6390977443609,,,22.590361445783135,,50.07518796992482,,,,,,43.609022556390975,76.50602409638554,35.09036144578313,62.65060240963856,14.909638554216867,26.656626506024097,62.70676691729323,25.602409638554217,50.30120481927711,,,,,,,,566.3373041036325
Xavier Chavalerin,FRA,27,Reims,36.0,3240,MF,32.36111111111111,1527.0,76.3,22216.0,7471.0,491.0,559.0,87.8,460.0,556.0,82.7,184.0,337.0,54.6,2.0,0.1,3.3,-1.6,48.0,2.5,21.0,6.0,4.111111111111111,2.194444444444444,2.19,53.0,22.0,1.0,1.0,0.0,2.0,3.0,0.08,2.0,1.0,0.0,0.0,0.0,0.0,0.08333333333333334,8.0,32.0,0.65,0.21,0.12,0.38,24.6,0.0,0,0,1.0,1.0,0.05,1.0,1.0,106.0,69.0,56.0,39.0,11.0,28.0,38.9,44.0,1.2222222222222223,32.0,2.111111111111111,178.0,1.0833333333333333,1.0,0.6509433962264151,52.19444444444444,64.0,537.0,1038.0,326.0,15.0,1879.0,31.0,23.0,74.2,8.0,25.8,849.0,3943.0,1801.0,25.0,0.6111111111111112,3.0,30.0,17.0,1075.0,49.0,9.0,0.0,0.0,53.0,1.0,117.0,0.0,1.0,0.0,216.0,10.0,30.3,45.86466165413533,,,50.903614457831324,,32.78195488721805,,,,,,10.225563909774436,33.8855421686747,32.831325301204814,25.602409638554217,88.25301204819277,47.43975903614458,32.33082706766917,33.8855421686747,46.234939759036145,,,,,,,,480.23915209711026
Alaixys Romao,TOG,34,Reims,35.1,3160,MF,32.35443037974683,1444.0,78.7,21121.0,6478.0,472.0,551.0,85.7,510.0,636.0,80.2,131.0,185.0,70.8,3.0,0.0740506329113924,1.7,0.4,11.0,2.9050632911392404,15.0,2.0,4.4145569620253164,0.9683544303797469,0.97,29.0,0.0,1.0,2.0,2.0,0.0,5.0,0.14,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.7,0.42,0.03,0.0,0.0,12.2,0.0,0,0,1.7,1.7,0.12,-1.7,-1.7,118.0,72.0,61.0,50.0,7.0,43.0,42.2,59.0,1.2531645569620253,28.0,1.680379746835443,176.0,1.85126582278481,1.0,0.6101694915254238,52.83227848101266,97.0,523.0,1175.0,176.0,27.0,1855.0,39.0,26.0,66.7,13.0,33.3,927.0,5274.0,2544.0,25.0,0.7120253164556962,1.0,40.0,24.0,1035.0,12.0,8.0,1.0,0.0,91.0,0.0,6.0,0.0,0.0,0.0,243.0,61.0,52.6,14.586466165413533,,,39.90963855421687,,3.7593984962406015,,,,,,14.586466165413533,33.58433734939759,39.75903614457831,33.734939759036145,76.05421686746988,50.52710843373494,34.13533834586466,77.56024096385542,78.76506024096386,,,,,,,,496.96224748618533
Tristan Dingomé,CMR,27,Reims,14.9,1344,MF,31.07142857142857,600.0,77.3,7444.0,2001.0,241.0,279.0,86.4,159.0,200.0,79.5,42.0,72.0,58.3,4.0,0.14732142857142858,1.6,1.8,27.0,4.285714285714286,20.0,1.0,6.227678571428572,3.214285714285714,3.21,44.0,0.0,0.0,0.0,1.0,3.0,6.0,0.4,6.0,0.0,0.0,0.0,0.0,0.0,0.06696428571428571,3.0,33.3,0.55,0.18,0.11,0.33,20.4,0.0,0,0,0.4,0.4,0.05,0.6,0.6,27.0,19.0,11.0,10.0,6.0,7.0,29.2,17.0,1.0714285714285714,13.0,0.8035714285714285,38.0,0.33482142857142855,0.0,0.7037037037037037,49.21875,8.0,113.0,427.0,197.0,15.0,735.0,23.0,9.0,39.1,14.0,60.9,391.0,1378.0,558.0,7.0,0.7366071428571429,1.0,25.0,17.0,539.0,78.0,5.0,0.0,0.0,33.0,2.0,14.0,0.0,0.0,0.0,64.0,7.0,30.4,41.203007518796994,,,70.63253012048193,,64.43609022556392,,,,,,15.639097744360903,30.42168674698795,70.33132530120481,63.85542168674698,23.49397590361446,34.18674698795181,23.157894736842106,44.653614457831324,9.036144578313253,,,,,,,,491.0475360086964
Marvin Martin,FRA,30,Reims,6.9,623,MF,35.24879614767255,336.0,72.6,4161.0,997.0,122.0,138.0,88.4,96.0,125.0,76.8,21.0,56.0,37.5,1.0,0.15890850722311398,1.0,-0.1,11.0,2.6003210272873196,10.0,1.0,5.200642054574639,3.178170144462279,3.18,14.0,6.0,0.0,1.0,1.0,0.0,2.0,0.29,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,14.3,1.01,0.14,0.0,0.0,23.9,1.0,0,0,0.3,0.3,0.04,-0.3,-0.3,2.0,1.0,0.0,2.0,0.0,0.0,0.0,6.0,0.28892455858747995,1.0,0.28892455858747995,4.0,0.14446227929373998,0.0,0.5,54.173354735152486,3.0,42.0,222.0,114.0,4.0,375.0,8.0,4.0,50.0,4.0,50.0,215.0,1047.0,319.0,6.0,0.8667736757624398,2.0,9.0,6.0,286.0,30.0,1.0,0.0,0.0,6.0,1.0,23.0,0.0,0.0,0.0,30.0,2.0,12.5,14.586466165413533,,,74.69879518072288,,63.45864661654136,,,,,,20.451127819548873,42.77108433734939,53.765060240963855,27.86144578313253,2.2590361445783134,1.0542168674698795,36.99248120300752,4.969879518072289,2.5602409638554215,,,,,,,,345.4284808406558
Nolan Mbemba,CGO,23,Reims,4.0,357,MF,43.109243697478995,214.0,79.9,2933.0,882.0,77.0,85.0,90.6,76.0,95.0,80.0,15.0,21.0,71.4,0.0,0.0,0.1,0.0,1.0,3.781512605042017,2.0,0.0,6.5546218487394965,2.0168067226890756,2.02,7.0,0.0,0.0,1.0,0.0,0.0,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,,28.1,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1,14.0,10.0,10.0,4.0,0.0,6.0,66.7,3.0,1.0084033613445378,3.0,2.5210084033613445,24.0,1.0084033613445378,2.0,0.7142857142857143,68.8235294117647,9.0,77.0,155.0,46.0,2.0,273.0,9.0,4.0,44.4,5.0,55.6,147.0,805.0,393.0,6.0,1.0084033613445378,1.0,10.0,5.0,165.0,7.0,0.0,0.0,0.0,4.0,0.0,6.0,0.0,0.0,0.0,22.0,8.0,61.5,14.586466165413533,,,1.0542168674698795,,29.32330827067669,,,,,,26.31578947368421,60.8433734939759,75.30120481927712,51.95783132530121,94.80421686746988,29.668674698795183,67.81954887218045,79.06626506024097,42.46987951807229,,,,,,,,573.2107754325573
Aly Ndom,FRA,22,Reims,4.0,363,MF,27.768595041322314,151.0,74.2,2178.0,762.0,42.0,50.0,84.0,51.0,67.0,76.1,17.0,25.0,68.0,0.0,0.0,0.1,0.0,1.0,4.958677685950414,1.0,0.0,6.694214876033058,1.487603305785124,1.49,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,33.3,0.74,0.25,0.0,0.0,23.9,0.0,0,0,0.1,0.1,0.04,-0.1,-0.1,11.0,9.0,5.0,5.0,1.0,3.0,42.9,4.0,1.487603305785124,4.0,0.743801652892562,14.0,2.231404958677686,1.0,0.8181818181818182,49.83471074380166,9.0,56.0,129.0,18.0,1.0,201.0,10.0,5.0,50.0,5.0,50.0,116.0,828.0,352.0,11.0,0.743801652892562,0.0,8.0,4.0,121.0,3.0,1.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,22.0,10.0,50.0,14.586466165413533,,,1.0542168674698795,,15.18796992481203,,,,,,15.789473684210526,21.084337349397593,76.80722891566265,74.24698795180723,19.728915662650603,67.01807228915662,24.962406015037594,70.63253012048193,89.45783132530121,,,,,,,,490.5564362714014
Téji Savanier,FRA,26,Nimes,31.8,2864,MF,38.809357541899445,1885.0,65.5,27457.0,11142.0,422.0,529.0,79.8,461.0,625.0,73.8,312.0,622.0,50.2,14.0,0.3268156424581006,7.4,3.6,85.0,6.284916201117318,23.0,5.0,7.667597765363128,4.902234636871508,4.9,71.0,64.0,7.0,5.0,6.0,3.0,21.0,0.66,9.0,10.0,2.0,0.0,0.0,0.0,0.18854748603351956,17.0,27.0,1.98,0.53,0.03,0.12,29.4,17.0,4,4,5.6,2.4,0.04,0.4,-0.4,95.0,58.0,35.0,52.0,8.0,43.0,37.1,73.0,1.005586592178771,17.0,2.011173184357542,159.0,1.6655027932960895,2.0,0.6105263157894737,73.40782122905028,82.0,470.0,1308.0,610.0,20.0,2332.0,118.0,79.0,66.9,39.0,33.1,1206.0,7164.0,3911.0,61.0,1.6655027932960895,8.0,65.0,43.0,1274.0,41.0,7.0,1.0,0.0,51.0,0.0,256.0,0.0,0.0,0.0,325.0,44.0,48.9,75.18796992481202,,,96.08433734939759,,88.57142857142857,,,,,,54.88721804511278,51.50602409638554,84.48795180722891,85.69277108433735,86.29518072289156,29.367469879518072,75.18796992481202,23.795180722891565,73.64457831325302,,,,,,,,824.708080442069
Denis Bouanga,GAB,23,Nimes,29.3,2633,MF,14.834789213824536,647.0,67.1,5705.0,1796.0,280.0,351.0,79.8,88.0,151.0,58.3,27.0,69.0,39.1,2.0,0.10938093429548044,2.1,-1.2,31.0,1.230535510824155,23.0,12.0,1.606532472464869,2.563615647550323,2.56,48.0,2.0,14.0,7.0,3.0,1.0,8.0,0.27,4.0,0.0,0.0,0.0,3.0,1.0,0.3076338777060387,32.0,37.2,2.87,1.07,0.09,0.25,19.4,0.0,0,0,7.8,7.8,0.09,0.2,0.2,52.0,32.0,21.0,22.0,9.0,13.0,21.3,48.0,0.8203570072161033,21.0,0.6836308393467527,72.0,0.5469046714774022,0.0,0.6153846153846154,39.206228636536274,21.0,177.0,442.0,556.0,128.0,1147.0,130.0,50.0,38.5,80.0,61.5,697.0,5147.0,2771.0,102.0,2.0508925180402584,54.0,103.0,52.0,727.0,195.0,5.0,0.0,0.0,41.0,5.0,46.0,0.0,0.0,0.0,147.0,27.0,26.7,87.96992481203007,,,56.174698795180724,,43.609022556390975,,,,,,66.9172932330827,1.5060240963855422,1.957831325301205,4.518072289156627,16.415662650602407,17.771084337349397,5.263157894736842,5.421686746987952,18.22289156626506,,,,,,,,325.7473503034695
Sada Thioub,SEN,23,Nimes,27.5,2476,MF,26.025848142164783,972.0,73.7,9735.0,3163.0,444.0,530.0,83.8,184.0,258.0,71.3,40.0,81.0,49.4,5.0,0.10177705977382874,3.4,2.2,37.0,1.9264943457189014,32.0,15.0,3.235056542810985,3.6712439418416802,3.67,70.0,0.0,19.0,4.0,6.0,2.0,12.0,0.44,5.0,0.0,6.0,1.0,0.0,0.0,0.10904684975767366,15.0,42.9,1.26,0.54,0.09,0.2,16.4,0.0,0,0,3.8,3.8,0.11,-0.8,-0.8,30.0,19.0,13.0,10.0,7.0,20.0,44.4,25.0,1.054119547657512,28.0,0.5815831987075929,46.0,0.39983844911147015,0.0,0.6333333333333333,47.0718901453958,14.0,185.0,510.0,626.0,110.0,1295.0,116.0,72.0,62.1,44.0,37.9,885.0,6969.0,3869.0,149.0,2.7261712439418417,61.0,83.0,61.0,970.0,225.0,3.0,0.0,0.0,39.0,3.0,87.0,1.0,0.0,0.0,136.0,18.0,33.3,54.58646616541354,,,52.56024096385542,,73.98496240601504,,,,,,81.35338345864662,17.620481927710845,17.620481927710845,13.403614457831326,11.74698795180723,32.22891566265061,16.99248120300752,21.084337349397593,10.843373493975903,,,,,,,,404.02572696802247
Antonin Bobichon,FRA,22,Nimes,23.9,2153,MF,29.470506270320485,879.0,80.2,11418.0,3390.0,369.0,418.0,88.3,227.0,269.0,84.4,74.0,127.0,58.3,2.0,0.10032512772875059,2.3,-0.4,27.0,3.260566651184394,7.0,1.0,3.9294008360427313,2.717138875986995,2.72,43.0,10.0,3.0,7.0,1.0,1.0,4.0,0.17,0.0,2.0,0.0,1.0,1.0,0.0,0.3344170924291686,11.0,30.6,1.44,0.44,0.19,0.64,23.3,5.0,0,0,1.9,1.9,0.05,5.1,5.1,34.0,16.0,17.0,12.0,5.0,16.0,27.6,42.0,0.6270320483046911,12.0,0.6270320483046911,49.0,0.5434277751973989,0.0,0.4705882352941176,45.18810961449141,20.0,184.0,605.0,306.0,23.0,1081.0,33.0,17.0,51.5,16.0,48.5,587.0,3396.0,1756.0,41.0,1.2958662331630284,10.0,29.0,25.0,676.0,45.0,2.0,0.0,0.0,35.0,0.0,49.0,0.0,0.0,0.0,128.0,17.0,30.9,90.67669172932331,,,51.6566265060241,,50.67669172932331,,,,,,37.89473684210527,26.20481927710843,28.76506024096386,42.01807228915663,14.006024096385541,7.83132530120482,13.533834586466165,44.653614457831324,17.771084337349397,,,,,,,,425.68858139324215
Theo Valls,FRA,22,Nimes,19.7,1770,MF,29.64406779661017,745.0,78.3,8894.0,2742.0,333.0,395.0,84.3,191.0,235.0,81.3,39.0,67.0,58.2,0.0,0.05084745762711865,0.6,-1.0,19.0,2.7966101694915255,5.0,2.0,3.864406779661017,2.4406779661016946,2.44,41.0,1.0,0.0,4.0,2.0,0.0,2.0,0.1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,19.0,1.02,0.19,0.0,0.0,22.0,0.0,0,0,1.2,1.2,0.06,-1.2,-1.2,37.0,21.0,16.0,19.0,2.0,15.0,34.9,28.0,0.864406779661017,13.0,1.1186440677966103,59.0,0.7627118644067796,0.0,0.5675675675675675,46.067796610169495,20.0,178.0,534.0,205.0,18.0,906.0,13.0,7.0,53.8,6.0,46.2,462.0,2160.0,1107.0,21.0,0.8135593220338984,2.0,19.0,14.0,545.0,35.0,2.0,0.0,0.0,19.0,0.0,19.0,1.0,0.0,0.0,118.0,22.0,44.9,14.586466165413533,,,27.86144578313253,,40.45112781954887,,,,,,18.045112781954884,26.656626506024097,27.710843373493976,31.475903614457827,43.825301204819276,19.879518072289155,14.887218045112782,44.20180722891566,28.313253012048197,,,,,,,,337.89462360721075
Mustapha Diallo,SEN,32,Nimes,5.1,455,MF,22.94505494505494,176.0,65.9,1838.0,545.0,56.0,79.0,70.9,45.0,64.0,70.3,10.0,18.0,55.6,1.0,0.01978021978021978,0.1,0.9,2.0,1.5824175824175823,1.0,0.0,2.769230769230769,0.3956043956043956,0.4,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19,0.0,0.0,,18.9,0.0,0,0,0.4,0.4,0.06,-0.4,-0.4,16.0,11.0,6.0,9.0,1.0,5.0,38.5,8.0,1.3846153846153846,6.0,1.978021978021978,26.0,2.769230769230769,1.0,0.6875,47.27472527472528,13.0,65.0,152.0,22.0,6.0,239.0,0.0,0.0,,0.0,,73.0,252.0,41.0,0.0,0.0,0.0,10.0,1.0,91.0,2.0,5.0,0.0,0.0,19.0,0.0,2.0,0.0,0.0,0.0,29.0,28.0,68.3,14.586466165413533,,,9.186746987951807,,0.30075187969924816,,,,,,0.2255639097744361,11.897590361445783,11.897590361445783,8.433734939759036,85.46686746987952,59.18674698795181,18.195488721804512,35.76807228915663,96.23493975903614,,,,,,,,351.3805598333182
Clément Grenier,FRA,27,Rennes,29.6,2668,MF,61.46176911544228,2343.0,77.8,34142.0,10776.0,744.0,868.0,85.7,770.0,923.0,83.4,252.0,425.0,59.3,7.0,0.21589205397301353,5.3,0.6,68.0,6.645427286356822,37.0,8.0,9.951274362818591,4.72263868065967,3.68,91.0,28.0,5.0,6.0,8.0,2.0,15.0,0.39,7.0,4.0,1.0,2.0,1.0,0.0,0.13493253373313344,21.0,30.4,1.59,0.48,0.06,0.19,26.8,35.0,0,1,4.4,3.6,0.06,-0.4,0.4,56.0,41.0,12.0,38.0,6.0,27.0,36.0,48.0,1.1469265367316341,29.0,1.4842578710644678,96.0,1.315592203898051,1.0,0.7321428571428571,90.64092953523239,54.0,435.0,1649.0,628.0,25.0,2686.0,44.0,28.0,63.6,16.0,36.4,1462.0,7026.0,3525.0,52.0,1.3493253373313343,3.0,56.0,41.0,1851.0,81.0,10.0,0.0,0.0,51.0,0.0,160.0,0.0,1.0,0.0,273.0,27.0,57.4,61.503759398496236,,,86.29518072289156,,87.06766917293233,,,,,,41.05263157894737,86.14457831325302,93.97590361445783,87.95180722891565,64.30722891566265,40.36144578313253,89.32330827067669,47.06325301204819,57.07831325301205,,,,,,,,842.1250792644262
Benjamin André,FRA,27,Rennes,27.7,2495,MF,53.45891783567134,1906.0,77.8,22509.0,6229.0,762.0,890.0,85.6,537.0,671.0,80.0,91.0,158.0,57.6,2.0,0.036072144288577156,1.5,1.0,25.0,4.9058116232464934,23.0,1.0,8.260521042084168,2.993987975951904,2.33,62.0,1.0,5.0,3.0,7.0,5.0,7.0,0.2,5.0,0.0,1.0,0.0,1.0,0.0,0.14428857715430862,14.0,31.8,1.06,0.34,0.09,0.29,15.1,0.0,0,0,4.4,4.4,0.12,-1.4,-1.4,127.0,85.0,51.0,63.0,13.0,42.0,40.4,62.0,1.839679358717435,42.0,2.6693386773547094,191.0,2.597194388777555,0.0,0.6692913385826772,85.88777555110221,76.0,421.0,1467.0,520.0,57.0,2381.0,42.0,28.0,66.7,14.0,33.3,1191.0,6391.0,3109.0,65.0,1.6953907815631264,5.0,66.0,48.0,1491.0,103.0,12.0,1.0,1.0,99.0,5.0,22.0,1.0,1.0,0.0,271.0,171.0,56.8,63.45864661654136,,,19.126506024096386,,58.34586466165413,,,,,,55.78947368421052,79.21686746987952,88.1024096385542,73.19277108433735,96.23493975903614,86.44578313253012,86.31578947368422,41.41566265060241,94.7289156626506,,,,,,,,842.3736298577769
Benjamin Bourigeaud,FRA,24,Rennes,26.9,2425,MF,43.31134020618557,1549.0,75.3,21735.0,5805.0,524.0,600.0,87.3,442.0,550.0,80.4,173.0,306.0,56.5,10.0,0.12618556701030928,3.3,6.6,47.0,4.2309278350515465,30.0,14.0,5.641237113402061,3.711340206185567,2.93,69.0,18.0,0.0,8.0,2.0,3.0,14.0,0.41,7.0,2.0,0.0,5.0,0.0,0.0,0.334020618556701,23.0,33.3,1.7,0.57,0.09,0.26,23.5,9.0,2,4,7.9,4.8,0.08,-0.9,0.2,65.0,44.0,29.0,25.0,11.0,25.0,31.3,55.0,1.9298969072164949,47.0,1.707216494845361,103.0,1.3731958762886598,1.0,0.676923076923077,71.44329896907216,40.0,298.0,1012.0,630.0,43.0,1921.0,38.0,13.0,34.2,25.0,65.8,1031.0,5038.0,2444.0,62.0,1.5587628865979384,6.0,54.0,31.0,1260.0,212.0,10.0,0.0,0.0,48.0,5.0,185.0,0.0,0.0,0.0,167.0,18.0,29.0,90.52631578947368,,,63.102409638554214,,74.28571428571429,,,,,,49.92481203007519,60.99397590361446,60.09036144578314,63.25301204819277,76.80722891566265,89.90963855421687,72.03007518796993,37.876506024096386,60.391566265060234,,,,,,,,799.1916160884139
Romain Del Castillo,FRA,22,Rennes,14.9,1343,MF,29.084139985107967,633.0,68.6,5958.0,1845.0,277.0,345.0,80.3,118.0,170.0,69.4,19.0,48.0,39.6,4.0,0.20774385703648549,2.6,0.9,26.0,1.9434102755026061,32.0,9.0,3.9538346984363364,3.8198064035740877,3.44,36.0,5.0,7.0,6.0,3.0,0.0,6.0,0.36,4.0,1.0,0.0,1.0,0.0,0.0,0.0,7.0,29.2,1.33,0.39,0.0,0.0,20.9,0.0,0,0,0.9,0.9,0.04,-0.9,-0.9,40.0,22.0,16.0,14.0,10.0,15.0,38.5,24.0,1.6083395383469843,24.0,1.4743112434847356,62.0,0.5361131794489948,1.0,0.55,58.57036485480268,2.0,110.0,359.0,421.0,48.0,874.0,71.0,38.0,53.5,33.0,46.5,515.0,3457.0,1787.0,73.0,2.8816083395383467,20.0,49.0,29.0,574.0,164.0,1.0,0.0,0.0,33.0,3.0,71.0,0.0,0.0,0.0,90.0,22.0,46.8,14.586466165413533,,,85.09036144578313,,76.09022556390977,,,,,,84.9624060150376,25.0,29.367469879518072,13.55421686746988,63.85542168674698,75.15060240963855,47.96992481203007,5.948795180722891,17.319277108433734,,,,,,,,538.8951671347043
James Lea Siliki,CMR,22,Rennes,13.6,1220,MF,26.92622950819672,543.0,67.2,6361.0,2044.0,181.0,214.0,84.6,126.0,175.0,72.0,46.0,109.0,42.2,4.0,0.280327868852459,2.1,0.2,21.0,3.2459016393442623,13.0,6.0,5.016393442622951,3.6885245901639343,3.0,33.0,2.0,5.0,4.0,5.0,1.0,7.0,0.42,6.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,17.2,1.56,0.27,0.0,0.0,23.0,1.0,0,0,1.6,1.6,0.07,-1.6,-1.6,30.0,21.0,14.0,12.0,4.0,13.0,34.2,25.0,1.3278688524590165,17.0,0.8114754098360656,41.0,0.8852459016393444,1.0,0.7,55.40163934426229,18.0,117.0,362.0,290.0,36.0,751.0,39.0,14.0,35.9,25.0,64.1,471.0,2937.0,1595.0,44.0,2.8770491803278686,12.0,44.0,16.0,528.0,105.0,4.0,0.0,0.0,35.0,1.0,74.0,0.0,0.0,0.0,82.0,5.0,33.3,14.586466165413533,,,93.52409638554217,,74.13533834586467,,,,,,84.66165413533835,18.82530120481928,49.54819277108434,41.71686746987952,24.548192771084338,55.57228915662651,39.69924812030075,8.810240963855422,34.713855421686745,,,,,,,,540.3417429114957
