Player,Club,Nation,Pos,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def
Matija Nastasić,Schalke 04,SRB,DF,25.0,36.5,22.0,0.66,18.0,0.0,0.0,4.0,0.0,0.0,2.0,0.06,2.0,0.0,0.0,0.0,0.0,0.0
Suat Serdar,Schalke 04,GER,MF,21.0,26.8,49.0,1.98,29.0,0.0,9.0,5.0,5.0,1.0,4.0,0.16,1.0,0.0,0.0,1.0,2.0,0.0
Nabil Bentaleb,Schalke 04,ALG,MF,23.0,26.5,50.0,2.03,29.0,11.0,0.0,3.0,5.0,2.0,2.0,0.08,1.0,0.0,0.0,1.0,0.0,0.0
Weston McKennie,Schalke 04,USA,"MF,DF",19.0,25.9,52.0,2.21,40.0,2.0,3.0,3.0,2.0,2.0,6.0,0.25,5.0,0.0,0.0,1.0,0.0,0.0
Benjamin Stambouli,Schalke 04,FRA,DF,27.0,25.4,29.0,1.19,24.0,1.0,1.0,0.0,1.0,2.0,3.0,0.12,3.0,0.0,0.0,0.0,0.0,0.0
Bastian Oczipka,Schalke 04,GER,DF,29.0,24.8,71.0,3.11,31.0,33.0,2.0,2.0,3.0,0.0,7.0,0.31,3.0,3.0,1.0,0.0,0.0,0.0
Ralf Fährmann,Schalke 04,GER,GK,29.0,24.3,3.0,0.13,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mark Uth,Schalke 04,GER,"FW,MF",26.0,23.4,49.0,2.45,32.0,0.0,6.0,3.0,6.0,2.0,2.0,0.1,1.0,0.0,0.0,0.0,1.0,0.0
Guido Burgstaller,Schalke 04,AUT,FW,29.0,22.4,38.0,1.94,21.0,1.0,1.0,5.0,8.0,2.0,2.0,0.1,2.0,0.0,0.0,0.0,0.0,0.0
Alexander Nübel,Schalke 04,GER,GK,21.0,22.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Breel Embolo,Schalke 04,SUI,"FW,MF",21.0,20.8,59.0,3.07,31.0,0.0,8.0,4.0,16.0,0.0,9.0,0.47,3.0,0.0,2.0,2.0,2.0,0.0
Sebastian Rudy,Schalke 04,GER,MF,28.0,20.6,39.0,2.2,31.0,6.0,0.0,1.0,0.0,1.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0
Amine Harit,Schalke 04,MAR,"MF,FW",21.0,15.9,50.0,3.67,33.0,0.0,1.0,1.0,13.0,2.0,2.0,0.15,1.0,0.0,0.0,0.0,1.0,0.0
Alessandro Schöpf,Schalke 04,AUT,"DF,FW",24.0,15.6,32.0,2.21,25.0,1.0,1.0,2.0,2.0,1.0,2.0,0.14,1.0,0.0,0.0,0.0,1.0,0.0
Omar Mascarell,Schalke 04,ESP,MF,25.0,14.8,16.0,1.18,13.0,0.0,0.0,2.0,0.0,1.0,2.0,0.15,1.0,0.0,0.0,1.0,0.0,0.0
Yevhen Konoplyanka,Schalke 04,UKR,"FW,MF",28.0,13.5,38.0,3.06,22.0,5.0,5.0,5.0,1.0,0.0,4.0,0.32,3.0,1.0,0.0,0.0,0.0,0.0
Naldo,Schalke 04,BRA,DF,35.0,12.8,11.0,1.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hamza Mendyl,Schalke 04,MAR,"DF,MF",20.0,11.1,5.0,0.49,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jeffrey Bruma,Schalke 04,NED,DF,26.0,9.9,3.0,0.34,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.11,1.0,0.0,0.0,0.0,0.0,0.0
Steven Skrzybski,Schalke 04,GER,"FW,MF",25.0,8.4,15.0,1.78,12.0,0.0,1.0,0.0,1.0,1.0,2.0,0.24,1.0,0.0,0.0,0.0,0.0,1.0
Ahmed Kutucu,Schalke 04,TUR,FW,18.0,5.9,11.0,2.22,5.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nassim Boujellab,Schalke 04,MAR,MF,19.0,4.9,5.0,1.19,2.0,0.0,1.0,1.0,1.0,0.0,2.0,0.48,1.0,0.0,1.0,0.0,0.0,0.0
Franco Di Santo,Schalke 04,ARG,FW,29.0,3.7,5.0,1.34,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.27,1.0,0.0,0.0,0.0,0.0,0.0
Baba Rahman,Schalke 04,GHA,DF,24.0,3.6,7.0,2.66,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cedric Teuchert,Schalke 04,GER,FW,21.0,3.0,3.0,1.12,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rabbi Matondo,Schalke 04,WAL,"FW,MF",17.0,2.6,4.0,1.9,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Haji Wright,Schalke 04,USA,FW,20.0,2.2,1.0,0.46,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
George Timotheou,Schalke 04,AUS,DF,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jonas Carls,Schalke 04,GER,FW,21.0,1.0,4.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Daniel Baier,Augsburg,GER,MF,34.0,34.2,66.0,2.11,55.0,2.0,0.0,2.0,5.0,2.0,5.0,0.16,4.0,0.0,0.0,0.0,1.0,0.0
Rani Khedira,Augsburg,GER,"DF,MF",24.0,33.5,40.0,1.37,33.0,0.0,0.0,3.0,1.0,3.0,5.0,0.17,5.0,0.0,0.0,0.0,0.0,0.0
Philipp Max,Augsburg,GER,"DF,MF",24.0,33.2,99.0,3.47,50.0,36.0,2.0,6.0,4.0,1.0,4.0,0.14,2.0,1.0,0.0,0.0,0.0,1.0
Michael Gregoritsch,Augsburg,AUT,"MF,FW",24.0,32.3,70.0,2.53,54.0,1.0,3.0,7.0,4.0,1.0,3.0,0.11,3.0,0.0,0.0,0.0,0.0,0.0
Jonathan Schmid,Augsburg,FRA,DF,28.0,29.0,84.0,3.0,52.0,25.0,2.0,1.0,2.0,2.0,11.0,0.39,8.0,3.0,0.0,0.0,0.0,0.0
Jeffrey Gouweleeuw,Augsburg,NED,DF,27.0,26.9,21.0,0.9,16.0,0.0,1.0,2.0,0.0,2.0,3.0,0.13,2.0,0.0,0.0,1.0,0.0,0.0
André Hahn,Augsburg,GER,"FW,MF",27.0,26.5,51.0,2.24,39.0,2.0,0.0,8.0,1.0,1.0,7.0,0.31,3.0,0.0,0.0,4.0,0.0,0.0
Koo Ja-cheol,Augsburg,KOR,MF,29.0,20.3,54.0,2.97,42.0,0.0,3.0,3.0,5.0,1.0,6.0,0.33,5.0,0.0,0.0,0.0,1.0,0.0
Martin Hinteregger,Augsburg,AUT,DF,25.0,19.8,13.0,0.74,10.0,0.0,0.0,2.0,1.0,0.0,1.0,0.06,0.0,0.0,0.0,0.0,1.0,0.0
Marco Richter,Augsburg,GER,"MF,FW",20.0,19.2,65.0,4.1,39.0,2.0,15.0,6.0,3.0,0.0,12.0,0.76,8.0,0.0,2.0,2.0,0.0,0.0
Gregor Kobel,Augsburg,SUI,GK,20.0,17.8,2.0,0.13,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andreas Luthe,Augsburg,GER,GK,31.0,16.9,2.0,0.14,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin Danso,Augsburg,AUT,DF,19.0,16.2,6.0,0.43,3.0,1.0,0.0,2.0,0.0,0.0,3.0,0.22,1.0,0.0,0.0,2.0,0.0,0.0
Alfreð Finnbogason,Augsburg,ISL,FW,29.0,15.8,39.0,2.63,32.0,0.0,2.0,2.0,3.0,0.0,6.0,0.4,3.0,0.0,1.0,0.0,2.0,0.0
Caiuby,Augsburg,BRA,"MF,FW",30.0,12.8,36.0,3.22,26.0,0.0,3.0,5.0,2.0,0.0,2.0,0.18,1.0,0.0,0.0,1.0,0.0,0.0
Ji Dong-won,Augsburg,KOR,"MF,FW",27.0,10.9,33.0,3.33,23.0,0.0,2.0,2.0,4.0,2.0,4.0,0.4,2.0,0.0,0.0,1.0,0.0,1.0
Kostas Stafylidis,Augsburg,GRE,DF,24.0,10.9,17.0,1.66,11.0,5.0,0.0,1.0,0.0,0.0,1.0,0.1,0.0,0.0,0.0,1.0,0.0,0.0
Jan Morávek,Augsburg,CZE,MF,28.0,9.3,22.0,2.62,20.0,0.0,0.0,0.0,0.0,2.0,4.0,0.48,4.0,0.0,0.0,0.0,0.0,0.0
Raphael Framberger,Augsburg,GER,"DF,MF",22.0,7.4,13.0,2.14,8.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sergio Córdova,Augsburg,VEN,FW,20.0,7.1,13.0,2.21,6.0,0.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reece Oxford,Augsburg,ENG,DF,19.0,6.6,6.0,1.07,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.53,3.0,0.0,0.0,0.0,0.0,0.0
Georg Teigl,Augsburg,AUT,"MF,FW",27.0,4.6,3.0,0.91,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.3,0.0,0.0,0.0,0.0,1.0,0.0
Fabian Giefer,Augsburg,GER,GK,28.0,4.0,2.0,0.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fredrik Jensen,Augsburg,FIN,"FW,MF",20.0,3.0,3.0,1.3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Julian Schieber,Augsburg,GER,FW,29.0,2.9,6.0,2.09,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Felix Götze,Augsburg,GER,MF,20.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Simon Asta,Augsburg,GER,DF,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christoph Janker,Augsburg,GER,"MF,FW",33.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ron-Robert Zieler,Stuttgart,GER,GK,29.0,35.0,4.0,0.12,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Benjamin Pavard,Stuttgart,FRA,DF,22.0,29.0,19.0,0.66,17.0,1.0,0.0,1.0,0.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0
Santiago Ascacíbar,Stuttgart,ARG,MF,21.0,27.0,45.0,1.67,39.0,0.0,0.0,5.0,1.0,0.0,4.0,0.15,3.0,0.0,0.0,1.0,0.0,0.0
Mario Gómez,Stuttgart,GER,FW,33.0,25.6,48.0,1.95,37.0,0.0,3.0,6.0,0.0,2.0,5.0,0.2,3.0,0.0,0.0,2.0,0.0,0.0
Nicolás González,Stuttgart,ARG,"FW,MF",20.0,24.8,76.0,3.17,58.0,0.0,3.0,5.0,9.0,1.0,6.0,0.25,5.0,0.0,0.0,1.0,0.0,0.0
Emiliano Insúa,Stuttgart,ARG,DF,29.0,24.5,55.0,2.34,38.0,7.0,5.0,1.0,2.0,2.0,3.0,0.13,3.0,0.0,0.0,0.0,0.0,0.0
Christian Gentner,Stuttgart,GER,"MF,FW",32.0,22.8,50.0,2.23,43.0,0.0,1.0,2.0,3.0,1.0,8.0,0.36,7.0,0.0,1.0,0.0,0.0,0.0
Marc-Oliver Kempf,Stuttgart,GER,DF,23.0,22.5,18.0,0.8,16.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gonzalo Castro,Stuttgart,GER,MF,31.0,19.8,54.0,2.87,28.0,24.0,0.0,0.0,2.0,0.0,8.0,0.43,2.0,6.0,0.0,0.0,0.0,0.0
Andreas Beck,Stuttgart,GER,DF,31.0,19.7,33.0,1.67,26.0,3.0,1.0,0.0,2.0,1.0,4.0,0.2,4.0,0.0,0.0,0.0,0.0,0.0
Timo Baumgartl,Stuttgart,GER,DF,22.0,19.0,9.0,0.5,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ozan Kabak,Stuttgart,TUR,DF,18.0,15.0,19.0,1.27,12.0,1.0,4.0,2.0,0.0,0.0,1.0,0.07,1.0,0.0,0.0,0.0,0.0,0.0
Alexander Esswein,Stuttgart,GER,"MF,FW",28.0,13.9,46.0,3.3,33.0,2.0,3.0,3.0,4.0,1.0,4.0,0.29,2.0,0.0,0.0,1.0,1.0,0.0
Dennis Aogo,Stuttgart,GER,MF,31.0,12.3,26.0,2.28,15.0,8.0,1.0,2.0,0.0,0.0,1.0,0.09,0.0,0.0,0.0,1.0,0.0,0.0
Steven Zuber,Stuttgart,SUI,"MF,FW",26.0,11.7,29.0,2.48,24.0,1.0,2.0,1.0,1.0,0.0,3.0,0.26,2.0,0.0,1.0,0.0,0.0,0.0
Daniel Didavi,Stuttgart,GER,"MF,FW",28.0,11.6,62.0,5.84,37.0,13.0,3.0,2.0,6.0,1.0,4.0,0.38,3.0,0.0,1.0,0.0,0.0,0.0
Anastasios Donis,Stuttgart,GRE,"FW,MF",21.0,10.9,21.0,1.97,14.0,0.0,4.0,2.0,0.0,1.0,3.0,0.28,2.0,0.0,1.0,0.0,0.0,0.0
Erik Thommy,Stuttgart,GER,"MF,FW",23.0,9.5,34.0,3.85,20.0,6.0,2.0,3.0,1.0,2.0,1.0,0.11,1.0,0.0,0.0,0.0,0.0,0.0
Pablo Maffeo,Stuttgart,ESP,"DF,MF",21.0,7.6,17.0,2.56,10.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Borna Sosa,Stuttgart,CRO,"DF,MF",20.0,6.8,25.0,3.65,22.0,3.0,0.0,0.0,0.0,0.0,1.0,0.15,1.0,0.0,0.0,0.0,0.0,0.0
Holger Badstuber,Stuttgart,GER,DF,29.0,6.8,2.0,0.34,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chadrac Akolo,Stuttgart,COD,"MF,FW",23.0,6.0,21.0,3.6,15.0,0.0,3.0,2.0,1.0,0.0,1.0,0.17,1.0,0.0,0.0,0.0,0.0,0.0
Antonis Aidonis,Stuttgart,GER,DF,17.0,0.9,1.0,1.13,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Berkay Özcan,Stuttgart,TUR,"MF,DF",20.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Waldemar Anton,Hannover 96,GER,DF,22.0,36.0,27.0,0.79,21.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael Esser,Hannover 96,GER,GK,30.0,33.0,12.0,0.37,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Genki Haraguchi,Hannover 96,JPN,"MF,DF",27.0,24.7,63.0,2.66,48.0,0.0,7.0,1.0,6.0,1.0,3.0,0.13,3.0,0.0,0.0,0.0,0.0,0.0
Walace,Hannover 96,BRA,MF,23.0,24.2,38.0,1.71,33.0,0.0,1.0,1.0,0.0,3.0,2.0,0.09,2.0,0.0,0.0,0.0,0.0,0.0
Pirmin Schwegler,Hannover 96,SUI,MF,31.0,23.8,70.0,3.04,34.0,28.0,0.0,1.0,3.0,4.0,4.0,0.17,3.0,1.0,0.0,0.0,0.0,0.0
Kevin Wimmer,Hannover 96,AUT,DF,25.0,20.7,15.0,0.8,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hendrik Weydandt,Hannover 96,GER,FW,23.0,20.2,53.0,2.77,36.0,0.0,4.0,7.0,6.0,0.0,2.0,0.1,2.0,0.0,0.0,0.0,0.0,0.0
Miiko Albornoz,Hannover 96,CHI,"DF,MF",27.0,18.9,37.0,2.01,27.0,5.0,2.0,2.0,0.0,1.0,4.0,0.22,4.0,0.0,0.0,0.0,0.0,0.0
Oliver Sorg,Hannover 96,GER,DF,28.0,18.6,21.0,1.2,17.0,2.0,0.0,0.0,1.0,1.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0
Matthias Ostrzolek,Hannover 96,GER,DF,28.0,17.3,17.0,1.04,13.0,1.0,0.0,0.0,3.0,0.0,2.0,0.12,2.0,0.0,0.0,0.0,0.0,0.0
Linton Maina,Hannover 96,GER,"FW,MF",19.0,16.7,45.0,2.86,29.0,1.0,5.0,6.0,3.0,1.0,6.0,0.38,4.0,0.0,1.0,1.0,0.0,0.0
Marvin Bakalorz,Hannover 96,GER,MF,28.0,16.3,18.0,1.1,13.0,0.0,1.0,0.0,4.0,0.0,2.0,0.12,1.0,0.0,0.0,0.0,1.0,0.0
Bobby Wood,Hannover 96,USA,"FW,MF",25.0,13.9,22.0,1.67,18.0,0.0,0.0,2.0,2.0,0.0,4.0,0.3,4.0,0.0,0.0,0.0,0.0,0.0
Ihlas Bebou,Hannover 96,TOG,"MF,FW",24.0,13.8,51.0,4.31,31.0,3.0,8.0,4.0,3.0,2.0,8.0,0.68,5.0,0.0,2.0,0.0,1.0,0.0
Niclas Füllkrug,Hannover 96,GER,FW,25.0,13.3,33.0,2.67,26.0,0.0,1.0,3.0,3.0,0.0,6.0,0.49,5.0,0.0,0.0,0.0,1.0,0.0
Felipe,Hannover 96,BRA,DF,31.0,12.2,4.0,0.33,2.0,0.0,0.0,1.0,1.0,0.0,2.0,0.16,0.0,0.0,0.0,1.0,1.0,0.0
Julian Korb,Hannover 96,GER,DF,26.0,11.2,21.0,1.88,19.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nicolai Müller,Hannover 96,GER,"MF,FW",30.0,10.0,24.0,2.4,11.0,4.0,5.0,1.0,3.0,0.0,1.0,0.1,0.0,0.0,1.0,0.0,0.0,0.0
Takuma Asano,Hannover 96,JPN,"MF,FW",23.0,9.1,14.0,1.81,6.0,0.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josip Elez,Hannover 96,CRO,DF,24.0,8.2,5.0,0.69,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.14,1.0,0.0,0.0,0.0,0.0,0.0
Florent Muslija,Hannover 96,KVX,"MF,FW",20.0,7.9,27.0,3.58,17.0,2.0,2.0,2.0,3.0,1.0,1.0,0.13,1.0,0.0,0.0,0.0,0.0,0.0
Jonathas,Hannover 96,BRA,FW,29.0,6.7,8.0,1.19,4.0,0.0,1.0,0.0,3.0,0.0,1.0,0.15,1.0,0.0,0.0,0.0,0.0,0.0
Iver Fossum,Hannover 96,NOR,MF,22.0,6.2,16.0,3.16,12.0,4.0,0.0,0.0,0.0,0.0,1.0,0.2,1.0,0.0,0.0,0.0,0.0,0.0
Kevin Akpoguma,Hannover 96,NGA,DF,23.0,3.5,4.0,1.15,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Edgar Prib,Hannover 96,GER,MF,28.0,2.2,13.0,5.79,8.0,4.0,0.0,0.0,0.0,1.0,3.0,1.34,2.0,1.0,0.0,0.0,0.0,0.0
Philipp Tschauner,Hannover 96,GER,GK,32.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Noah Joel Sarenren Bazee,Hannover 96,NGA,"FW,MF",21.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Samuel Şahin-Radlinger,Hannover 96,AUT,GK,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sebastian Soto,Hannover 96,USA,"MF,FW",18.0,0.3,1.0,3.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Benjamin Hadžić,Hannover 96,BIH,"FW,MF",19.0,0.3,1.0,3.6,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.6,1.0,0.0,0.0,0.0,0.0,0.0
Lukas Mühl,Nurnberg,GER,DF,21.0,33.3,14.0,0.45,10.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tim Leibold,Nurnberg,GER,DF,24.0,33.1,81.0,2.64,46.0,21.0,1.0,5.0,6.0,2.0,3.0,0.1,1.0,1.0,0.0,0.0,1.0,0.0
Hanno Behrens,Nurnberg,GER,MF,28.0,32.7,61.0,2.08,48.0,0.0,1.0,9.0,2.0,1.0,4.0,0.14,2.0,0.0,0.0,2.0,0.0,0.0
Georg Margreitter,Nurnberg,AUT,DF,29.0,25.3,20.0,0.87,15.0,1.0,0.0,1.0,2.0,1.0,2.0,0.09,2.0,0.0,0.0,0.0,0.0,0.0
Christian Mathenia,Nurnberg,GER,GK,26.0,23.8,5.0,0.23,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.09,2.0,0.0,0.0,0.0,0.0,0.0
Mikael Ishak,Nurnberg,SWE,FW,25.0,23.3,50.0,2.35,35.0,0.0,1.0,7.0,6.0,1.0,5.0,0.23,4.0,0.0,0.0,1.0,0.0,0.0
Robert Bauer,Nurnberg,GER,DF,23.0,21.0,30.0,1.57,17.0,10.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ondřej Petrák,Nurnberg,CZE,MF,26.0,20.0,21.0,1.16,16.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eduard Löwen,Nurnberg,GER,"MF,FW",21.0,18.6,50.0,2.77,36.0,1.0,2.0,7.0,4.0,0.0,6.0,0.33,3.0,0.0,1.0,2.0,0.0,0.0
Virgil Misidjan,Nurnberg,SUR,"MF,FW",25.0,18.0,35.0,2.04,20.0,0.0,4.0,3.0,8.0,0.0,3.0,0.17,2.0,0.0,0.0,0.0,1.0,0.0
Ewerton,Nurnberg,BRA,DF,29.0,17.0,6.0,0.4,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matheus Pereira,Nurnberg,POR,"MF,FW",22.0,16.0,44.0,3.21,34.0,1.0,2.0,2.0,5.0,0.0,3.0,0.22,2.0,0.0,0.0,1.0,0.0,0.0
Yuya Kubo,Nurnberg,JPN,"FW,MF",24.0,15.7,40.0,2.65,28.0,0.0,7.0,3.0,2.0,0.0,4.0,0.27,3.0,0.0,0.0,0.0,1.0,0.0
Enrico Valentini,Nurnberg,ITA,DF,29.0,15.4,39.0,2.7,21.0,17.0,0.0,1.0,0.0,0.0,3.0,0.21,1.0,2.0,0.0,0.0,0.0,0.0
Sebastian Kerk,Nurnberg,GER,"MF,FW",24.0,14.7,42.0,3.21,16.0,19.0,0.0,3.0,4.0,0.0,1.0,0.08,0.0,1.0,0.0,0.0,0.0,0.0
Patrick Erras,Nurnberg,GER,MF,23.0,13.6,20.0,1.47,19.0,0.0,0.0,1.0,0.0,0.0,2.0,0.15,1.0,0.0,0.0,1.0,0.0,0.0
Fabian Bredlow,Nurnberg,GER,GK,23.0,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adam Zreľák,Nurnberg,SVK,FW,24.0,12.3,13.0,1.24,12.0,0.0,0.0,1.0,0.0,0.0,1.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0
Federico Palacios Martínez,Nurnberg,GER,"MF,FW",23.0,12.1,17.0,1.62,15.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alexander Fuchs,Nurnberg,GER,"MF,FW",21.0,8.1,19.0,2.61,14.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Simon Rhein,Nurnberg,GER,MF,20.0,6.8,4.0,0.73,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Törles Knöll,Nurnberg,GER,"FW,MF",20.0,5.1,6.0,1.46,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin Goden,Nurnberg,GER,"DF,MF",19.0,4.0,2.0,0.66,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Timmy Tillman,Nurnberg,GER,"FW,MF",19.0,2.3,4.0,1.75,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Edgar Salli,Nurnberg,CMR,"FW,MF",25.0,2.0,1.0,0.78,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gerard Piqué,Barcelona,ESP,DF,31.0,52.0,26.0,0.57,17.0,0.0,2.0,4.0,1.0,2.0,6.0,0.13,2.0,0.0,1.0,2.0,1.0,0.0
Jordi Alba,Barcelona,ESP,DF,29.0,50.2,117.0,2.65,107.0,4.0,1.0,0.0,3.0,2.0,19.0,0.43,17.0,0.0,0.0,0.0,1.0,1.0
Marc-André ter Stegen,Barcelona,GER,GK,26.0,49.0,6.0,0.13,4.0,2.0,0.0,0.0,0.0,0.0,3.0,0.07,1.0,2.0,0.0,0.0,0.0,0.0
Sergio Busquets,Barcelona,ESP,MF,30.0,48.1,76.0,1.82,70.0,0.0,0.0,2.0,3.0,1.0,5.0,0.12,5.0,0.0,0.0,0.0,0.0,0.0
Ivan Rakitić,Barcelona,CRO,MF,30.0,47.0,83.0,2.04,77.0,1.0,1.0,2.0,2.0,0.0,15.0,0.37,15.0,0.0,0.0,0.0,0.0,0.0
Luis Suárez,Barcelona,URU,FW,31.0,45.9,169.0,4.08,116.0,0.0,18.0,14.0,20.0,1.0,33.0,0.8,20.0,0.0,6.0,2.0,5.0,0.0
Lionel Messi,Barcelona,ARG,FW,31.0,44.8,323.0,8.19,208.0,17.0,46.0,18.0,30.0,4.0,48.0,1.22,29.0,1.0,7.0,6.0,5.0,0.0
Clément Lenglet,Barcelona,FRA,DF,23.0,40.6,9.0,0.28,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0
Philippe Coutinho,Barcelona,BRA,"FW,MF",26.0,37.1,133.0,4.17,97.0,10.0,12.0,9.0,4.0,1.0,11.0,0.34,10.0,0.0,0.0,1.0,0.0,0.0
